ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:47:38.742Z hisSize:56483 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b7e-192811d1 "Site B Room 4 Living" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d997a3d-1687e50e "Site B Room 4 Living AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" curStatus:"ok" point curVal:38%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d997a3d-8ce770dd "4 Living AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b5e-526d9983 "p:linkEdge:r:2d996b5e-526d9983" amSensorAM307ModelId:"_amSensorAM307_point:humidity"
2025-01-23T18:59:03+02:00 Bucharest,37%RH
2025-01-23T19:00:00+02:00 Bucharest,37%RH
2025-01-23T19:09:03+02:00 Bucharest,37.5%RH
2025-01-23T19:15:00+02:00 Bucharest,37.5%RH
2025-01-23T19:19:03+02:00 Bucharest,38%RH
2025-01-23T19:30:00+02:00 Bucharest,38%RH
2025-01-23T19:45:00+02:00 Bucharest,38%RH
2025-01-23T19:49:02+02:00 Bucharest,38.5%RH
2025-01-23T20:00:00+02:00 Bucharest,38.5%RH
2025-01-23T20:15:00+02:00 Bucharest,38.5%RH
2025-01-23T20:30:00+02:00 Bucharest,38.5%RH
2025-01-23T20:45:00+02:00 Bucharest,38.5%RH
2025-01-23T20:49:01+02:00 Bucharest,40%RH
2025-01-23T21:00:00+02:00 Bucharest,40%RH
2025-01-23T21:15:00+02:00 Bucharest,40%RH
2025-01-23T21:30:00+02:00 Bucharest,40%RH
2025-01-23T21:45:00+02:00 Bucharest,40%RH
2025-01-23T22:00:00+02:00 Bucharest,40%RH
2025-01-23T22:15:00+02:00 Bucharest,40%RH
2025-01-23T22:30:00+02:00 Bucharest,40%RH
2025-01-23T22:45:00+02:00 Bucharest,40%RH
2025-01-23T22:48:59+02:00 Bucharest,40.5%RH
2025-01-23T23:00:00+02:00 Bucharest,40.5%RH
2025-01-23T23:15:00+02:00 Bucharest,40.5%RH
2025-01-23T23:30:00+02:00 Bucharest,40.5%RH
2025-01-23T23:38:58+02:00 Bucharest,40%RH
2025-01-23T23:45:00+02:00 Bucharest,40%RH
2025-01-23T23:48:58+02:00 Bucharest,40.5%RH
2025-01-24T00:00:00+02:00 Bucharest,40.5%RH
2025-01-24T00:15:00+02:00 Bucharest,40.5%RH
2025-01-24T00:18:58+02:00 Bucharest,40%RH
2025-01-24T00:30:00+02:00 Bucharest,40%RH
2025-01-24T00:45:00+02:00 Bucharest,40%RH
2025-01-24T00:58:57+02:00 Bucharest,39.5%RH
2025-01-24T01:00:00+02:00 Bucharest,39.5%RH
2025-01-24T01:15:00+02:00 Bucharest,39.5%RH
2025-01-24T01:28:56+02:00 Bucharest,39%RH
2025-01-24T01:30:00+02:00 Bucharest,39%RH
2025-01-24T01:38:56+02:00 Bucharest,38.5%RH
2025-01-24T01:45:00+02:00 Bucharest,38.5%RH
2025-01-24T02:00:00+02:00 Bucharest,38.5%RH
2025-01-24T02:08:56+02:00 Bucharest,38%RH
2025-01-24T02:15:00+02:00 Bucharest,38%RH
2025-01-24T02:30:00+02:00 Bucharest,38%RH
2025-01-24T02:39:02+02:00 Bucharest,37.5%RH
2025-01-24T02:45:00+02:00 Bucharest,37.5%RH
2025-01-24T03:00:00+02:00 Bucharest,37.5%RH
2025-01-24T03:15:00+02:00 Bucharest,37.5%RH
2025-01-24T03:30:00+02:00 Bucharest,37.5%RH
2025-01-24T03:45:00+02:00 Bucharest,37.5%RH
2025-01-24T04:00:00+02:00 Bucharest,37.5%RH
2025-01-24T04:15:00+02:00 Bucharest,37.5%RH
2025-01-24T04:30:00+02:00 Bucharest,37.5%RH
2025-01-24T04:45:00+02:00 Bucharest,37.5%RH
2025-01-24T05:00:00+02:00 Bucharest,37.5%RH
2025-01-24T05:15:00+02:00 Bucharest,37.5%RH
2025-01-24T05:30:00+02:00 Bucharest,37.5%RH
2025-01-24T05:45:00+02:00 Bucharest,37.5%RH
2025-01-24T06:00:00+02:00 Bucharest,37.5%RH
2025-01-24T06:15:00+02:00 Bucharest,37.5%RH
2025-01-24T06:30:00+02:00 Bucharest,37.5%RH
2025-01-24T06:38:51+02:00 Bucharest,38%RH
2025-01-24T06:45:00+02:00 Bucharest,38%RH
2025-01-24T07:00:00+02:00 Bucharest,38%RH
2025-01-24T07:15:00+02:00 Bucharest,38%RH
2025-01-24T07:30:00+02:00 Bucharest,38%RH
2025-01-24T07:45:00+02:00 Bucharest,38%RH
2025-01-24T08:00:00+02:00 Bucharest,38%RH
2025-01-24T08:15:00+02:00 Bucharest,38%RH
2025-01-24T08:30:00+02:00 Bucharest,38%RH
2025-01-24T08:38:49+02:00 Bucharest,39%RH
2025-01-24T08:45:00+02:00 Bucharest,39%RH
2025-01-24T09:00:00+02:00 Bucharest,39%RH
2025-01-24T09:08:48+02:00 Bucharest,39.5%RH
2025-01-24T09:15:00+02:00 Bucharest,39.5%RH
2025-01-24T09:30:00+02:00 Bucharest,39.5%RH
2025-01-24T09:45:00+02:00 Bucharest,39.5%RH
2025-01-24T09:48:48+02:00 Bucharest,38.5%RH
2025-01-24T10:00:00+02:00 Bucharest,38.5%RH
2025-01-24T10:08:47+02:00 Bucharest,38%RH
2025-01-24T10:15:00+02:00 Bucharest,38%RH
2025-01-24T10:30:00+02:00 Bucharest,38%RH
2025-01-24T10:45:00+02:00 Bucharest,38%RH
2025-01-24T10:48:47+02:00 Bucharest,37.5%RH
2025-01-24T11:00:00+02:00 Bucharest,37.5%RH
2025-01-24T11:15:00+02:00 Bucharest,37.5%RH
2025-01-24T11:30:00+02:00 Bucharest,37.5%RH
2025-01-24T11:45:00+02:00 Bucharest,37.5%RH
2025-01-24T12:00:00+02:00 Bucharest,37.5%RH
2025-01-24T12:15:00+02:00 Bucharest,37.5%RH
2025-01-24T12:30:00+02:00 Bucharest,37.5%RH
2025-01-24T12:45:00+02:00 Bucharest,37.5%RH
2025-01-24T13:00:00+02:00 Bucharest,37.5%RH
2025-01-24T13:15:00+02:00 Bucharest,37.5%RH
2025-01-24T13:30:00+02:00 Bucharest,37.5%RH
2025-01-24T13:45:00+02:00 Bucharest,37.5%RH
2025-01-24T13:58:43+02:00 Bucharest,38%RH
2025-01-24T14:00:00+02:00 Bucharest,38%RH
2025-01-24T14:15:00+02:00 Bucharest,38%RH
2025-01-24T14:30:00+02:00 Bucharest,38%RH
2025-01-24T14:45:00+02:00 Bucharest,38%RH
2025-01-24T15:00:00+02:00 Bucharest,38%RH
2025-01-24T15:15:00+02:00 Bucharest,38%RH
2025-01-24T15:30:00+02:00 Bucharest,38%RH
2025-01-24T15:38:41+02:00 Bucharest,38.5%RH
2025-01-24T15:45:00+02:00 Bucharest,38.5%RH
2025-01-24T16:00:00+02:00 Bucharest,38.5%RH
2025-01-24T16:15:00+02:00 Bucharest,38.5%RH
2025-01-24T16:18:42+02:00 Bucharest,39%RH
2025-01-24T16:30:00+02:00 Bucharest,39%RH
2025-01-24T16:45:00+02:00 Bucharest,39%RH
2025-01-24T17:00:00+02:00 Bucharest,39%RH
2025-01-24T17:15:00+02:00 Bucharest,39%RH
2025-01-24T17:28:39+02:00 Bucharest,39.5%RH
2025-01-24T17:30:00+02:00 Bucharest,39.5%RH
2025-01-24T17:45:00+02:00 Bucharest,39.5%RH
2025-01-24T18:00:00+02:00 Bucharest,39.5%RH
2025-01-24T18:15:00+02:00 Bucharest,39.5%RH
2025-01-24T18:30:00+02:00 Bucharest,39.5%RH
2025-01-24T18:45:00+02:00 Bucharest,39.5%RH
2025-01-24T19:00:00+02:00 Bucharest,39.5%RH
2025-01-24T19:15:00+02:00 Bucharest,39.5%RH
2025-01-24T19:30:00+02:00 Bucharest,39.5%RH
2025-01-24T19:45:00+02:00 Bucharest,39.5%RH
2025-01-24T20:00:00+02:00 Bucharest,39.5%RH
2025-01-24T20:15:00+02:00 Bucharest,39.5%RH
2025-01-24T20:30:00+02:00 Bucharest,39.5%RH
2025-01-24T20:45:00+02:00 Bucharest,39.5%RH
2025-01-24T20:48:36+02:00 Bucharest,39%RH
2025-01-24T21:00:00+02:00 Bucharest,39%RH
2025-01-24T21:15:00+02:00 Bucharest,39%RH
2025-01-24T21:18:35+02:00 Bucharest,39.5%RH
2025-01-24T21:30:00+02:00 Bucharest,39.5%RH
2025-01-24T21:45:00+02:00 Bucharest,39.5%RH
2025-01-24T22:00:00+02:00 Bucharest,39.5%RH
2025-01-24T22:08:35+02:00 Bucharest,40.5%RH
2025-01-24T22:11:09+02:00 Bucharest,41%RH
2025-01-24T22:15:00+02:00 Bucharest,41%RH
2025-01-24T22:21:08+02:00 Bucharest,41.5%RH
2025-01-24T22:30:00+02:00 Bucharest,41.5%RH
2025-01-24T22:31:08+02:00 Bucharest,42.5%RH
2025-01-24T22:41:08+02:00 Bucharest,43%RH
2025-01-24T22:45:00+02:00 Bucharest,43%RH
2025-01-24T22:51:08+02:00 Bucharest,43.5%RH
2025-01-24T23:00:00+02:00 Bucharest,43.5%RH
2025-01-24T23:11:07+02:00 Bucharest,44%RH
2025-01-24T23:15:00+02:00 Bucharest,44%RH
2025-01-24T23:30:00+02:00 Bucharest,44%RH
2025-01-24T23:45:00+02:00 Bucharest,44%RH
2025-01-25T00:00:00+02:00 Bucharest,44%RH
2025-01-25T00:01:07+02:00 Bucharest,45%RH
2025-01-25T00:11:07+02:00 Bucharest,44.5%RH
2025-01-25T00:15:00+02:00 Bucharest,44.5%RH
2025-01-25T00:21:06+02:00 Bucharest,45%RH
2025-01-25T00:30:00+02:00 Bucharest,45%RH
2025-01-25T00:31:06+02:00 Bucharest,44.5%RH
2025-01-25T00:41:08+02:00 Bucharest,44%RH
2025-01-25T00:45:00+02:00 Bucharest,44%RH
2025-01-25T01:00:00+02:00 Bucharest,44%RH
2025-01-25T01:11:05+02:00 Bucharest,43.5%RH
2025-01-25T01:15:00+02:00 Bucharest,43.5%RH
2025-01-25T01:30:00+02:00 Bucharest,43.5%RH
2025-01-25T01:41:05+02:00 Bucharest,43%RH
2025-01-25T01:45:00+02:00 Bucharest,43%RH
2025-01-25T01:51:05+02:00 Bucharest,43.5%RH
2025-01-25T02:00:00+02:00 Bucharest,43.5%RH
2025-01-25T02:01:05+02:00 Bucharest,43%RH
2025-01-25T02:15:00+02:00 Bucharest,43%RH
2025-01-25T02:21:04+02:00 Bucharest,42.5%RH
2025-01-25T02:30:00+02:00 Bucharest,42.5%RH
2025-01-25T02:45:00+02:00 Bucharest,42.5%RH
2025-01-25T03:00:00+02:00 Bucharest,42.5%RH
2025-01-25T03:01:03+02:00 Bucharest,42%RH
2025-01-25T03:15:00+02:00 Bucharest,42%RH
2025-01-25T03:30:00+02:00 Bucharest,42%RH
2025-01-25T03:45:00+02:00 Bucharest,42%RH
2025-01-25T04:00:00+02:00 Bucharest,42%RH
2025-01-25T04:15:00+02:00 Bucharest,42%RH
2025-01-25T04:30:00+02:00 Bucharest,42%RH
2025-01-25T04:45:00+02:00 Bucharest,42%RH
2025-01-25T04:51:02+02:00 Bucharest,41.5%RH
2025-01-25T05:00:00+02:00 Bucharest,41.5%RH
2025-01-25T05:15:00+02:00 Bucharest,41.5%RH
2025-01-25T05:30:00+02:00 Bucharest,41.5%RH
2025-01-25T05:45:00+02:00 Bucharest,41.5%RH
2025-01-25T06:00:00+02:00 Bucharest,41.5%RH
2025-01-25T06:15:00+02:00 Bucharest,41.5%RH
2025-01-25T06:30:00+02:00 Bucharest,41.5%RH
2025-01-25T06:41:00+02:00 Bucharest,40.5%RH
2025-01-25T06:45:00+02:00 Bucharest,40.5%RH
2025-01-25T07:00:00+02:00 Bucharest,40.5%RH
2025-01-25T07:10:59+02:00 Bucharest,40%RH
2025-01-25T07:15:00+02:00 Bucharest,40%RH
2025-01-25T07:30:00+02:00 Bucharest,40%RH
2025-01-25T07:45:00+02:00 Bucharest,40%RH
2025-01-25T08:00:00+02:00 Bucharest,40%RH
2025-01-25T08:10:58+02:00 Bucharest,39.5%RH
2025-01-25T08:15:00+02:00 Bucharest,39.5%RH
2025-01-25T08:30:00+02:00 Bucharest,39.5%RH
2025-01-25T08:40:57+02:00 Bucharest,40%RH
2025-01-25T08:45:00+02:00 Bucharest,40%RH
2025-01-25T09:00:00+02:00 Bucharest,40%RH
2025-01-25T09:01:00+02:00 Bucharest,39.5%RH
2025-01-25T09:15:00+02:00 Bucharest,39.5%RH
2025-01-25T09:30:00+02:00 Bucharest,39.5%RH
2025-01-25T09:45:00+02:00 Bucharest,39.5%RH
2025-01-25T09:50:56+02:00 Bucharest,40%RH
2025-01-25T10:00:00+02:00 Bucharest,40%RH
2025-01-25T10:01:00+02:00 Bucharest,40.5%RH
2025-01-25T10:15:00+02:00 Bucharest,40.5%RH
2025-01-25T10:30:00+02:00 Bucharest,40.5%RH
2025-01-25T10:40:55+02:00 Bucharest,41%RH
2025-01-25T10:45:00+02:00 Bucharest,41%RH
2025-01-25T11:00:00+02:00 Bucharest,41%RH
2025-01-25T11:01:00+02:00 Bucharest,41.5%RH
2025-01-25T11:15:00+02:00 Bucharest,41.5%RH
2025-01-25T11:30:00+02:00 Bucharest,41.5%RH
2025-01-25T11:40:54+02:00 Bucharest,42.5%RH
2025-01-25T11:45:00+02:00 Bucharest,42.5%RH
2025-01-25T12:00:00+02:00 Bucharest,42.5%RH
2025-01-25T12:15:00+02:00 Bucharest,42.5%RH
2025-01-25T12:30:00+02:00 Bucharest,42.5%RH
2025-01-25T12:40:53+02:00 Bucharest,43.5%RH
2025-01-25T12:45:00+02:00 Bucharest,43.5%RH
2025-01-25T12:50:53+02:00 Bucharest,46%RH
2025-01-25T13:00:00+02:00 Bucharest,46%RH
2025-01-25T13:10:53+02:00 Bucharest,45.5%RH
2025-01-25T13:15:00+02:00 Bucharest,45.5%RH
2025-01-25T13:30:00+02:00 Bucharest,45.5%RH
2025-01-25T13:31:00+02:00 Bucharest,47.5%RH
2025-01-25T13:40:52+02:00 Bucharest,47%RH
2025-01-25T13:45:00+02:00 Bucharest,47%RH
2025-01-25T14:00:00+02:00 Bucharest,47%RH
2025-01-25T14:10:52+02:00 Bucharest,46.5%RH
2025-01-25T14:15:00+02:00 Bucharest,46.5%RH
2025-01-25T14:30:00+02:00 Bucharest,46.5%RH
2025-01-25T14:31:00+02:00 Bucharest,46%RH
2025-01-25T14:45:00+02:00 Bucharest,46%RH
2025-01-25T14:50:51+02:00 Bucharest,45.5%RH
2025-01-25T15:00:00+02:00 Bucharest,45.5%RH
2025-01-25T15:15:00+02:00 Bucharest,45.5%RH
2025-01-25T15:30:00+02:00 Bucharest,45.5%RH
2025-01-25T15:45:00+02:00 Bucharest,45.5%RH
2025-01-25T16:00:00+02:00 Bucharest,45.5%RH
2025-01-25T16:01:00+02:00 Bucharest,45%RH
2025-01-25T16:15:00+02:00 Bucharest,45%RH
2025-01-25T16:30:00+02:00 Bucharest,45%RH
2025-01-25T16:40:49+02:00 Bucharest,44.5%RH
2025-01-25T16:45:00+02:00 Bucharest,44.5%RH
2025-01-25T16:50:49+02:00 Bucharest,45%RH
2025-01-25T17:00:00+02:00 Bucharest,45%RH
2025-01-25T17:10:49+02:00 Bucharest,44.5%RH
2025-01-25T17:15:00+02:00 Bucharest,44.5%RH
2025-01-25T17:30:00+02:00 Bucharest,44.5%RH
2025-01-25T17:40:48+02:00 Bucharest,44%RH
2025-01-25T17:45:00+02:00 Bucharest,44%RH
2025-01-25T18:00:00+02:00 Bucharest,44%RH
2025-01-25T18:15:00+02:00 Bucharest,44%RH
2025-01-25T18:20:47+02:00 Bucharest,45%RH
2025-01-25T18:30:00+02:00 Bucharest,45%RH
2025-01-25T18:45:00+02:00 Bucharest,45%RH
2025-01-25T19:00:00+02:00 Bucharest,45%RH
2025-01-25T19:10:46+02:00 Bucharest,45.5%RH
2025-01-25T19:15:00+02:00 Bucharest,45.5%RH
2025-01-25T19:30:00+02:00 Bucharest,45.5%RH
2025-01-25T19:40:46+02:00 Bucharest,45%RH
2025-01-25T19:45:00+02:00 Bucharest,45%RH
2025-01-25T20:00:00+02:00 Bucharest,45%RH
2025-01-25T20:15:00+02:00 Bucharest,45%RH
2025-01-25T20:30:00+02:00 Bucharest,45%RH
2025-01-25T20:45:00+02:00 Bucharest,45%RH
2025-01-25T21:00:00+02:00 Bucharest,45%RH
2025-01-25T21:15:00+02:00 Bucharest,45%RH
2025-01-25T21:30:00+02:00 Bucharest,45%RH
2025-01-25T21:45:00+02:00 Bucharest,45%RH
2025-01-25T21:50:44+02:00 Bucharest,45.5%RH
2025-01-25T22:00:00+02:00 Bucharest,45.5%RH
2025-01-25T22:01:00+02:00 Bucharest,46.5%RH
2025-01-25T22:15:00+02:00 Bucharest,46.5%RH
2025-01-25T22:30:00+02:00 Bucharest,46.5%RH
2025-01-25T22:40:43+02:00 Bucharest,45.5%RH
2025-01-25T22:45:00+02:00 Bucharest,45.5%RH
2025-01-25T23:00:00+02:00 Bucharest,45.5%RH
2025-01-25T23:10:42+02:00 Bucharest,44.5%RH
2025-01-25T23:15:00+02:00 Bucharest,44.5%RH
2025-01-25T23:30:00+02:00 Bucharest,44.5%RH
2025-01-25T23:31:00+02:00 Bucharest,45%RH
2025-01-25T23:45:00+02:00 Bucharest,45%RH
2025-01-26T00:00:00+02:00 Bucharest,45%RH
2025-01-26T00:15:00+02:00 Bucharest,45%RH
2025-01-26T00:30:00+02:00 Bucharest,45%RH
2025-01-26T00:31:00+02:00 Bucharest,43.5%RH
2025-01-26T00:45:00+02:00 Bucharest,43.5%RH
2025-01-26T01:00:00+02:00 Bucharest,43.5%RH
2025-01-26T01:10:40+02:00 Bucharest,42.5%RH
2025-01-26T01:15:00+02:00 Bucharest,42.5%RH
2025-01-26T01:30:00+02:00 Bucharest,42.5%RH
2025-01-26T01:45:00+02:00 Bucharest,42.5%RH
2025-01-26T02:00:00+02:00 Bucharest,42.5%RH
2025-01-26T02:15:00+02:00 Bucharest,42.5%RH
2025-01-26T02:30:00+02:00 Bucharest,42.5%RH
2025-01-26T02:45:00+02:00 Bucharest,42.5%RH
2025-01-26T03:00:00+02:00 Bucharest,42.5%RH
2025-01-26T03:01:00+02:00 Bucharest,40%RH
2025-01-26T03:15:00+02:00 Bucharest,40%RH
2025-01-26T03:20:38+02:00 Bucharest,39.5%RH
2025-01-26T03:30:00+02:00 Bucharest,39.5%RH
2025-01-26T03:40:37+02:00 Bucharest,39%RH
2025-01-26T03:45:00+02:00 Bucharest,39%RH
2025-01-26T04:00:00+02:00 Bucharest,39%RH
2025-01-26T04:15:00+02:00 Bucharest,39%RH
2025-01-26T04:30:00+02:00 Bucharest,39%RH
2025-01-26T04:40:36+02:00 Bucharest,38%RH
2025-01-26T04:45:00+02:00 Bucharest,38%RH
2025-01-26T05:00:00+02:00 Bucharest,38%RH
2025-01-26T05:15:00+02:00 Bucharest,38%RH
2025-01-26T05:30:00+02:00 Bucharest,38%RH
2025-01-26T05:45:00+02:00 Bucharest,38%RH
2025-01-26T06:00:00+02:00 Bucharest,38%RH
2025-01-26T06:15:00+02:00 Bucharest,38%RH
2025-01-26T06:30:00+02:00 Bucharest,38%RH
2025-01-26T06:45:00+02:00 Bucharest,38%RH
2025-01-26T07:00:00+02:00 Bucharest,38%RH
2025-01-26T07:15:00+02:00 Bucharest,38%RH
2025-01-26T07:30:00+02:00 Bucharest,38%RH
2025-01-26T07:45:00+02:00 Bucharest,38%RH
2025-01-26T08:00:00+02:00 Bucharest,38%RH
2025-01-26T08:15:00+02:00 Bucharest,38%RH
2025-01-26T08:30:00+02:00 Bucharest,38%RH
2025-01-26T08:40:32+02:00 Bucharest,37.5%RH
2025-01-26T08:45:00+02:00 Bucharest,37.5%RH
2025-01-26T09:00:00+02:00 Bucharest,37.5%RH
2025-01-26T09:15:00+02:00 Bucharest,37.5%RH
2025-01-26T09:30:00+02:00 Bucharest,37.5%RH
2025-01-26T09:31:00+02:00 Bucharest,38%RH
2025-01-26T09:45:00+02:00 Bucharest,38%RH
2025-01-26T10:00:00+02:00 Bucharest,38%RH
2025-01-26T10:15:00+02:00 Bucharest,38%RH
2025-01-26T10:20:30+02:00 Bucharest,38.5%RH
2025-01-26T10:30:00+02:00 Bucharest,38.5%RH
2025-01-26T10:40:30+02:00 Bucharest,39%RH
2025-01-26T10:45:00+02:00 Bucharest,39%RH
2025-01-26T11:00:00+02:00 Bucharest,39%RH
2025-01-26T11:15:00+02:00 Bucharest,39%RH
2025-01-26T11:30:00+02:00 Bucharest,39%RH
2025-01-26T11:31:00+02:00 Bucharest,40%RH
2025-01-26T11:45:00+02:00 Bucharest,40%RH
2025-01-26T11:50:29+02:00 Bucharest,41%RH
2025-01-26T12:00:00+02:00 Bucharest,41%RH
2025-01-26T12:15:00+02:00 Bucharest,41%RH
2025-01-26T12:20:28+02:00 Bucharest,41.5%RH
2025-01-26T12:30:00+02:00 Bucharest,41.5%RH
2025-01-26T12:45:00+02:00 Bucharest,41.5%RH
2025-01-26T13:00:00+02:00 Bucharest,41.5%RH
2025-01-26T13:15:00+02:00 Bucharest,41.5%RH
2025-01-26T13:30:00+02:00 Bucharest,41.5%RH
2025-01-26T13:31:00+02:00 Bucharest,42%RH
2025-01-26T13:40:27+02:00 Bucharest,42.5%RH
2025-01-26T13:45:00+02:00 Bucharest,42.5%RH
2025-01-26T13:50:27+02:00 Bucharest,42%RH
2025-01-26T14:00:00+02:00 Bucharest,42%RH
2025-01-26T14:15:00+02:00 Bucharest,42%RH
2025-01-26T14:30:00+02:00 Bucharest,42%RH
2025-01-26T14:45:00+02:00 Bucharest,42%RH
2025-01-26T14:50:26+02:00 Bucharest,41.5%RH
2025-01-26T15:00:00+02:00 Bucharest,41.5%RH
2025-01-26T15:01:00+02:00 Bucharest,42%RH
2025-01-26T15:15:00+02:00 Bucharest,42%RH
2025-01-26T15:30:00+02:00 Bucharest,42%RH
2025-01-26T15:45:00+02:00 Bucharest,42%RH
2025-01-26T16:00:00+02:00 Bucharest,42%RH
2025-01-26T16:15:00+02:00 Bucharest,42%RH
2025-01-26T16:30:00+02:00 Bucharest,42%RH
2025-01-26T16:40:24+02:00 Bucharest,41.5%RH
2025-01-26T16:45:00+02:00 Bucharest,41.5%RH
2025-01-26T17:00:00+02:00 Bucharest,41.5%RH
2025-01-26T17:01:00+02:00 Bucharest,42%RH
2025-01-26T17:15:00+02:00 Bucharest,42%RH
2025-01-26T17:30:00+02:00 Bucharest,42%RH
2025-01-26T17:40:30+02:00 Bucharest,42.5%RH
2025-01-26T17:45:00+02:00 Bucharest,42.5%RH
2025-01-26T18:00:00+02:00 Bucharest,42.5%RH
2025-01-26T18:15:00+02:00 Bucharest,42.5%RH
2025-01-26T18:30:00+02:00 Bucharest,42.5%RH
2025-01-26T18:45:00+02:00 Bucharest,42.5%RH
2025-01-26T19:00:00+02:00 Bucharest,42.5%RH
2025-01-26T19:15:00+02:00 Bucharest,42.5%RH
2025-01-26T19:30:00+02:00 Bucharest,42.5%RH
2025-01-26T19:45:00+02:00 Bucharest,42.5%RH
2025-01-26T20:00:00+02:00 Bucharest,42.5%RH
2025-01-26T20:15:00+02:00 Bucharest,42.5%RH
2025-01-26T20:30:00+02:00 Bucharest,42.5%RH
2025-01-26T20:45:00+02:00 Bucharest,42.5%RH
2025-01-26T21:00:00+02:00 Bucharest,42.5%RH
2025-01-26T21:15:00+02:00 Bucharest,42.5%RH
2025-01-26T21:30:00+02:00 Bucharest,42.5%RH
2025-01-26T21:31:00+02:00 Bucharest,43%RH
2025-01-26T21:45:00+02:00 Bucharest,43%RH
2025-01-26T22:00:00+02:00 Bucharest,43%RH
2025-01-26T22:15:00+02:00 Bucharest,43%RH
2025-01-26T22:30:00+02:00 Bucharest,43%RH
2025-01-26T22:45:00+02:00 Bucharest,43%RH
2025-01-26T23:00:00+02:00 Bucharest,43%RH
2025-01-26T23:10:17+02:00 Bucharest,42.5%RH
2025-01-26T23:15:00+02:00 Bucharest,42.5%RH
2025-01-26T23:30:00+02:00 Bucharest,42.5%RH
2025-01-26T23:31:00+02:00 Bucharest,42%RH
2025-01-26T23:45:00+02:00 Bucharest,42%RH
2025-01-27T00:00:00+02:00 Bucharest,42%RH
2025-01-27T00:01:00+02:00 Bucharest,41.5%RH
2025-01-27T00:15:00+02:00 Bucharest,41.5%RH
2025-01-27T00:20:16+02:00 Bucharest,41%RH
2025-01-27T00:30:00+02:00 Bucharest,41%RH
2025-01-27T00:45:00+02:00 Bucharest,41%RH
2025-01-27T01:00:00+02:00 Bucharest,41%RH
2025-01-27T01:15:00+02:00 Bucharest,41%RH
2025-01-27T01:20:16+02:00 Bucharest,40.5%RH
2025-01-27T01:30:00+02:00 Bucharest,40.5%RH
2025-01-27T01:31:00+02:00 Bucharest,40%RH
2025-01-27T01:45:00+02:00 Bucharest,40%RH
2025-01-27T02:00:00+02:00 Bucharest,40%RH
2025-01-27T02:15:00+02:00 Bucharest,40%RH
2025-01-27T02:30:00+02:00 Bucharest,40%RH
2025-01-27T02:31:00+02:00 Bucharest,39%RH
2025-01-27T02:45:00+02:00 Bucharest,39%RH
2025-01-27T03:00:00+02:00 Bucharest,39%RH
2025-01-27T03:01:00+02:00 Bucharest,38.5%RH
2025-01-27T03:15:00+02:00 Bucharest,38.5%RH
2025-01-27T03:30:00+02:00 Bucharest,38.5%RH
2025-01-27T03:45:00+02:00 Bucharest,38.5%RH
2025-01-27T04:00:00+02:00 Bucharest,38.5%RH
2025-01-27T04:15:00+02:00 Bucharest,38.5%RH
2025-01-27T04:20:11+02:00 Bucharest,37.5%RH
2025-01-27T04:30:00+02:00 Bucharest,37.5%RH
2025-01-27T04:45:00+02:00 Bucharest,37.5%RH
2025-01-27T04:50:13+02:00 Bucharest,37%RH
2025-01-27T05:00:00+02:00 Bucharest,37%RH
2025-01-27T05:15:00+02:00 Bucharest,37%RH
2025-01-27T05:30:00+02:00 Bucharest,37%RH
2025-01-27T05:45:00+02:00 Bucharest,37%RH
2025-01-27T06:00:00+02:00 Bucharest,37%RH
2025-01-27T06:15:00+02:00 Bucharest,37%RH
2025-01-27T06:30:00+02:00 Bucharest,37%RH
2025-01-27T06:45:00+02:00 Bucharest,37%RH
2025-01-27T07:00:00+02:00 Bucharest,37%RH
2025-01-27T07:15:00+02:00 Bucharest,37%RH
2025-01-27T07:30:00+02:00 Bucharest,37%RH
2025-01-27T07:31:00+02:00 Bucharest,37.5%RH
2025-01-27T07:45:00+02:00 Bucharest,37.5%RH
2025-01-27T08:00:00+02:00 Bucharest,37.5%RH
2025-01-27T08:15:00+02:00 Bucharest,37.5%RH
2025-01-27T08:20:07+02:00 Bucharest,37%RH
2025-01-27T08:30:00+02:00 Bucharest,37%RH
2025-01-27T08:31:00+02:00 Bucharest,37.5%RH
2025-01-27T08:45:00+02:00 Bucharest,37.5%RH
2025-01-27T09:00:00+02:00 Bucharest,37.5%RH
2025-01-27T09:01:00+02:00 Bucharest,37%RH
