ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:47:38.742Z hisSize:56483 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b7e-192811d1 "Site B Room 4 Living" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d997a3d-1687e50e "Site B Room 4 Living AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" curStatus:"ok" point curVal:38%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d997a3d-8ce770dd "4 Living AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b5e-526d9983 "p:linkEdge:r:2d996b5e-526d9983" amSensorAM307ModelId:"_amSensorAM307_point:humidity"
2025-02-13T02:43:02+02:00 Bucharest,29%RH
2025-02-13T02:45:00+02:00 Bucharest,29%RH
2025-02-13T03:00:00+02:00 Bucharest,29%RH
2025-02-13T03:13:01+02:00 Bucharest,28.5%RH
2025-02-13T03:15:00+02:00 Bucharest,28.5%RH
2025-02-13T03:30:00+02:00 Bucharest,28.5%RH
2025-02-13T03:43:00+02:00 Bucharest,28%RH
2025-02-13T03:45:00+02:00 Bucharest,28%RH
2025-02-13T04:00:00+02:00 Bucharest,28%RH
2025-02-13T04:15:00+02:00 Bucharest,28%RH
2025-02-13T04:30:00+02:00 Bucharest,28%RH
2025-02-13T04:45:00+02:00 Bucharest,28%RH
2025-02-13T05:00:00+02:00 Bucharest,28%RH
2025-02-13T05:15:00+02:00 Bucharest,28%RH
2025-02-13T05:22:59+02:00 Bucharest,28.5%RH
2025-02-13T05:30:00+02:00 Bucharest,28.5%RH
2025-02-13T05:45:00+02:00 Bucharest,28.5%RH
2025-02-13T06:00:00+02:00 Bucharest,28.5%RH
2025-02-13T06:02:58+02:00 Bucharest,28%RH
2025-02-13T06:15:00+02:00 Bucharest,28%RH
2025-02-13T06:30:00+02:00 Bucharest,28%RH
2025-02-13T06:45:00+02:00 Bucharest,28%RH
2025-02-13T07:00:00+02:00 Bucharest,28%RH
2025-02-13T07:12:57+02:00 Bucharest,28.5%RH
2025-02-13T07:15:00+02:00 Bucharest,28.5%RH
2025-02-13T07:22:57+02:00 Bucharest,28%RH
2025-02-13T07:30:00+02:00 Bucharest,28%RH
2025-02-13T07:45:00+02:00 Bucharest,28%RH
2025-02-13T07:52:56+02:00 Bucharest,27.5%RH
2025-02-13T08:00:00+02:00 Bucharest,27.5%RH
2025-02-13T08:02:56+02:00 Bucharest,27%RH
2025-02-13T08:12:56+02:00 Bucharest,27.5%RH
2025-02-13T08:15:00+02:00 Bucharest,27.5%RH
2025-02-13T08:30:00+02:00 Bucharest,27.5%RH
2025-02-13T08:32:55+02:00 Bucharest,28%RH
2025-02-13T08:45:00+02:00 Bucharest,28%RH
2025-02-13T09:00:00+02:00 Bucharest,28%RH
2025-02-13T09:15:00+02:00 Bucharest,28%RH
2025-02-13T09:30:00+02:00 Bucharest,28%RH
2025-02-13T09:45:00+02:00 Bucharest,28%RH
2025-02-13T10:00:00+02:00 Bucharest,28%RH
2025-02-13T10:15:00+02:00 Bucharest,28%RH
2025-02-13T10:30:00+02:00 Bucharest,28%RH
2025-02-13T10:45:00+02:00 Bucharest,28%RH
2025-02-13T11:00:00+02:00 Bucharest,28%RH
2025-02-13T11:02:53+02:00 Bucharest,28.5%RH
2025-02-13T11:15:00+02:00 Bucharest,28.5%RH
2025-02-13T11:30:00+02:00 Bucharest,28.5%RH
2025-02-13T11:42:52+02:00 Bucharest,29%RH
2025-02-13T11:45:00+02:00 Bucharest,29%RH
2025-02-13T12:00:00+02:00 Bucharest,29%RH
2025-02-13T12:02:52+02:00 Bucharest,28.5%RH
2025-02-13T12:15:00+02:00 Bucharest,28.5%RH
2025-02-13T12:30:00+02:00 Bucharest,28.5%RH
2025-02-13T12:42:51+02:00 Bucharest,29%RH
2025-02-13T12:45:00+02:00 Bucharest,29%RH
2025-02-13T13:00:00+02:00 Bucharest,29%RH
2025-02-13T13:15:00+02:00 Bucharest,29%RH
2025-02-13T13:30:00+02:00 Bucharest,29%RH
2025-02-13T13:32:50+02:00 Bucharest,29.5%RH
2025-02-13T13:45:00+02:00 Bucharest,29.5%RH
2025-02-13T14:00:00+02:00 Bucharest,29.5%RH
2025-02-13T14:12:49+02:00 Bucharest,30%RH
2025-02-13T14:15:00+02:00 Bucharest,30%RH
2025-02-13T14:30:00+02:00 Bucharest,30%RH
2025-02-13T14:45:00+02:00 Bucharest,30%RH
2025-02-13T15:00:00+02:00 Bucharest,30%RH
2025-02-13T15:15:00+02:00 Bucharest,30%RH
2025-02-13T15:30:00+02:00 Bucharest,30%RH
2025-02-13T15:32:48+02:00 Bucharest,30.5%RH
2025-02-13T15:45:00+02:00 Bucharest,30.5%RH
2025-02-13T15:52:48+02:00 Bucharest,31%RH
2025-02-13T16:00:00+02:00 Bucharest,31%RH
2025-02-13T16:15:00+02:00 Bucharest,31%RH
2025-02-13T16:22:47+02:00 Bucharest,31.5%RH
2025-02-13T16:30:00+02:00 Bucharest,31.5%RH
2025-02-13T16:32:47+02:00 Bucharest,32%RH
2025-02-13T16:45:00+02:00 Bucharest,32%RH
2025-02-13T17:00:00+02:00 Bucharest,32%RH
2025-02-13T17:12:46+02:00 Bucharest,32.5%RH
2025-02-13T17:15:00+02:00 Bucharest,32.5%RH
2025-02-13T17:22:46+02:00 Bucharest,32%RH
2025-02-13T17:30:00+02:00 Bucharest,32%RH
2025-02-13T17:42:46+02:00 Bucharest,32.5%RH
2025-02-13T17:45:00+02:00 Bucharest,32.5%RH
2025-02-13T18:00:00+02:00 Bucharest,32.5%RH
2025-02-13T18:15:00+02:00 Bucharest,32.5%RH
2025-02-13T18:22:45+02:00 Bucharest,32%RH
2025-02-13T18:30:00+02:00 Bucharest,32%RH
2025-02-13T18:45:00+02:00 Bucharest,32%RH
2025-02-13T18:52:44+02:00 Bucharest,32.5%RH
2025-02-13T19:00:00+02:00 Bucharest,32.5%RH
2025-02-13T19:02:44+02:00 Bucharest,33%RH
2025-02-13T19:12:44+02:00 Bucharest,33.5%RH
2025-02-13T19:15:00+02:00 Bucharest,33.5%RH
2025-02-13T19:30:00+02:00 Bucharest,33.5%RH
2025-02-13T19:32:44+02:00 Bucharest,33%RH
2025-02-13T19:45:00+02:00 Bucharest,33%RH
2025-02-13T20:00:00+02:00 Bucharest,33%RH
2025-02-13T20:15:00+02:00 Bucharest,33%RH
2025-02-13T20:30:00+02:00 Bucharest,33%RH
2025-02-13T20:42:42+02:00 Bucharest,33.5%RH
2025-02-13T20:45:00+02:00 Bucharest,33.5%RH
2025-02-13T20:52:42+02:00 Bucharest,33%RH
2025-02-13T21:00:00+02:00 Bucharest,33%RH
2025-02-13T21:15:00+02:00 Bucharest,33%RH
2025-02-13T21:30:00+02:00 Bucharest,33%RH
2025-02-13T21:45:00+02:00 Bucharest,33%RH
2025-02-13T22:00:00+02:00 Bucharest,33%RH
2025-02-13T22:15:00+02:00 Bucharest,33%RH
2025-02-13T22:30:00+02:00 Bucharest,33%RH
2025-02-13T22:45:00+02:00 Bucharest,33%RH
2025-02-13T23:00:00+02:00 Bucharest,33%RH
2025-02-13T23:12:40+02:00 Bucharest,32.5%RH
2025-02-13T23:15:00+02:00 Bucharest,32.5%RH
2025-02-13T23:30:00+02:00 Bucharest,32.5%RH
2025-02-13T23:45:00+02:00 Bucharest,32.5%RH
2025-02-14T00:00:00+02:00 Bucharest,32.5%RH
2025-02-14T00:15:00+02:00 Bucharest,32.5%RH
2025-02-14T00:30:00+02:00 Bucharest,32.5%RH
2025-02-14T00:32:38+02:00 Bucharest,32%RH
2025-02-14T00:45:00+02:00 Bucharest,32%RH
2025-02-14T01:00:00+02:00 Bucharest,32%RH
2025-02-14T01:15:00+02:00 Bucharest,32%RH
2025-02-14T01:30:00+02:00 Bucharest,32%RH
2025-02-14T01:32:37+02:00 Bucharest,31.5%RH
2025-02-14T01:45:00+02:00 Bucharest,31.5%RH
2025-02-14T02:00:00+02:00 Bucharest,31.5%RH
2025-02-14T02:15:00+02:00 Bucharest,31.5%RH
2025-02-14T02:30:00+02:00 Bucharest,31.5%RH
2025-02-14T02:42:36+02:00 Bucharest,31%RH
2025-02-14T02:45:00+02:00 Bucharest,31%RH
2025-02-14T03:00:00+02:00 Bucharest,31%RH
2025-02-14T03:15:00+02:00 Bucharest,31%RH
2025-02-14T03:30:00+02:00 Bucharest,31%RH
2025-02-14T03:45:00+02:00 Bucharest,31%RH
2025-02-14T04:00:00+02:00 Bucharest,31%RH
2025-02-14T04:15:00+02:00 Bucharest,31%RH
2025-02-14T04:30:00+02:00 Bucharest,31%RH
2025-02-14T04:45:00+02:00 Bucharest,31%RH
2025-02-14T05:00:00+02:00 Bucharest,31%RH
2025-02-14T05:15:00+02:00 Bucharest,31%RH
2025-02-14T05:30:00+02:00 Bucharest,31%RH
2025-02-14T05:32:33+02:00 Bucharest,31.5%RH
2025-02-14T05:45:00+02:00 Bucharest,31.5%RH
2025-02-14T06:00:00+02:00 Bucharest,31.5%RH
2025-02-14T06:15:00+02:00 Bucharest,31.5%RH
2025-02-14T06:30:00+02:00 Bucharest,31.5%RH
2025-02-14T06:45:00+02:00 Bucharest,31.5%RH
2025-02-14T06:52:32+02:00 Bucharest,32%RH
2025-02-14T07:00:00+02:00 Bucharest,32%RH
2025-02-14T07:15:00+02:00 Bucharest,32%RH
2025-02-14T07:30:00+02:00 Bucharest,32%RH
2025-02-14T07:45:00+02:00 Bucharest,32%RH
2025-02-14T08:00:00+02:00 Bucharest,32%RH
2025-02-14T08:02:30+02:00 Bucharest,31.5%RH
2025-02-14T08:15:00+02:00 Bucharest,31.5%RH
2025-02-14T08:30:00+02:00 Bucharest,31.5%RH
2025-02-14T08:42:30+02:00 Bucharest,31%RH
2025-02-14T08:45:00+02:00 Bucharest,31%RH
2025-02-14T09:00:00+02:00 Bucharest,31%RH
2025-02-14T09:12:29+02:00 Bucharest,31.5%RH
2025-02-14T09:15:00+02:00 Bucharest,31.5%RH
2025-02-14T09:30:00+02:00 Bucharest,31.5%RH
2025-02-14T09:45:00+02:00 Bucharest,31.5%RH
2025-02-14T10:00:00+02:00 Bucharest,31.5%RH
2025-02-14T10:12:28+02:00 Bucharest,32%RH
2025-02-14T10:15:00+02:00 Bucharest,32%RH
2025-02-14T10:30:00+02:00 Bucharest,32%RH
2025-02-14T10:42:28+02:00 Bucharest,32.5%RH
2025-02-14T10:45:00+02:00 Bucharest,32.5%RH
2025-02-14T11:00:00+02:00 Bucharest,32.5%RH
2025-02-14T11:02:27+02:00 Bucharest,33%RH
2025-02-14T11:15:00+02:00 Bucharest,33%RH
2025-02-14T11:30:00+02:00 Bucharest,33%RH
2025-02-14T11:45:00+02:00 Bucharest,33%RH
2025-02-14T12:00:00+02:00 Bucharest,33%RH
2025-02-14T12:15:00+02:00 Bucharest,33%RH
2025-02-14T12:30:00+02:00 Bucharest,33%RH
2025-02-14T12:42:26+02:00 Bucharest,34%RH
2025-02-14T12:45:00+02:00 Bucharest,34%RH
2025-02-14T12:52:25+02:00 Bucharest,33.5%RH
2025-02-14T13:00:00+02:00 Bucharest,33.5%RH
2025-02-14T13:02:25+02:00 Bucharest,34%RH
2025-02-14T13:12:25+02:00 Bucharest,33.5%RH
2025-02-14T13:15:00+02:00 Bucharest,33.5%RH
2025-02-14T13:22:25+02:00 Bucharest,34.5%RH
2025-02-14T13:30:00+02:00 Bucharest,34.5%RH
2025-02-14T13:45:00+02:00 Bucharest,34.5%RH
2025-02-14T14:00:00+02:00 Bucharest,34.5%RH
2025-02-14T14:02:24+02:00 Bucharest,35%RH
2025-02-14T14:15:00+02:00 Bucharest,35%RH
2025-02-14T14:22:24+02:00 Bucharest,35.5%RH
2025-02-14T14:30:00+02:00 Bucharest,35.5%RH
2025-02-14T14:32:24+02:00 Bucharest,36.5%RH
2025-02-14T14:42:23+02:00 Bucharest,36%RH
2025-02-14T14:45:00+02:00 Bucharest,36%RH
2025-02-14T15:00:00+02:00 Bucharest,36%RH
2025-02-14T15:02:23+02:00 Bucharest,36.5%RH
2025-02-14T15:12:23+02:00 Bucharest,38.5%RH
2025-02-14T15:15:00+02:00 Bucharest,38.5%RH
2025-02-14T15:30:00+02:00 Bucharest,38.5%RH
2025-02-14T15:32:23+02:00 Bucharest,38%RH
2025-02-14T15:45:00+02:00 Bucharest,38%RH
2025-02-14T16:00:00+02:00 Bucharest,38%RH
2025-02-14T16:12:22+02:00 Bucharest,37.5%RH
2025-02-14T16:15:00+02:00 Bucharest,37.5%RH
2025-02-14T16:30:00+02:00 Bucharest,37.5%RH
2025-02-14T16:45:00+02:00 Bucharest,37.5%RH
2025-02-14T16:52:21+02:00 Bucharest,37%RH
2025-02-14T17:00:00+02:00 Bucharest,37%RH
2025-02-14T17:15:00+02:00 Bucharest,37%RH
2025-02-14T17:22:21+02:00 Bucharest,36.5%RH
2025-02-14T17:30:00+02:00 Bucharest,36.5%RH
2025-02-14T17:45:00+02:00 Bucharest,36.5%RH
2025-02-14T17:52:20+02:00 Bucharest,35.5%RH
2025-02-14T18:00:00+02:00 Bucharest,35.5%RH
2025-02-14T18:02:20+02:00 Bucharest,36%RH
2025-02-14T18:15:00+02:00 Bucharest,36%RH
2025-02-14T18:30:00+02:00 Bucharest,36%RH
2025-02-14T18:32:19+02:00 Bucharest,35.5%RH
2025-02-14T18:45:00+02:00 Bucharest,35.5%RH
2025-02-14T18:52:19+02:00 Bucharest,36%RH
2025-02-14T19:00:00+02:00 Bucharest,36%RH
2025-02-14T19:15:00+02:00 Bucharest,36%RH
2025-02-14T19:30:00+02:00 Bucharest,36%RH
2025-02-14T19:42:18+02:00 Bucharest,36.5%RH
2025-02-14T19:45:00+02:00 Bucharest,36.5%RH
2025-02-14T19:52:18+02:00 Bucharest,36%RH
2025-02-14T20:00:00+02:00 Bucharest,36%RH
2025-02-14T20:02:18+02:00 Bucharest,35.5%RH
2025-02-14T20:12:18+02:00 Bucharest,36%RH
2025-02-14T20:15:00+02:00 Bucharest,36%RH
2025-02-14T20:30:00+02:00 Bucharest,36%RH
2025-02-14T20:45:00+02:00 Bucharest,36%RH
2025-02-14T21:00:00+02:00 Bucharest,36%RH
2025-02-14T21:12:17+02:00 Bucharest,35.5%RH
2025-02-14T21:15:00+02:00 Bucharest,35.5%RH
2025-02-14T21:30:00+02:00 Bucharest,35.5%RH
2025-02-14T21:45:00+02:00 Bucharest,35.5%RH
2025-02-14T22:00:00+02:00 Bucharest,35.5%RH
2025-02-14T22:12:15+02:00 Bucharest,35%RH
2025-02-14T22:15:00+02:00 Bucharest,35%RH
2025-02-14T22:30:00+02:00 Bucharest,35%RH
2025-02-14T22:45:00+02:00 Bucharest,35%RH
2025-02-14T22:52:15+02:00 Bucharest,34.5%RH
2025-02-14T23:00:00+02:00 Bucharest,34.5%RH
2025-02-14T23:15:00+02:00 Bucharest,34.5%RH
2025-02-14T23:30:00+02:00 Bucharest,34.5%RH
2025-02-14T23:32:14+02:00 Bucharest,34%RH
2025-02-14T23:45:00+02:00 Bucharest,34%RH
2025-02-14T23:52:14+02:00 Bucharest,33.5%RH
2025-02-15T00:00:00+02:00 Bucharest,33.5%RH
2025-02-15T00:15:00+02:00 Bucharest,33.5%RH
2025-02-15T00:30:00+02:00 Bucharest,33.5%RH
2025-02-15T00:32:13+02:00 Bucharest,33%RH
2025-02-15T00:45:00+02:00 Bucharest,33%RH
2025-02-15T01:00:00+02:00 Bucharest,33%RH
2025-02-15T01:15:00+02:00 Bucharest,33%RH
2025-02-15T01:22:12+02:00 Bucharest,32.5%RH
2025-02-15T01:30:00+02:00 Bucharest,32.5%RH
2025-02-15T01:45:00+02:00 Bucharest,32.5%RH
2025-02-15T02:00:00+02:00 Bucharest,32.5%RH
2025-02-15T02:12:11+02:00 Bucharest,32%RH
2025-02-15T02:15:00+02:00 Bucharest,32%RH
2025-02-15T02:30:00+02:00 Bucharest,32%RH
2025-02-15T02:45:00+02:00 Bucharest,32%RH
2025-02-15T03:00:00+02:00 Bucharest,32%RH
2025-02-15T03:15:00+02:00 Bucharest,32%RH
2025-02-15T03:22:10+02:00 Bucharest,31.5%RH
2025-02-15T03:30:00+02:00 Bucharest,31.5%RH
2025-02-15T03:45:00+02:00 Bucharest,31.5%RH
2025-02-15T04:00:00+02:00 Bucharest,31.5%RH
2025-02-15T04:15:00+02:00 Bucharest,31.5%RH
2025-02-15T04:30:00+02:00 Bucharest,31.5%RH
2025-02-15T04:45:00+02:00 Bucharest,31.5%RH
2025-02-15T05:00:00+02:00 Bucharest,31.5%RH
2025-02-15T05:12:08+02:00 Bucharest,32%RH
2025-02-15T05:15:00+02:00 Bucharest,32%RH
2025-02-15T05:22:08+02:00 Bucharest,31.5%RH
2025-02-15T05:30:00+02:00 Bucharest,31.5%RH
2025-02-15T05:45:00+02:00 Bucharest,31.5%RH
2025-02-15T06:00:00+02:00 Bucharest,31.5%RH
2025-02-15T06:15:00+02:00 Bucharest,31.5%RH
2025-02-15T06:30:00+02:00 Bucharest,31.5%RH
2025-02-15T06:45:00+02:00 Bucharest,31.5%RH
2025-02-15T07:00:00+02:00 Bucharest,31.5%RH
2025-02-15T07:15:00+02:00 Bucharest,31.5%RH
2025-02-15T07:30:00+02:00 Bucharest,31.5%RH
2025-02-15T07:45:00+02:00 Bucharest,31.5%RH
2025-02-15T07:52:05+02:00 Bucharest,31%RH
2025-02-15T08:00:00+02:00 Bucharest,31%RH
2025-02-15T08:15:00+02:00 Bucharest,31%RH
2025-02-15T08:30:00+02:00 Bucharest,31%RH
2025-02-15T08:45:00+02:00 Bucharest,31%RH
2025-02-15T09:00:00+02:00 Bucharest,31%RH
2025-02-15T09:15:00+02:00 Bucharest,31%RH
2025-02-15T09:30:00+02:00 Bucharest,31%RH
2025-02-15T09:45:00+02:00 Bucharest,31%RH
2025-02-15T10:00:00+02:00 Bucharest,31%RH
2025-02-15T10:15:00+02:00 Bucharest,31%RH
2025-02-15T10:30:00+02:00 Bucharest,31%RH
2025-02-15T10:45:00+02:00 Bucharest,31%RH
2025-02-15T11:00:00+02:00 Bucharest,31%RH
2025-02-15T11:15:00+02:00 Bucharest,31%RH
2025-02-15T11:30:00+02:00 Bucharest,31%RH
2025-02-15T11:42:01+02:00 Bucharest,31.5%RH
2025-02-15T11:45:00+02:00 Bucharest,31.5%RH
2025-02-15T11:52:01+02:00 Bucharest,31%RH
2025-02-15T12:00:00+02:00 Bucharest,31%RH
2025-02-15T12:15:00+02:00 Bucharest,31%RH
2025-02-15T12:30:00+02:00 Bucharest,31%RH
2025-02-15T12:45:00+02:00 Bucharest,31%RH
2025-02-15T13:00:00+02:00 Bucharest,31%RH
2025-02-15T13:15:00+02:00 Bucharest,31%RH
2025-02-15T13:22:00+02:00 Bucharest,30.5%RH
2025-02-15T13:30:00+02:00 Bucharest,30.5%RH
2025-02-15T13:45:00+02:00 Bucharest,30.5%RH
2025-02-15T14:00:00+02:00 Bucharest,30.5%RH
2025-02-15T14:15:00+02:00 Bucharest,30.5%RH
2025-02-15T14:30:00+02:00 Bucharest,30.5%RH
2025-02-15T14:41:58+02:00 Bucharest,30%RH
2025-02-15T14:45:00+02:00 Bucharest,30%RH
2025-02-15T15:00:00+02:00 Bucharest,30%RH
2025-02-15T15:15:00+02:00 Bucharest,30%RH
2025-02-15T15:21:57+02:00 Bucharest,29.5%RH
2025-02-15T15:30:00+02:00 Bucharest,29.5%RH
2025-02-15T15:45:00+02:00 Bucharest,29.5%RH
2025-02-15T16:00:00+02:00 Bucharest,29.5%RH
2025-02-15T16:15:00+02:00 Bucharest,29.5%RH
2025-02-15T16:30:00+02:00 Bucharest,29.5%RH
2025-02-15T16:45:00+02:00 Bucharest,29.5%RH
2025-02-15T17:00:00+02:00 Bucharest,29.5%RH
2025-02-15T17:11:55+02:00 Bucharest,29%RH
2025-02-15T17:15:00+02:00 Bucharest,29%RH
2025-02-15T17:30:00+02:00 Bucharest,29%RH
2025-02-15T17:45:00+02:00 Bucharest,29%RH
2025-02-15T18:00:00+02:00 Bucharest,29%RH
2025-02-15T18:15:00+02:00 Bucharest,29%RH
2025-02-15T18:30:00+02:00 Bucharest,29%RH
2025-02-15T18:45:00+02:00 Bucharest,29%RH
2025-02-15T19:00:00+02:00 Bucharest,29%RH
2025-02-15T19:01:53+02:00 Bucharest,28.5%RH
2025-02-15T19:15:00+02:00 Bucharest,28.5%RH
2025-02-15T19:30:00+02:00 Bucharest,28.5%RH
2025-02-15T19:45:00+02:00 Bucharest,28.5%RH
2025-02-15T20:00:00+02:00 Bucharest,28.5%RH
2025-02-15T20:15:00+02:00 Bucharest,28.5%RH
2025-02-15T20:30:00+02:00 Bucharest,28.5%RH
2025-02-15T20:31:52+02:00 Bucharest,28%RH
2025-02-15T20:45:00+02:00 Bucharest,28%RH
2025-02-15T21:00:00+02:00 Bucharest,28%RH
2025-02-15T21:15:00+02:00 Bucharest,28%RH
2025-02-15T21:21:51+02:00 Bucharest,27.5%RH
2025-02-15T21:30:00+02:00 Bucharest,27.5%RH
2025-02-15T21:45:00+02:00 Bucharest,27.5%RH
2025-02-15T22:00:00+02:00 Bucharest,27.5%RH
2025-02-15T22:15:00+02:00 Bucharest,27.5%RH
2025-02-15T22:30:00+02:00 Bucharest,27.5%RH
2025-02-15T22:31:50+02:00 Bucharest,27%RH
2025-02-15T22:45:00+02:00 Bucharest,27%RH
2025-02-15T23:00:00+02:00 Bucharest,27%RH
2025-02-15T23:15:00+02:00 Bucharest,27%RH
2025-02-15T23:30:00+02:00 Bucharest,27%RH
2025-02-15T23:45:00+02:00 Bucharest,27%RH
2025-02-16T00:00:00+02:00 Bucharest,27%RH
2025-02-16T00:15:00+02:00 Bucharest,27%RH
2025-02-16T00:30:00+02:00 Bucharest,27%RH
2025-02-16T00:45:00+02:00 Bucharest,27%RH
2025-02-16T01:00:00+02:00 Bucharest,27%RH
2025-02-16T01:15:00+02:00 Bucharest,27%RH
2025-02-16T01:30:00+02:00 Bucharest,27%RH
2025-02-16T01:45:00+02:00 Bucharest,27%RH
2025-02-16T02:00:00+02:00 Bucharest,27%RH
2025-02-16T02:11:46+02:00 Bucharest,26.5%RH
2025-02-16T02:15:00+02:00 Bucharest,26.5%RH
2025-02-16T02:21:46+02:00 Bucharest,27%RH
2025-02-16T02:30:00+02:00 Bucharest,27%RH
2025-02-16T02:41:45+02:00 Bucharest,26.5%RH
2025-02-16T02:45:00+02:00 Bucharest,26.5%RH
2025-02-16T03:00:00+02:00 Bucharest,26.5%RH
2025-02-16T03:15:00+02:00 Bucharest,26.5%RH
2025-02-16T03:30:00+02:00 Bucharest,26.5%RH
2025-02-16T03:45:00+02:00 Bucharest,26.5%RH
2025-02-16T04:00:00+02:00 Bucharest,26.5%RH
2025-02-16T04:01:44+02:00 Bucharest,26%RH
2025-02-16T04:15:00+02:00 Bucharest,26%RH
2025-02-16T04:30:00+02:00 Bucharest,26%RH
2025-02-16T04:31:43+02:00 Bucharest,26.5%RH
2025-02-16T04:41:43+02:00 Bucharest,26%RH
2025-02-16T04:45:00+02:00 Bucharest,26%RH
2025-02-16T05:00:00+02:00 Bucharest,26%RH
2025-02-16T05:15:00+02:00 Bucharest,26%RH
2025-02-16T05:30:00+02:00 Bucharest,26%RH
2025-02-16T05:31:42+02:00 Bucharest,26.5%RH
2025-02-16T05:41:42+02:00 Bucharest,26%RH
2025-02-16T05:45:00+02:00 Bucharest,26%RH
2025-02-16T05:51:42+02:00 Bucharest,26.5%RH
2025-02-16T06:00:00+02:00 Bucharest,26.5%RH
2025-02-16T06:01:42+02:00 Bucharest,26%RH
2025-02-16T06:11:42+02:00 Bucharest,26.5%RH
2025-02-16T06:15:00+02:00 Bucharest,26.5%RH
2025-02-16T06:21:41+02:00 Bucharest,26%RH
2025-02-16T06:30:00+02:00 Bucharest,26%RH
2025-02-16T06:31:41+02:00 Bucharest,26.5%RH
2025-02-16T06:45:00+02:00 Bucharest,26.5%RH
2025-02-16T06:51:41+02:00 Bucharest,26%RH
2025-02-16T07:00:00+02:00 Bucharest,26%RH
2025-02-16T07:01:41+02:00 Bucharest,26.5%RH
2025-02-16T07:15:00+02:00 Bucharest,26.5%RH
2025-02-16T07:30:00+02:00 Bucharest,26.5%RH
2025-02-16T07:45:00+02:00 Bucharest,26.5%RH
2025-02-16T08:00:00+02:00 Bucharest,26.5%RH
2025-02-16T08:01:40+02:00 Bucharest,26%RH
2025-02-16T08:11:40+02:00 Bucharest,26.5%RH
2025-02-16T08:15:00+02:00 Bucharest,26.5%RH
2025-02-16T08:21:39+02:00 Bucharest,26%RH
2025-02-16T08:30:00+02:00 Bucharest,26%RH
2025-02-16T08:45:00+02:00 Bucharest,26%RH
2025-02-16T09:00:00+02:00 Bucharest,26%RH
2025-02-16T09:15:00+02:00 Bucharest,26%RH
2025-02-16T09:30:00+02:00 Bucharest,26%RH
2025-02-16T09:45:00+02:00 Bucharest,26%RH
2025-02-16T10:00:00+02:00 Bucharest,26%RH
2025-02-16T10:15:00+02:00 Bucharest,26%RH
2025-02-16T10:30:00+02:00 Bucharest,26%RH
2025-02-16T10:45:00+02:00 Bucharest,26%RH
2025-02-16T11:00:00+02:00 Bucharest,26%RH
2025-02-16T11:15:00+02:00 Bucharest,26%RH
2025-02-16T11:30:00+02:00 Bucharest,26%RH
2025-02-16T11:31:36+02:00 Bucharest,26.5%RH
2025-02-16T11:41:36+02:00 Bucharest,27%RH
2025-02-16T11:45:00+02:00 Bucharest,27%RH
2025-02-16T11:51:36+02:00 Bucharest,28%RH
2025-02-16T12:00:00+02:00 Bucharest,28%RH
2025-02-16T12:01:35+02:00 Bucharest,28.5%RH
2025-02-16T12:11:35+02:00 Bucharest,29%RH
2025-02-16T12:15:00+02:00 Bucharest,29%RH
2025-02-16T12:30:00+02:00 Bucharest,29%RH
2025-02-16T12:31:35+02:00 Bucharest,29.5%RH
2025-02-16T12:41:35+02:00 Bucharest,30%RH
2025-02-16T12:45:00+02:00 Bucharest,30%RH
2025-02-16T13:00:00+02:00 Bucharest,30%RH
2025-02-16T13:01:34+02:00 Bucharest,30.5%RH
2025-02-16T13:11:34+02:00 Bucharest,31%RH
2025-02-16T13:15:00+02:00 Bucharest,31%RH
2025-02-16T13:30:00+02:00 Bucharest,31%RH
2025-02-16T13:31:34+02:00 Bucharest,31.5%RH
2025-02-16T13:45:00+02:00 Bucharest,31.5%RH
2025-02-16T14:00:00+02:00 Bucharest,31.5%RH
2025-02-16T14:11:33+02:00 Bucharest,33%RH
2025-02-16T14:15:00+02:00 Bucharest,33%RH
2025-02-16T14:30:00+02:00 Bucharest,33%RH
2025-02-16T14:31:33+02:00 Bucharest,32.5%RH
2025-02-16T14:45:00+02:00 Bucharest,32.5%RH
2025-02-16T14:51:32+02:00 Bucharest,32%RH
2025-02-16T15:00:00+02:00 Bucharest,32%RH
2025-02-16T15:01:32+02:00 Bucharest,32.5%RH
2025-02-16T15:11:32+02:00 Bucharest,32%RH
2025-02-16T15:15:00+02:00 Bucharest,32%RH
