ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" mod:2024-04-12T14:40:58.064Z hisSize:48425 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b8c-aab4b9e7 "Site B Room 2nca" lorawanPoint curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:pir" point his curVal:0 disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9aaf5a-8fb5e82f "2 AQ" navName:"PIR" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" id:@p:linkEdge:r:2d9aaf5a-7668fe7b "Site B Room 2 AQ PIR" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T02:30:00+02:00 Bucharest occupied hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:1 lorawanCur:"activity" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-01-17T23:00:00+02:00 Bucharest,0
2025-01-17T23:15:00+02:00 Bucharest,0
2025-01-17T23:30:00+02:00 Bucharest,0
2025-01-17T23:45:00+02:00 Bucharest,0
2025-01-18T00:00:00+02:00 Bucharest,0
2025-01-18T00:15:00+02:00 Bucharest,0
2025-01-18T00:30:00+02:00 Bucharest,0
2025-01-18T00:45:00+02:00 Bucharest,0
2025-01-18T01:00:00+02:00 Bucharest,0
2025-01-18T01:15:00+02:00 Bucharest,0
2025-01-18T01:30:00+02:00 Bucharest,0
2025-01-18T01:45:00+02:00 Bucharest,0
2025-01-18T02:00:00+02:00 Bucharest,0
2025-01-18T02:15:00+02:00 Bucharest,0
2025-01-18T02:30:00+02:00 Bucharest,0
2025-01-18T02:45:00+02:00 Bucharest,0
2025-01-18T03:00:00+02:00 Bucharest,0
2025-01-18T03:15:00+02:00 Bucharest,0
2025-01-18T03:30:00+02:00 Bucharest,0
2025-01-18T03:45:00+02:00 Bucharest,0
2025-01-18T04:00:00+02:00 Bucharest,0
2025-01-18T04:15:00+02:00 Bucharest,0
2025-01-18T04:30:00+02:00 Bucharest,0
2025-01-18T04:45:00+02:00 Bucharest,0
2025-01-18T05:00:00+02:00 Bucharest,0
2025-01-18T05:15:00+02:00 Bucharest,0
2025-01-18T05:30:00+02:00 Bucharest,0
2025-01-18T05:45:00+02:00 Bucharest,0
2025-01-18T06:00:00+02:00 Bucharest,0
2025-01-18T06:15:00+02:00 Bucharest,0
2025-01-18T06:30:00+02:00 Bucharest,0
2025-01-18T06:45:00+02:00 Bucharest,0
2025-01-18T07:00:00+02:00 Bucharest,0
2025-01-18T07:15:00+02:00 Bucharest,0
2025-01-18T07:30:00+02:00 Bucharest,0
2025-01-18T07:45:00+02:00 Bucharest,0
2025-01-18T08:00:00+02:00 Bucharest,0
2025-01-18T08:01:17+02:00 Bucharest,1
2025-01-18T08:11:17+02:00 Bucharest,13
2025-01-18T08:15:00+02:00 Bucharest,13
2025-01-18T08:30:00+02:00 Bucharest,13
2025-01-18T08:41:17+02:00 Bucharest,0
2025-01-18T08:45:00+02:00 Bucharest,0
2025-01-18T09:00:00+02:00 Bucharest,0
2025-01-18T09:15:00+02:00 Bucharest,0
2025-01-18T09:30:00+02:00 Bucharest,0
2025-01-18T09:45:00+02:00 Bucharest,0
2025-01-18T10:00:00+02:00 Bucharest,0
2025-01-18T10:15:00+02:00 Bucharest,0
2025-01-18T10:30:00+02:00 Bucharest,0
2025-01-18T10:45:00+02:00 Bucharest,0
2025-01-18T11:00:00+02:00 Bucharest,0
2025-01-18T11:15:00+02:00 Bucharest,0
2025-01-18T11:30:00+02:00 Bucharest,0
2025-01-18T11:45:00+02:00 Bucharest,0
2025-01-18T11:51:17+02:00 Bucharest,67
2025-01-18T12:00:00+02:00 Bucharest,67
2025-01-18T12:11:17+02:00 Bucharest,0
2025-01-18T12:15:00+02:00 Bucharest,0
2025-01-18T12:30:00+02:00 Bucharest,0
2025-01-18T12:45:00+02:00 Bucharest,0
2025-01-18T13:00:00+02:00 Bucharest,0
2025-01-18T13:15:00+02:00 Bucharest,0
2025-01-18T13:30:00+02:00 Bucharest,0
2025-01-18T13:45:00+02:00 Bucharest,0
2025-01-18T14:00:00+02:00 Bucharest,0
2025-01-18T14:15:00+02:00 Bucharest,0
2025-01-18T14:30:00+02:00 Bucharest,0
2025-01-18T14:45:00+02:00 Bucharest,0
2025-01-18T15:00:00+02:00 Bucharest,0
2025-01-18T15:01:18+02:00 Bucharest,8
2025-01-18T15:15:00+02:00 Bucharest,8
2025-01-18T15:30:00+02:00 Bucharest,8
2025-01-18T15:31:17+02:00 Bucharest,134
2025-01-18T15:45:00+02:00 Bucharest,134
2025-01-18T15:51:17+02:00 Bucharest,0
2025-01-18T16:00:00+02:00 Bucharest,0
2025-01-18T16:11:18+02:00 Bucharest,5
2025-01-18T16:15:00+02:00 Bucharest,5
2025-01-18T16:30:00+02:00 Bucharest,5
2025-01-18T16:45:00+02:00 Bucharest,5
2025-01-18T17:00:00+02:00 Bucharest,5
2025-01-18T17:11:17+02:00 Bucharest,0
2025-01-18T17:15:00+02:00 Bucharest,0
2025-01-18T17:30:00+02:00 Bucharest,0
2025-01-18T17:45:00+02:00 Bucharest,0
2025-01-18T18:00:00+02:00 Bucharest,0
2025-01-18T18:15:00+02:00 Bucharest,0
2025-01-18T18:30:00+02:00 Bucharest,0
2025-01-18T18:45:00+02:00 Bucharest,0
2025-01-18T19:00:00+02:00 Bucharest,0
2025-01-18T19:15:00+02:00 Bucharest,0
2025-01-18T19:30:00+02:00 Bucharest,0
2025-01-18T19:45:00+02:00 Bucharest,0
2025-01-18T20:00:00+02:00 Bucharest,0
2025-01-18T20:15:00+02:00 Bucharest,0
2025-01-18T20:30:00+02:00 Bucharest,0
2025-01-18T20:41:17+02:00 Bucharest,62
2025-01-18T20:45:00+02:00 Bucharest,62
2025-01-18T20:51:17+02:00 Bucharest,5
2025-01-18T21:00:00+02:00 Bucharest,5
2025-01-18T21:01:18+02:00 Bucharest,32
2025-01-18T21:11:17+02:00 Bucharest,1
2025-01-18T21:15:00+02:00 Bucharest,1
2025-01-18T21:21:17+02:00 Bucharest,0
2025-01-18T21:30:00+02:00 Bucharest,0
2025-01-18T21:45:00+02:00 Bucharest,0
2025-01-18T22:00:00+02:00 Bucharest,0
2025-01-18T22:15:00+02:00 Bucharest,0
2025-01-18T22:30:00+02:00 Bucharest,0
2025-01-18T22:45:00+02:00 Bucharest,0
2025-01-18T23:00:00+02:00 Bucharest,0
2025-01-18T23:15:00+02:00 Bucharest,0
2025-01-18T23:30:00+02:00 Bucharest,0
2025-01-18T23:45:00+02:00 Bucharest,0
2025-01-19T00:00:00+02:00 Bucharest,0
2025-01-19T00:01:17+02:00 Bucharest,9
2025-01-19T00:15:00+02:00 Bucharest,9
2025-01-19T00:30:00+02:00 Bucharest,9
2025-01-19T00:45:00+02:00 Bucharest,9
2025-01-19T01:00:00+02:00 Bucharest,9
2025-01-19T01:01:17+02:00 Bucharest,0
2025-01-19T01:15:00+02:00 Bucharest,0
2025-01-19T01:30:00+02:00 Bucharest,0
2025-01-19T01:45:00+02:00 Bucharest,0
2025-01-19T02:00:00+02:00 Bucharest,0
2025-01-19T02:15:00+02:00 Bucharest,0
2025-01-19T02:30:00+02:00 Bucharest,0
2025-01-19T02:45:00+02:00 Bucharest,0
2025-01-19T03:00:00+02:00 Bucharest,0
2025-01-19T03:15:00+02:00 Bucharest,0
2025-01-19T03:30:00+02:00 Bucharest,0
2025-01-19T03:45:00+02:00 Bucharest,0
2025-01-19T04:00:00+02:00 Bucharest,0
2025-01-19T04:15:00+02:00 Bucharest,0
2025-01-19T04:30:00+02:00 Bucharest,0
2025-01-19T04:45:00+02:00 Bucharest,0
2025-01-19T05:00:00+02:00 Bucharest,0
2025-01-19T05:15:00+02:00 Bucharest,0
2025-01-19T05:30:00+02:00 Bucharest,0
2025-01-19T05:45:00+02:00 Bucharest,0
2025-01-19T06:00:00+02:00 Bucharest,0
2025-01-19T06:15:00+02:00 Bucharest,0
2025-01-19T06:30:00+02:00 Bucharest,0
2025-01-19T06:45:00+02:00 Bucharest,0
2025-01-19T07:00:00+02:00 Bucharest,0
2025-01-19T07:15:00+02:00 Bucharest,0
2025-01-19T07:30:00+02:00 Bucharest,0
2025-01-19T07:45:00+02:00 Bucharest,0
2025-01-19T08:00:00+02:00 Bucharest,0
2025-01-19T08:15:00+02:00 Bucharest,0
2025-01-19T08:30:00+02:00 Bucharest,0
2025-01-19T08:45:00+02:00 Bucharest,0
2025-01-19T09:00:00+02:00 Bucharest,0
2025-01-19T09:15:00+02:00 Bucharest,0
2025-01-19T09:30:00+02:00 Bucharest,0
2025-01-19T09:45:00+02:00 Bucharest,0
2025-01-19T09:51:18+02:00 Bucharest,3
2025-01-19T10:00:00+02:00 Bucharest,3
2025-01-19T10:11:17+02:00 Bucharest,1
2025-01-19T10:15:00+02:00 Bucharest,1
2025-01-19T10:21:18+02:00 Bucharest,2
2025-01-19T10:30:00+02:00 Bucharest,2
2025-01-19T10:45:00+02:00 Bucharest,2
2025-01-19T10:51:17+02:00 Bucharest,23
2025-01-19T11:00:00+02:00 Bucharest,23
2025-01-19T11:15:00+02:00 Bucharest,23
2025-01-19T11:21:17+02:00 Bucharest,136
2025-01-19T11:30:00+02:00 Bucharest,136
2025-01-19T11:45:00+02:00 Bucharest,136
2025-01-19T12:00:00+02:00 Bucharest,136
2025-01-19T12:15:00+02:00 Bucharest,136
2025-01-19T12:30:00+02:00 Bucharest,136
2025-01-19T12:45:00+02:00 Bucharest,136
2025-01-19T12:51:17+02:00 Bucharest,0
2025-01-19T13:00:00+02:00 Bucharest,0
2025-01-19T13:01:17+02:00 Bucharest,1
2025-01-19T13:15:00+02:00 Bucharest,1
2025-01-19T13:30:00+02:00 Bucharest,1
2025-01-19T13:41:17+02:00 Bucharest,0
2025-01-19T13:45:00+02:00 Bucharest,0
2025-01-19T14:00:00+02:00 Bucharest,0
2025-01-19T14:15:00+02:00 Bucharest,0
2025-01-19T14:30:00+02:00 Bucharest,0
2025-01-19T14:45:00+02:00 Bucharest,0
2025-01-19T15:00:00+02:00 Bucharest,0
2025-01-19T15:11:18+02:00 Bucharest,137
2025-01-19T15:15:00+02:00 Bucharest,137
2025-01-19T15:30:00+02:00 Bucharest,137
2025-01-19T15:41:18+02:00 Bucharest,196
2025-01-19T15:45:00+02:00 Bucharest,196
2025-01-19T15:51:17+02:00 Bucharest,209
2025-01-19T16:00:00+02:00 Bucharest,209
2025-01-19T16:01:17+02:00 Bucharest,6
2025-01-19T16:11:17+02:00 Bucharest,22
2025-01-19T16:15:00+02:00 Bucharest,22
2025-01-19T16:21:18+02:00 Bucharest,168
2025-01-19T16:30:00+02:00 Bucharest,168
2025-01-19T16:41:17+02:00 Bucharest,52
2025-01-19T16:45:00+02:00 Bucharest,52
2025-01-19T16:51:18+02:00 Bucharest,194
2025-01-19T17:00:00+02:00 Bucharest,194
2025-01-19T17:15:00+02:00 Bucharest,194
2025-01-19T17:21:18+02:00 Bucharest,128
2025-01-19T17:30:00+02:00 Bucharest,128
2025-01-19T17:31:18+02:00 Bucharest,27
2025-01-19T17:45:00+02:00 Bucharest,27
2025-01-19T18:00:00+02:00 Bucharest,27
2025-01-19T18:15:00+02:00 Bucharest,27
2025-01-19T18:30:00+02:00 Bucharest,27
2025-01-19T18:41:17+02:00 Bucharest,0
2025-01-19T18:45:00+02:00 Bucharest,0
2025-01-19T19:00:00+02:00 Bucharest,0
2025-01-19T19:15:00+02:00 Bucharest,0
2025-01-19T19:30:00+02:00 Bucharest,0
2025-01-19T19:45:00+02:00 Bucharest,0
2025-01-19T19:51:18+02:00 Bucharest,1
2025-01-19T20:00:00+02:00 Bucharest,1
2025-01-19T20:11:17+02:00 Bucharest,36
2025-01-19T20:15:00+02:00 Bucharest,36
2025-01-19T20:30:00+02:00 Bucharest,36
2025-01-19T20:45:00+02:00 Bucharest,36
2025-01-19T20:51:17+02:00 Bucharest,0
2025-01-19T21:00:00+02:00 Bucharest,0
2025-01-19T21:15:00+02:00 Bucharest,0
2025-01-19T21:30:00+02:00 Bucharest,0
2025-01-19T21:45:00+02:00 Bucharest,0
2025-01-19T22:00:00+02:00 Bucharest,0
2025-01-19T22:01:17+02:00 Bucharest,2
2025-01-19T22:11:17+02:00 Bucharest,86
2025-01-19T22:15:00+02:00 Bucharest,86
2025-01-19T22:21:17+02:00 Bucharest,71
2025-01-19T22:30:00+02:00 Bucharest,71
2025-01-19T22:41:17+02:00 Bucharest,0
2025-01-19T22:45:00+02:00 Bucharest,0
2025-01-19T23:00:00+02:00 Bucharest,0
2025-01-19T23:11:17+02:00 Bucharest,9
2025-01-19T23:15:00+02:00 Bucharest,9
2025-01-19T23:30:00+02:00 Bucharest,9
2025-01-19T23:45:00+02:00 Bucharest,9
2025-01-19T23:51:17+02:00 Bucharest,0
2025-01-20T00:00:00+02:00 Bucharest,0
2025-01-20T00:15:00+02:00 Bucharest,0
2025-01-20T00:30:00+02:00 Bucharest,0
2025-01-20T00:45:00+02:00 Bucharest,0
2025-01-20T01:00:00+02:00 Bucharest,0
2025-01-20T01:15:00+02:00 Bucharest,0
2025-01-20T01:30:00+02:00 Bucharest,0
2025-01-20T01:45:00+02:00 Bucharest,0
2025-01-20T02:00:00+02:00 Bucharest,0
2025-01-20T02:15:00+02:00 Bucharest,0
2025-01-20T02:30:00+02:00 Bucharest,0
2025-01-20T02:45:00+02:00 Bucharest,0
2025-01-20T03:00:00+02:00 Bucharest,0
2025-01-20T03:15:00+02:00 Bucharest,0
2025-01-20T03:30:00+02:00 Bucharest,0
2025-01-20T03:45:00+02:00 Bucharest,0
2025-01-20T04:00:00+02:00 Bucharest,0
2025-01-20T04:15:00+02:00 Bucharest,0
2025-01-20T04:30:00+02:00 Bucharest,0
2025-01-20T04:45:00+02:00 Bucharest,0
2025-01-20T05:00:00+02:00 Bucharest,0
2025-01-20T05:15:00+02:00 Bucharest,0
2025-01-20T05:30:00+02:00 Bucharest,0
2025-01-20T05:45:00+02:00 Bucharest,0
2025-01-20T06:00:00+02:00 Bucharest,0
2025-01-20T06:15:00+02:00 Bucharest,0
2025-01-20T06:30:00+02:00 Bucharest,0
2025-01-20T06:45:00+02:00 Bucharest,0
2025-01-20T06:51:18+02:00 Bucharest,95
2025-01-20T07:00:00+02:00 Bucharest,95
2025-01-20T07:01:17+02:00 Bucharest,240
2025-01-20T07:11:17+02:00 Bucharest,4
2025-01-20T07:15:00+02:00 Bucharest,4
2025-01-20T07:30:00+02:00 Bucharest,4
2025-01-20T07:31:17+02:00 Bucharest,0
2025-01-20T07:45:00+02:00 Bucharest,0
2025-01-20T08:00:00+02:00 Bucharest,0
2025-01-20T08:15:00+02:00 Bucharest,0
2025-01-20T08:30:00+02:00 Bucharest,0
2025-01-20T08:45:00+02:00 Bucharest,0
2025-01-20T09:00:00+02:00 Bucharest,0
2025-01-20T09:15:00+02:00 Bucharest,0
2025-01-20T09:30:00+02:00 Bucharest,0
2025-01-20T09:45:00+02:00 Bucharest,0
2025-01-20T09:51:17+02:00 Bucharest,68
2025-01-20T10:00:00+02:00 Bucharest,68
2025-01-20T10:01:17+02:00 Bucharest,22
2025-01-20T10:11:17+02:00 Bucharest,0
2025-01-20T10:15:00+02:00 Bucharest,0
2025-01-20T10:30:00+02:00 Bucharest,0
2025-01-20T10:31:17+02:00 Bucharest,2
2025-01-20T10:41:17+02:00 Bucharest,0
2025-01-20T10:45:00+02:00 Bucharest,0
2025-01-20T11:00:00+02:00 Bucharest,0
2025-01-20T11:15:00+02:00 Bucharest,0
2025-01-20T11:30:00+02:00 Bucharest,0
2025-01-20T11:45:00+02:00 Bucharest,0
2025-01-20T12:00:00+02:00 Bucharest,0
2025-01-20T12:15:00+02:00 Bucharest,0
2025-01-20T12:30:00+02:00 Bucharest,0
2025-01-20T12:45:00+02:00 Bucharest,0
2025-01-20T13:00:00+02:00 Bucharest,0
2025-01-20T13:15:00+02:00 Bucharest,0
2025-01-20T13:30:00+02:00 Bucharest,0
2025-01-20T13:45:00+02:00 Bucharest,0
2025-01-20T14:00:00+02:00 Bucharest,0
2025-01-20T14:15:00+02:00 Bucharest,0
2025-01-20T14:30:00+02:00 Bucharest,0
2025-01-20T14:45:00+02:00 Bucharest,0
2025-01-20T15:00:00+02:00 Bucharest,0
2025-01-20T15:15:00+02:00 Bucharest,0
2025-01-20T15:30:00+02:00 Bucharest,0
2025-01-20T15:31:18+02:00 Bucharest,229
2025-01-20T15:41:18+02:00 Bucharest,9
2025-01-20T15:45:00+02:00 Bucharest,9
2025-01-20T16:00:00+02:00 Bucharest,9
2025-01-20T16:11:18+02:00 Bucharest,111
2025-01-20T16:15:00+02:00 Bucharest,111
2025-01-20T16:21:19+02:00 Bucharest,11
2025-01-20T16:30:00+02:00 Bucharest,11
2025-01-20T16:31:18+02:00 Bucharest,26
2025-01-20T16:45:00+02:00 Bucharest,26
2025-01-20T17:00:00+02:00 Bucharest,26
2025-01-20T17:01:18+02:00 Bucharest,0
2025-01-20T17:15:00+02:00 Bucharest,0
2025-01-20T17:30:00+02:00 Bucharest,0
2025-01-20T17:45:00+02:00 Bucharest,0
2025-01-20T17:51:18+02:00 Bucharest,271
2025-01-20T18:00:00+02:00 Bucharest,271
2025-01-20T18:15:00+02:00 Bucharest,271
2025-01-20T18:21:18+02:00 Bucharest,0
2025-01-20T18:30:00+02:00 Bucharest,0
2025-01-20T18:45:00+02:00 Bucharest,0
2025-01-20T19:00:00+02:00 Bucharest,0
2025-01-20T19:15:00+02:00 Bucharest,0
2025-01-20T19:30:00+02:00 Bucharest,0
2025-01-20T19:45:00+02:00 Bucharest,0
2025-01-20T20:00:00+02:00 Bucharest,0
2025-01-20T20:01:19+02:00 Bucharest,12
2025-01-20T20:15:00+02:00 Bucharest,12
2025-01-20T20:21:18+02:00 Bucharest,0
2025-01-20T20:30:00+02:00 Bucharest,0
2025-01-20T20:41:18+02:00 Bucharest,35
2025-01-20T20:45:00+02:00 Bucharest,35
2025-01-20T21:00:00+02:00 Bucharest,35
2025-01-20T21:15:00+02:00 Bucharest,35
2025-01-20T21:21:18+02:00 Bucharest,0
2025-01-20T21:30:00+02:00 Bucharest,0
2025-01-20T21:45:00+02:00 Bucharest,0
2025-01-20T21:51:18+02:00 Bucharest,6
2025-01-20T22:00:00+02:00 Bucharest,6
2025-01-20T22:01:18+02:00 Bucharest,46
2025-01-20T22:15:00+02:00 Bucharest,46
2025-01-20T22:30:00+02:00 Bucharest,46
2025-01-20T22:31:18+02:00 Bucharest,4
2025-01-20T22:41:18+02:00 Bucharest,0
2025-01-20T22:45:00+02:00 Bucharest,0
2025-01-20T23:00:00+02:00 Bucharest,0
2025-01-20T23:15:00+02:00 Bucharest,0
2025-01-20T23:30:00+02:00 Bucharest,0
2025-01-20T23:45:00+02:00 Bucharest,0
2025-01-21T00:00:00+02:00 Bucharest,0
2025-01-21T00:15:00+02:00 Bucharest,0
2025-01-21T00:21:18+02:00 Bucharest,1
2025-01-21T00:30:00+02:00 Bucharest,1
2025-01-21T00:45:00+02:00 Bucharest,1
2025-01-21T01:00:00+02:00 Bucharest,1
2025-01-21T01:15:00+02:00 Bucharest,1
2025-01-21T01:30:00+02:00 Bucharest,1
2025-01-21T01:31:18+02:00 Bucharest,0
2025-01-21T01:45:00+02:00 Bucharest,0
2025-01-21T02:00:00+02:00 Bucharest,0
2025-01-21T02:15:00+02:00 Bucharest,0
2025-01-21T02:30:00+02:00 Bucharest,0
2025-01-21T02:45:00+02:00 Bucharest,0
2025-01-21T03:00:00+02:00 Bucharest,0
2025-01-21T03:15:00+02:00 Bucharest,0
2025-01-21T03:30:00+02:00 Bucharest,0
2025-01-21T03:45:00+02:00 Bucharest,0
2025-01-21T04:00:00+02:00 Bucharest,0
2025-01-21T04:15:00+02:00 Bucharest,0
2025-01-21T04:30:00+02:00 Bucharest,0
2025-01-21T04:45:00+02:00 Bucharest,0
2025-01-21T05:00:00+02:00 Bucharest,0
2025-01-21T05:15:00+02:00 Bucharest,0
2025-01-21T05:30:00+02:00 Bucharest,0
2025-01-21T05:45:00+02:00 Bucharest,0
2025-01-21T06:00:00+02:00 Bucharest,0
2025-01-21T06:15:00+02:00 Bucharest,0
2025-01-21T06:30:00+02:00 Bucharest,0
2025-01-21T06:45:00+02:00 Bucharest,0
2025-01-21T06:51:18+02:00 Bucharest,71
2025-01-21T07:00:00+02:00 Bucharest,71
2025-01-21T07:01:18+02:00 Bucharest,269
2025-01-21T07:15:00+02:00 Bucharest,269
2025-01-21T07:30:00+02:00 Bucharest,269
2025-01-21T07:41:17+02:00 Bucharest,0
2025-01-21T07:45:00+02:00 Bucharest,0
2025-01-21T08:00:00+02:00 Bucharest,0
2025-01-21T08:15:00+02:00 Bucharest,0
2025-01-21T08:30:00+02:00 Bucharest,0
2025-01-21T08:45:00+02:00 Bucharest,0
2025-01-21T09:00:00+02:00 Bucharest,0
2025-01-21T09:15:00+02:00 Bucharest,0
2025-01-21T09:30:00+02:00 Bucharest,0
2025-01-21T09:45:00+02:00 Bucharest,0
2025-01-21T10:00:00+02:00 Bucharest,0
2025-01-21T10:15:00+02:00 Bucharest,0
2025-01-21T10:30:00+02:00 Bucharest,0
2025-01-21T10:45:00+02:00 Bucharest,0
2025-01-21T11:00:00+02:00 Bucharest,0
2025-01-21T11:15:00+02:00 Bucharest,0
2025-01-21T11:30:00+02:00 Bucharest,0
2025-01-21T11:45:00+02:00 Bucharest,0
2025-01-21T12:00:00+02:00 Bucharest,0
2025-01-21T12:15:00+02:00 Bucharest,0
2025-01-21T12:30:00+02:00 Bucharest,0
2025-01-21T12:45:00+02:00 Bucharest,0
2025-01-21T13:00:00+02:00 Bucharest,0
2025-01-21T13:15:00+02:00 Bucharest,0
2025-01-21T13:30:00+02:00 Bucharest,0
2025-01-21T13:45:00+02:00 Bucharest,0
2025-01-21T14:00:00+02:00 Bucharest,0
2025-01-21T14:15:00+02:00 Bucharest,0
2025-01-21T14:30:00+02:00 Bucharest,0
2025-01-21T14:45:00+02:00 Bucharest,0
2025-01-21T15:00:00+02:00 Bucharest,0
2025-01-21T15:11:18+02:00 Bucharest,1
2025-01-21T15:15:00+02:00 Bucharest,1
2025-01-21T15:21:18+02:00 Bucharest,0
2025-01-21T15:30:00+02:00 Bucharest,0
2025-01-21T15:45:00+02:00 Bucharest,0
2025-01-21T15:51:18+02:00 Bucharest,22
2025-01-21T16:00:00+02:00 Bucharest,22
2025-01-21T16:01:18+02:00 Bucharest,0
2025-01-21T16:15:00+02:00 Bucharest,0
2025-01-21T16:21:18+02:00 Bucharest,1
2025-01-21T16:30:00+02:00 Bucharest,1
2025-01-21T16:41:17+02:00 Bucharest,36
2025-01-21T16:45:00+02:00 Bucharest,36
2025-01-21T16:51:17+02:00 Bucharest,2
2025-01-21T17:00:00+02:00 Bucharest,2
2025-01-21T17:01:18+02:00 Bucharest,50
2025-01-21T17:15:00+02:00 Bucharest,50
2025-01-21T17:21:17+02:00 Bucharest,36
2025-01-21T17:30:00+02:00 Bucharest,36
2025-01-21T17:31:18+02:00 Bucharest,7
2025-01-21T17:41:18+02:00 Bucharest,409
2025-01-21T17:45:00+02:00 Bucharest,409
2025-01-21T17:51:17+02:00 Bucharest,143
2025-01-21T18:00:00+02:00 Bucharest,143
2025-01-21T18:15:00+02:00 Bucharest,143
2025-01-21T18:30:00+02:00 Bucharest,143
2025-01-21T18:41:18+02:00 Bucharest,0
2025-01-21T18:45:00+02:00 Bucharest,0
2025-01-21T19:00:00+02:00 Bucharest,0
2025-01-21T19:15:00+02:00 Bucharest,0
2025-01-21T19:30:00+02:00 Bucharest,0
2025-01-21T19:45:00+02:00 Bucharest,0
2025-01-21T20:00:00+02:00 Bucharest,0
2025-01-21T20:15:00+02:00 Bucharest,0
2025-01-21T20:30:00+02:00 Bucharest,0
2025-01-21T20:45:00+02:00 Bucharest,0
2025-01-21T21:00:00+02:00 Bucharest,0
2025-01-21T21:15:00+02:00 Bucharest,0
2025-01-21T21:30:00+02:00 Bucharest,0
2025-01-21T21:45:00+02:00 Bucharest,0
2025-01-21T22:00:00+02:00 Bucharest,0
2025-01-21T22:15:00+02:00 Bucharest,0
2025-01-21T22:30:00+02:00 Bucharest,0
2025-01-21T22:31:18+02:00 Bucharest,19
2025-01-21T22:41:17+02:00 Bucharest,0
2025-01-21T22:45:00+02:00 Bucharest,0
2025-01-21T23:00:00+02:00 Bucharest,0
2025-01-21T23:01:18+02:00 Bucharest,1
2025-01-21T23:15:00+02:00 Bucharest,1
2025-01-21T23:21:17+02:00 Bucharest,0
2025-01-21T23:30:00+02:00 Bucharest,0
2025-01-21T23:45:00+02:00 Bucharest,0
2025-01-22T00:00:00+02:00 Bucharest,0
2025-01-22T00:15:00+02:00 Bucharest,0
2025-01-22T00:30:00+02:00 Bucharest,0
2025-01-22T00:45:00+02:00 Bucharest,0
2025-01-22T01:00:00+02:00 Bucharest,0
2025-01-22T01:15:00+02:00 Bucharest,0
2025-01-22T01:30:00+02:00 Bucharest,0
2025-01-22T01:45:00+02:00 Bucharest,0
2025-01-22T02:00:00+02:00 Bucharest,0
2025-01-22T02:15:00+02:00 Bucharest,0
2025-01-22T02:30:00+02:00 Bucharest,0
2025-01-22T02:45:00+02:00 Bucharest,0
2025-01-22T03:00:00+02:00 Bucharest,0
2025-01-22T03:15:00+02:00 Bucharest,0
2025-01-22T03:30:00+02:00 Bucharest,0
2025-01-22T03:45:00+02:00 Bucharest,0
2025-01-22T04:00:00+02:00 Bucharest,0
2025-01-22T04:15:00+02:00 Bucharest,0
2025-01-22T04:30:00+02:00 Bucharest,0
2025-01-22T04:45:00+02:00 Bucharest,0
2025-01-22T05:00:00+02:00 Bucharest,0
2025-01-22T05:15:00+02:00 Bucharest,0
2025-01-22T05:30:00+02:00 Bucharest,0
2025-01-22T05:45:00+02:00 Bucharest,0
2025-01-22T06:00:00+02:00 Bucharest,0
2025-01-22T06:15:00+02:00 Bucharest,0
2025-01-22T06:30:00+02:00 Bucharest,0
2025-01-22T06:45:00+02:00 Bucharest,0
2025-01-22T06:51:18+02:00 Bucharest,93
2025-01-22T07:00:00+02:00 Bucharest,93
2025-01-22T07:15:00+02:00 Bucharest,93
2025-01-22T07:30:00+02:00 Bucharest,93
2025-01-22T07:31:18+02:00 Bucharest,0
2025-01-22T07:45:00+02:00 Bucharest,0
2025-01-22T08:00:00+02:00 Bucharest,0
2025-01-22T08:11:18+02:00 Bucharest,229
2025-01-22T08:15:00+02:00 Bucharest,229
2025-01-22T08:21:17+02:00 Bucharest,0
2025-01-22T08:30:00+02:00 Bucharest,0
2025-01-22T08:45:00+02:00 Bucharest,0
2025-01-22T09:00:00+02:00 Bucharest,0
2025-01-22T09:15:00+02:00 Bucharest,0
2025-01-22T09:30:00+02:00 Bucharest,0
2025-01-22T09:45:00+02:00 Bucharest,0
2025-01-22T10:00:00+02:00 Bucharest,0
2025-01-22T10:15:00+02:00 Bucharest,0
2025-01-22T10:30:00+02:00 Bucharest,0
2025-01-22T10:45:00+02:00 Bucharest,0
2025-01-22T11:00:00+02:00 Bucharest,0
2025-01-22T11:15:00+02:00 Bucharest,0
2025-01-22T11:30:00+02:00 Bucharest,0
