ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" mod:2024-04-12T14:40:58.064Z hisSize:48425 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b8c-aab4b9e7 "Site B Room 2nca" lorawanPoint curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:pir" point his curVal:0 disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9aaf5a-8fb5e82f "2 AQ" navName:"PIR" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" id:@p:linkEdge:r:2d9aaf5a-7668fe7b "Site B Room 2 AQ PIR" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T02:30:00+02:00 Bucharest occupied hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:1 lorawanCur:"activity" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-02-11T16:31:18+02:00 Bucharest,0
2025-02-11T16:45:00+02:00 Bucharest,0
2025-02-11T17:00:00+02:00 Bucharest,0
2025-02-11T17:15:00+02:00 Bucharest,0
2025-02-11T17:30:00+02:00 Bucharest,0
2025-02-11T17:45:00+02:00 Bucharest,0
2025-02-11T18:00:00+02:00 Bucharest,0
2025-02-11T18:15:00+02:00 Bucharest,0
2025-02-11T18:30:00+02:00 Bucharest,0
2025-02-11T18:41:17+02:00 Bucharest,97
2025-02-11T18:45:00+02:00 Bucharest,97
2025-02-11T19:00:00+02:00 Bucharest,97
2025-02-11T19:01:18+02:00 Bucharest,0
2025-02-11T19:15:00+02:00 Bucharest,0
2025-02-11T19:30:00+02:00 Bucharest,0
2025-02-11T19:45:00+02:00 Bucharest,0
2025-02-11T20:00:00+02:00 Bucharest,0
2025-02-11T20:15:00+02:00 Bucharest,0
2025-02-11T20:30:00+02:00 Bucharest,0
2025-02-11T20:45:00+02:00 Bucharest,0
2025-02-11T21:00:00+02:00 Bucharest,0
2025-02-11T21:15:00+02:00 Bucharest,0
2025-02-11T21:30:00+02:00 Bucharest,0
2025-02-11T21:45:00+02:00 Bucharest,0
2025-02-11T22:00:00+02:00 Bucharest,0
2025-02-11T22:11:17+02:00 Bucharest,190
2025-02-11T22:15:00+02:00 Bucharest,190
2025-02-11T22:30:00+02:00 Bucharest,190
2025-02-11T22:45:00+02:00 Bucharest,190
2025-02-11T22:51:17+02:00 Bucharest,5
2025-02-11T23:00:00+02:00 Bucharest,5
2025-02-11T23:11:18+02:00 Bucharest,0
2025-02-11T23:15:00+02:00 Bucharest,0
2025-02-11T23:30:00+02:00 Bucharest,0
2025-02-11T23:45:00+02:00 Bucharest,0
2025-02-12T00:00:00+02:00 Bucharest,0
2025-02-12T00:15:00+02:00 Bucharest,0
2025-02-12T00:30:00+02:00 Bucharest,0
2025-02-12T00:45:00+02:00 Bucharest,0
2025-02-12T01:00:00+02:00 Bucharest,0
2025-02-12T01:15:00+02:00 Bucharest,0
2025-02-12T01:30:00+02:00 Bucharest,0
2025-02-12T01:45:00+02:00 Bucharest,0
2025-02-12T02:00:00+02:00 Bucharest,0
2025-02-12T02:15:00+02:00 Bucharest,0
2025-02-12T02:30:00+02:00 Bucharest,0
2025-02-12T02:31:17+02:00 Bucharest,3
2025-02-12T02:45:00+02:00 Bucharest,3
2025-02-12T02:51:17+02:00 Bucharest,0
2025-02-12T03:00:00+02:00 Bucharest,0
2025-02-12T03:01:17+02:00 Bucharest,2
2025-02-12T03:11:17+02:00 Bucharest,0
2025-02-12T03:15:00+02:00 Bucharest,0
2025-02-12T03:30:00+02:00 Bucharest,0
2025-02-12T03:45:00+02:00 Bucharest,0
2025-02-12T04:00:00+02:00 Bucharest,0
2025-02-12T04:15:00+02:00 Bucharest,0
2025-02-12T04:30:00+02:00 Bucharest,0
2025-02-12T04:45:00+02:00 Bucharest,0
2025-02-12T05:00:00+02:00 Bucharest,0
2025-02-12T05:15:00+02:00 Bucharest,0
2025-02-12T05:30:00+02:00 Bucharest,0
2025-02-12T05:31:17+02:00 Bucharest,1
2025-02-12T05:41:18+02:00 Bucharest,0
2025-02-12T05:45:00+02:00 Bucharest,0
2025-02-12T06:00:00+02:00 Bucharest,0
2025-02-12T06:15:00+02:00 Bucharest,0
2025-02-12T06:30:00+02:00 Bucharest,0
2025-02-12T06:45:00+02:00 Bucharest,0
2025-02-12T07:00:00+02:00 Bucharest,0
2025-02-12T07:15:00+02:00 Bucharest,0
2025-02-12T07:30:00+02:00 Bucharest,0
2025-02-12T07:45:00+02:00 Bucharest,0
2025-02-12T08:00:00+02:00 Bucharest,0
2025-02-12T08:15:00+02:00 Bucharest,0
2025-02-12T08:30:00+02:00 Bucharest,0
2025-02-12T08:45:00+02:00 Bucharest,0
2025-02-12T09:00:00+02:00 Bucharest,0
2025-02-12T09:15:00+02:00 Bucharest,0
2025-02-12T09:30:00+02:00 Bucharest,0
2025-02-12T09:45:00+02:00 Bucharest,0
2025-02-12T10:00:00+02:00 Bucharest,0
2025-02-12T10:15:00+02:00 Bucharest,0
2025-02-12T10:30:00+02:00 Bucharest,0
2025-02-12T10:45:00+02:00 Bucharest,0
2025-02-12T11:00:00+02:00 Bucharest,0
2025-02-12T11:15:00+02:00 Bucharest,0
2025-02-12T11:30:00+02:00 Bucharest,0
2025-02-12T11:45:00+02:00 Bucharest,0
2025-02-12T12:00:00+02:00 Bucharest,0
2025-02-12T12:15:00+02:00 Bucharest,0
2025-02-12T12:30:00+02:00 Bucharest,0
2025-02-12T12:45:00+02:00 Bucharest,0
2025-02-12T13:00:00+02:00 Bucharest,0
2025-02-12T13:15:00+02:00 Bucharest,0
2025-02-12T13:30:00+02:00 Bucharest,0
2025-02-12T13:45:00+02:00 Bucharest,0
2025-02-12T14:00:00+02:00 Bucharest,0
2025-02-12T14:15:00+02:00 Bucharest,0
2025-02-12T14:30:00+02:00 Bucharest,0
2025-02-12T14:45:00+02:00 Bucharest,0
2025-02-12T15:00:00+02:00 Bucharest,0
2025-02-12T15:15:00+02:00 Bucharest,0
2025-02-12T15:30:00+02:00 Bucharest,0
2025-02-12T15:31:17+02:00 Bucharest,1
2025-02-12T15:41:17+02:00 Bucharest,78
2025-02-12T15:45:00+02:00 Bucharest,78
2025-02-12T15:51:17+02:00 Bucharest,153
2025-02-12T16:00:00+02:00 Bucharest,153
2025-02-12T16:01:17+02:00 Bucharest,0
2025-02-12T16:15:00+02:00 Bucharest,0
2025-02-12T16:30:00+02:00 Bucharest,0
2025-02-12T16:45:00+02:00 Bucharest,0
2025-02-12T17:00:00+02:00 Bucharest,0
2025-02-12T17:15:00+02:00 Bucharest,0
2025-02-12T17:30:00+02:00 Bucharest,0
2025-02-12T17:41:18+02:00 Bucharest,12
2025-02-12T17:45:00+02:00 Bucharest,12
2025-02-12T17:51:17+02:00 Bucharest,20
2025-02-12T18:00:00+02:00 Bucharest,20
2025-02-12T18:01:17+02:00 Bucharest,75
2025-02-12T18:11:17+02:00 Bucharest,0
2025-02-12T18:15:00+02:00 Bucharest,0
2025-02-12T18:30:00+02:00 Bucharest,0
2025-02-12T18:41:17+02:00 Bucharest,11
2025-02-12T18:45:00+02:00 Bucharest,11
2025-02-12T18:51:17+02:00 Bucharest,159
2025-02-12T19:00:00+02:00 Bucharest,159
2025-02-12T19:01:17+02:00 Bucharest,327
2025-02-12T19:11:17+02:00 Bucharest,151
2025-02-12T19:15:00+02:00 Bucharest,151
2025-02-12T19:21:17+02:00 Bucharest,112
2025-02-12T19:30:00+02:00 Bucharest,112
2025-02-12T19:31:18+02:00 Bucharest,10
2025-02-12T19:41:17+02:00 Bucharest,204
2025-02-12T19:45:00+02:00 Bucharest,204
2025-02-12T19:51:17+02:00 Bucharest,57
2025-02-12T20:00:00+02:00 Bucharest,57
2025-02-12T20:01:17+02:00 Bucharest,12
2025-02-12T20:11:18+02:00 Bucharest,105
2025-02-12T20:15:00+02:00 Bucharest,105
2025-02-12T20:21:17+02:00 Bucharest,415
2025-02-12T20:30:00+02:00 Bucharest,415
2025-02-12T20:31:17+02:00 Bucharest,210
2025-02-12T20:41:18+02:00 Bucharest,96
2025-02-12T20:45:00+02:00 Bucharest,96
2025-02-12T20:51:17+02:00 Bucharest,0
2025-02-12T21:00:00+02:00 Bucharest,0
2025-02-12T21:15:00+02:00 Bucharest,0
2025-02-12T21:21:18+02:00 Bucharest,47
2025-02-12T21:30:00+02:00 Bucharest,47
2025-02-12T21:31:17+02:00 Bucharest,83
2025-02-12T21:41:17+02:00 Bucharest,0
2025-02-12T21:45:00+02:00 Bucharest,0
2025-02-12T22:00:00+02:00 Bucharest,0
2025-02-12T22:11:17+02:00 Bucharest,23
2025-02-12T22:15:00+02:00 Bucharest,23
2025-02-12T22:21:17+02:00 Bucharest,2
2025-02-12T22:30:00+02:00 Bucharest,2
2025-02-12T22:41:17+02:00 Bucharest,0
2025-02-12T22:45:00+02:00 Bucharest,0
2025-02-12T23:00:00+02:00 Bucharest,0
2025-02-12T23:15:00+02:00 Bucharest,0
2025-02-12T23:30:00+02:00 Bucharest,0
2025-02-12T23:45:00+02:00 Bucharest,0
2025-02-13T00:00:00+02:00 Bucharest,0
2025-02-13T00:15:00+02:00 Bucharest,0
2025-02-13T00:30:00+02:00 Bucharest,0
2025-02-13T00:45:00+02:00 Bucharest,0
2025-02-13T01:00:00+02:00 Bucharest,0
2025-02-13T01:15:00+02:00 Bucharest,0
2025-02-13T01:30:00+02:00 Bucharest,0
2025-02-13T01:45:00+02:00 Bucharest,0
2025-02-13T02:00:00+02:00 Bucharest,0
2025-02-13T02:15:00+02:00 Bucharest,0
2025-02-13T02:30:00+02:00 Bucharest,0
2025-02-13T02:45:00+02:00 Bucharest,0
2025-02-13T03:00:00+02:00 Bucharest,0
2025-02-13T03:15:00+02:00 Bucharest,0
2025-02-13T03:30:00+02:00 Bucharest,0
2025-02-13T03:45:00+02:00 Bucharest,0
2025-02-13T04:00:00+02:00 Bucharest,0
2025-02-13T04:15:00+02:00 Bucharest,0
2025-02-13T04:30:00+02:00 Bucharest,0
2025-02-13T04:45:00+02:00 Bucharest,0
2025-02-13T05:00:00+02:00 Bucharest,0
2025-02-13T05:15:00+02:00 Bucharest,0
2025-02-13T05:30:00+02:00 Bucharest,0
2025-02-13T05:45:00+02:00 Bucharest,0
2025-02-13T06:00:00+02:00 Bucharest,0
2025-02-13T06:15:00+02:00 Bucharest,0
2025-02-13T06:30:00+02:00 Bucharest,0
2025-02-13T06:45:00+02:00 Bucharest,0
2025-02-13T06:51:17+02:00 Bucharest,123
2025-02-13T07:00:00+02:00 Bucharest,123
2025-02-13T07:01:17+02:00 Bucharest,157
2025-02-13T07:11:17+02:00 Bucharest,31
2025-02-13T07:15:00+02:00 Bucharest,31
2025-02-13T07:21:17+02:00 Bucharest,0
2025-02-13T07:30:00+02:00 Bucharest,0
2025-02-13T07:45:00+02:00 Bucharest,0
2025-02-13T08:00:00+02:00 Bucharest,0
2025-02-13T08:15:00+02:00 Bucharest,0
2025-02-13T08:30:00+02:00 Bucharest,0
2025-02-13T08:45:00+02:00 Bucharest,0
2025-02-13T09:00:00+02:00 Bucharest,0
2025-02-13T09:15:00+02:00 Bucharest,0
2025-02-13T09:30:00+02:00 Bucharest,0
2025-02-13T09:45:00+02:00 Bucharest,0
2025-02-13T10:00:00+02:00 Bucharest,0
2025-02-13T10:15:00+02:00 Bucharest,0
2025-02-13T10:30:00+02:00 Bucharest,0
2025-02-13T10:45:00+02:00 Bucharest,0
2025-02-13T11:00:00+02:00 Bucharest,0
2025-02-13T11:15:00+02:00 Bucharest,0
2025-02-13T11:30:00+02:00 Bucharest,0
2025-02-13T11:45:00+02:00 Bucharest,0
2025-02-13T12:00:00+02:00 Bucharest,0
2025-02-13T12:15:00+02:00 Bucharest,0
2025-02-13T12:30:00+02:00 Bucharest,0
2025-02-13T12:45:00+02:00 Bucharest,0
2025-02-13T13:00:00+02:00 Bucharest,0
2025-02-13T13:15:00+02:00 Bucharest,0
2025-02-13T13:30:00+02:00 Bucharest,0
2025-02-13T13:45:00+02:00 Bucharest,0
2025-02-13T14:00:00+02:00 Bucharest,0
2025-02-13T14:15:00+02:00 Bucharest,0
2025-02-13T14:30:00+02:00 Bucharest,0
2025-02-13T14:45:00+02:00 Bucharest,0
2025-02-13T15:00:00+02:00 Bucharest,0
2025-02-13T15:15:00+02:00 Bucharest,0
2025-02-13T15:21:17+02:00 Bucharest,76
2025-02-13T15:30:00+02:00 Bucharest,76
2025-02-13T15:31:17+02:00 Bucharest,106
2025-02-13T15:41:17+02:00 Bucharest,204
2025-02-13T15:45:00+02:00 Bucharest,204
2025-02-13T15:51:17+02:00 Bucharest,141
2025-02-13T16:00:00+02:00 Bucharest,141
2025-02-13T16:11:17+02:00 Bucharest,0
2025-02-13T16:15:00+02:00 Bucharest,0
2025-02-13T16:30:00+02:00 Bucharest,0
2025-02-13T16:45:00+02:00 Bucharest,0
2025-02-13T17:00:00+02:00 Bucharest,0
2025-02-13T17:11:17+02:00 Bucharest,2
2025-02-13T17:15:00+02:00 Bucharest,2
2025-02-13T17:21:17+02:00 Bucharest,0
2025-02-13T17:30:00+02:00 Bucharest,0
2025-02-13T17:45:00+02:00 Bucharest,0
2025-02-13T17:51:17+02:00 Bucharest,271
2025-02-13T18:00:00+02:00 Bucharest,271
2025-02-13T18:01:17+02:00 Bucharest,321
2025-02-13T18:11:17+02:00 Bucharest,734
2025-02-13T18:15:00+02:00 Bucharest,734
2025-02-13T18:21:17+02:00 Bucharest,0
2025-02-13T18:30:00+02:00 Bucharest,0
2025-02-13T18:31:17+02:00 Bucharest,63
2025-02-13T18:41:17+02:00 Bucharest,271
2025-02-13T18:45:00+02:00 Bucharest,271
2025-02-13T18:51:17+02:00 Bucharest,364
2025-02-13T19:00:00+02:00 Bucharest,364
2025-02-13T19:01:17+02:00 Bucharest,109
2025-02-13T19:11:17+02:00 Bucharest,280
2025-02-13T19:15:00+02:00 Bucharest,280
2025-02-13T19:21:17+02:00 Bucharest,3
2025-02-13T19:30:00+02:00 Bucharest,3
2025-02-13T19:31:17+02:00 Bucharest,0
2025-02-13T19:45:00+02:00 Bucharest,0
2025-02-13T20:00:00+02:00 Bucharest,0
2025-02-13T20:01:19+02:00 Bucharest,17
2025-02-13T20:11:17+02:00 Bucharest,239
2025-02-13T20:15:00+02:00 Bucharest,239
2025-02-13T20:21:17+02:00 Bucharest,12
2025-02-13T20:30:00+02:00 Bucharest,12
2025-02-13T20:31:17+02:00 Bucharest,18
2025-02-13T20:41:17+02:00 Bucharest,0
2025-02-13T20:45:00+02:00 Bucharest,0
2025-02-13T21:00:00+02:00 Bucharest,0
2025-02-13T21:15:00+02:00 Bucharest,0
2025-02-13T21:30:00+02:00 Bucharest,0
2025-02-13T21:45:00+02:00 Bucharest,0
2025-02-13T22:00:00+02:00 Bucharest,0
2025-02-13T22:15:00+02:00 Bucharest,0
2025-02-13T22:30:00+02:00 Bucharest,0
2025-02-13T22:31:17+02:00 Bucharest,29
2025-02-13T22:41:17+02:00 Bucharest,4
2025-02-13T22:45:00+02:00 Bucharest,4
2025-02-13T22:51:17+02:00 Bucharest,0
2025-02-13T23:00:00+02:00 Bucharest,0
2025-02-13T23:15:00+02:00 Bucharest,0
2025-02-13T23:30:00+02:00 Bucharest,0
2025-02-13T23:45:00+02:00 Bucharest,0
2025-02-14T00:00:00+02:00 Bucharest,0
2025-02-14T00:15:00+02:00 Bucharest,0
2025-02-14T00:30:00+02:00 Bucharest,0
2025-02-14T00:45:00+02:00 Bucharest,0
2025-02-14T01:00:00+02:00 Bucharest,0
2025-02-14T01:15:00+02:00 Bucharest,0
2025-02-14T01:30:00+02:00 Bucharest,0
2025-02-14T01:45:00+02:00 Bucharest,0
2025-02-14T02:00:00+02:00 Bucharest,0
2025-02-14T02:15:00+02:00 Bucharest,0
2025-02-14T02:30:00+02:00 Bucharest,0
2025-02-14T02:45:00+02:00 Bucharest,0
2025-02-14T03:00:00+02:00 Bucharest,0
2025-02-14T03:15:00+02:00 Bucharest,0
2025-02-14T03:30:00+02:00 Bucharest,0
2025-02-14T03:45:00+02:00 Bucharest,0
2025-02-14T04:00:00+02:00 Bucharest,0
2025-02-14T04:15:00+02:00 Bucharest,0
2025-02-14T04:30:00+02:00 Bucharest,0
2025-02-14T04:45:00+02:00 Bucharest,0
2025-02-14T05:00:00+02:00 Bucharest,0
2025-02-14T05:15:00+02:00 Bucharest,0
2025-02-14T05:30:00+02:00 Bucharest,0
2025-02-14T05:45:00+02:00 Bucharest,0
2025-02-14T06:00:00+02:00 Bucharest,0
2025-02-14T06:15:00+02:00 Bucharest,0
2025-02-14T06:30:00+02:00 Bucharest,0
2025-02-14T06:45:00+02:00 Bucharest,0
2025-02-14T07:00:00+02:00 Bucharest,0
2025-02-14T07:15:00+02:00 Bucharest,0
2025-02-14T07:30:00+02:00 Bucharest,0
2025-02-14T07:45:00+02:00 Bucharest,0
2025-02-14T08:00:00+02:00 Bucharest,0
2025-02-14T08:15:00+02:00 Bucharest,0
2025-02-14T08:30:00+02:00 Bucharest,0
2025-02-14T08:45:00+02:00 Bucharest,0
2025-02-14T09:00:00+02:00 Bucharest,0
2025-02-14T09:15:00+02:00 Bucharest,0
2025-02-14T09:30:00+02:00 Bucharest,0
2025-02-14T09:45:00+02:00 Bucharest,0
2025-02-14T09:51:16+02:00 Bucharest,61
2025-02-14T10:00:00+02:00 Bucharest,61
2025-02-14T10:01:17+02:00 Bucharest,45
2025-02-14T10:11:17+02:00 Bucharest,16
2025-02-14T10:15:00+02:00 Bucharest,16
2025-02-14T10:21:17+02:00 Bucharest,0
2025-02-14T10:30:00+02:00 Bucharest,0
2025-02-14T10:45:00+02:00 Bucharest,0
2025-02-14T11:00:00+02:00 Bucharest,0
2025-02-14T11:01:16+02:00 Bucharest,73
2025-02-14T11:11:17+02:00 Bucharest,19
2025-02-14T11:15:00+02:00 Bucharest,19
2025-02-14T11:21:17+02:00 Bucharest,15
2025-02-14T11:30:00+02:00 Bucharest,15
2025-02-14T11:31:17+02:00 Bucharest,0
2025-02-14T11:45:00+02:00 Bucharest,0
2025-02-14T12:00:00+02:00 Bucharest,0
2025-02-14T12:15:00+02:00 Bucharest,0
2025-02-14T12:30:00+02:00 Bucharest,0
2025-02-14T12:45:00+02:00 Bucharest,0
2025-02-14T13:00:00+02:00 Bucharest,0
2025-02-14T13:15:00+02:00 Bucharest,0
2025-02-14T13:30:00+02:00 Bucharest,0
2025-02-14T13:45:00+02:00 Bucharest,0
2025-02-14T14:00:00+02:00 Bucharest,0
2025-02-14T14:11:17+02:00 Bucharest,90
2025-02-14T14:15:00+02:00 Bucharest,90
2025-02-14T14:21:17+02:00 Bucharest,65
2025-02-14T14:30:00+02:00 Bucharest,65
2025-02-14T14:31:17+02:00 Bucharest,50
2025-02-14T14:41:17+02:00 Bucharest,0
2025-02-14T14:45:00+02:00 Bucharest,0
2025-02-14T14:51:17+02:00 Bucharest,56
2025-02-14T15:00:00+02:00 Bucharest,56
2025-02-14T15:01:18+02:00 Bucharest,148
2025-02-14T15:11:17+02:00 Bucharest,158
2025-02-14T15:15:00+02:00 Bucharest,158
2025-02-14T15:21:18+02:00 Bucharest,37
2025-02-14T15:30:00+02:00 Bucharest,37
2025-02-14T15:31:18+02:00 Bucharest,63
2025-02-14T15:41:18+02:00 Bucharest,32
2025-02-14T15:45:00+02:00 Bucharest,32
2025-02-14T15:51:17+02:00 Bucharest,0
2025-02-14T16:00:00+02:00 Bucharest,0
2025-02-14T16:15:00+02:00 Bucharest,0
2025-02-14T16:30:00+02:00 Bucharest,0
2025-02-14T16:31:17+02:00 Bucharest,11
2025-02-14T16:41:18+02:00 Bucharest,0
2025-02-14T16:45:00+02:00 Bucharest,0
2025-02-14T17:00:00+02:00 Bucharest,0
2025-02-14T17:15:00+02:00 Bucharest,0
2025-02-14T17:30:00+02:00 Bucharest,0
2025-02-14T17:45:00+02:00 Bucharest,0
2025-02-14T18:00:00+02:00 Bucharest,0
2025-02-14T18:15:00+02:00 Bucharest,0
2025-02-14T18:30:00+02:00 Bucharest,0
2025-02-14T18:45:00+02:00 Bucharest,0
2025-02-14T19:00:00+02:00 Bucharest,0
2025-02-14T19:15:00+02:00 Bucharest,0
2025-02-14T19:30:00+02:00 Bucharest,0
2025-02-14T19:45:00+02:00 Bucharest,0
2025-02-14T20:00:00+02:00 Bucharest,0
2025-02-14T20:01:17+02:00 Bucharest,38
2025-02-14T20:11:18+02:00 Bucharest,142
2025-02-14T20:15:00+02:00 Bucharest,142
2025-02-14T20:21:18+02:00 Bucharest,11
2025-02-14T20:30:00+02:00 Bucharest,11
2025-02-14T20:31:18+02:00 Bucharest,0
2025-02-14T20:45:00+02:00 Bucharest,0
2025-02-14T21:00:00+02:00 Bucharest,0
2025-02-14T21:15:00+02:00 Bucharest,0
2025-02-14T21:30:00+02:00 Bucharest,0
2025-02-14T21:45:00+02:00 Bucharest,0
2025-02-14T22:00:00+02:00 Bucharest,0
2025-02-14T22:15:00+02:00 Bucharest,0
2025-02-14T22:30:00+02:00 Bucharest,0
2025-02-14T22:45:00+02:00 Bucharest,0
2025-02-14T23:00:00+02:00 Bucharest,0
2025-02-14T23:15:00+02:00 Bucharest,0
2025-02-14T23:30:00+02:00 Bucharest,0
2025-02-14T23:45:00+02:00 Bucharest,0
2025-02-15T00:00:00+02:00 Bucharest,0
2025-02-15T00:15:00+02:00 Bucharest,0
2025-02-15T00:30:00+02:00 Bucharest,0
2025-02-15T00:45:00+02:00 Bucharest,0
2025-02-15T01:00:00+02:00 Bucharest,0
2025-02-15T01:15:00+02:00 Bucharest,0
2025-02-15T01:30:00+02:00 Bucharest,0
2025-02-15T01:45:00+02:00 Bucharest,0
2025-02-15T02:00:00+02:00 Bucharest,0
2025-02-15T02:15:00+02:00 Bucharest,0
2025-02-15T02:30:00+02:00 Bucharest,0
2025-02-15T02:45:00+02:00 Bucharest,0
2025-02-15T03:00:00+02:00 Bucharest,0
2025-02-15T03:15:00+02:00 Bucharest,0
2025-02-15T03:30:00+02:00 Bucharest,0
2025-02-15T03:45:00+02:00 Bucharest,0
2025-02-15T04:00:00+02:00 Bucharest,0
2025-02-15T04:15:00+02:00 Bucharest,0
2025-02-15T04:30:00+02:00 Bucharest,0
2025-02-15T04:45:00+02:00 Bucharest,0
2025-02-15T05:00:00+02:00 Bucharest,0
2025-02-15T05:15:00+02:00 Bucharest,0
2025-02-15T05:30:00+02:00 Bucharest,0
2025-02-15T05:45:00+02:00 Bucharest,0
2025-02-15T06:00:00+02:00 Bucharest,0
2025-02-15T06:15:00+02:00 Bucharest,0
2025-02-15T06:30:00+02:00 Bucharest,0
2025-02-15T06:45:00+02:00 Bucharest,0
2025-02-15T07:00:00+02:00 Bucharest,0
2025-02-15T07:15:00+02:00 Bucharest,0
2025-02-15T07:30:00+02:00 Bucharest,0
2025-02-15T07:45:00+02:00 Bucharest,0
2025-02-15T08:00:00+02:00 Bucharest,0
2025-02-15T08:15:00+02:00 Bucharest,0
2025-02-15T08:30:00+02:00 Bucharest,0
2025-02-15T08:45:00+02:00 Bucharest,0
2025-02-15T09:00:00+02:00 Bucharest,0
2025-02-15T09:15:00+02:00 Bucharest,0
2025-02-15T09:30:00+02:00 Bucharest,0
2025-02-15T09:45:00+02:00 Bucharest,0
2025-02-15T10:00:00+02:00 Bucharest,0
2025-02-15T10:15:00+02:00 Bucharest,0
2025-02-15T10:30:00+02:00 Bucharest,0
2025-02-15T10:45:00+02:00 Bucharest,0
2025-02-15T11:00:00+02:00 Bucharest,0
2025-02-15T11:15:00+02:00 Bucharest,0
2025-02-15T11:30:00+02:00 Bucharest,0
2025-02-15T11:45:00+02:00 Bucharest,0
2025-02-15T12:00:00+02:00 Bucharest,0
2025-02-15T12:15:00+02:00 Bucharest,0
2025-02-15T12:30:00+02:00 Bucharest,0
2025-02-15T12:45:00+02:00 Bucharest,0
2025-02-15T13:00:00+02:00 Bucharest,0
2025-02-15T13:15:00+02:00 Bucharest,0
2025-02-15T13:30:00+02:00 Bucharest,0
2025-02-15T13:45:00+02:00 Bucharest,0
2025-02-15T14:00:00+02:00 Bucharest,0
2025-02-15T14:15:00+02:00 Bucharest,0
2025-02-15T14:30:00+02:00 Bucharest,0
2025-02-15T14:45:00+02:00 Bucharest,0
2025-02-15T15:00:00+02:00 Bucharest,0
2025-02-15T15:15:00+02:00 Bucharest,0
2025-02-15T15:30:00+02:00 Bucharest,0
2025-02-15T15:45:00+02:00 Bucharest,0
2025-02-15T16:00:00+02:00 Bucharest,0
2025-02-15T16:15:00+02:00 Bucharest,0
2025-02-15T16:30:00+02:00 Bucharest,0
2025-02-15T16:45:00+02:00 Bucharest,0
2025-02-15T17:00:00+02:00 Bucharest,0
2025-02-15T17:15:00+02:00 Bucharest,0
2025-02-15T17:30:00+02:00 Bucharest,0
2025-02-15T17:45:00+02:00 Bucharest,0
2025-02-15T18:00:00+02:00 Bucharest,0
2025-02-15T18:15:00+02:00 Bucharest,0
2025-02-15T18:30:00+02:00 Bucharest,0
2025-02-15T18:45:00+02:00 Bucharest,0
2025-02-15T19:00:00+02:00 Bucharest,0
2025-02-15T19:15:00+02:00 Bucharest,0
2025-02-15T19:30:00+02:00 Bucharest,0
2025-02-15T19:45:00+02:00 Bucharest,0
2025-02-15T20:00:00+02:00 Bucharest,0
2025-02-15T20:15:00+02:00 Bucharest,0
2025-02-15T20:30:00+02:00 Bucharest,0
2025-02-15T20:45:00+02:00 Bucharest,0
2025-02-15T21:00:00+02:00 Bucharest,0
2025-02-15T21:15:00+02:00 Bucharest,0
2025-02-15T21:30:00+02:00 Bucharest,0
2025-02-15T21:45:00+02:00 Bucharest,0
2025-02-15T22:00:00+02:00 Bucharest,0
2025-02-15T22:15:00+02:00 Bucharest,0
2025-02-15T22:30:00+02:00 Bucharest,0
2025-02-15T22:45:00+02:00 Bucharest,0
2025-02-15T23:00:00+02:00 Bucharest,0
2025-02-15T23:15:00+02:00 Bucharest,0
2025-02-15T23:30:00+02:00 Bucharest,0
2025-02-15T23:45:00+02:00 Bucharest,0
2025-02-16T00:00:00+02:00 Bucharest,0
2025-02-16T00:15:00+02:00 Bucharest,0
2025-02-16T00:30:00+02:00 Bucharest,0
2025-02-16T00:45:00+02:00 Bucharest,0
2025-02-16T01:00:00+02:00 Bucharest,0
2025-02-16T01:15:00+02:00 Bucharest,0
2025-02-16T01:30:00+02:00 Bucharest,0
2025-02-16T01:45:00+02:00 Bucharest,0
2025-02-16T02:00:00+02:00 Bucharest,0
2025-02-16T02:15:00+02:00 Bucharest,0
2025-02-16T02:30:00+02:00 Bucharest,0
2025-02-16T02:45:00+02:00 Bucharest,0
2025-02-16T03:00:00+02:00 Bucharest,0
2025-02-16T03:15:00+02:00 Bucharest,0
2025-02-16T03:30:00+02:00 Bucharest,0
2025-02-16T03:45:00+02:00 Bucharest,0
2025-02-16T04:00:00+02:00 Bucharest,0
2025-02-16T04:15:00+02:00 Bucharest,0
2025-02-16T04:30:00+02:00 Bucharest,0
2025-02-16T04:45:00+02:00 Bucharest,0
2025-02-16T05:00:00+02:00 Bucharest,0
2025-02-16T05:15:00+02:00 Bucharest,0
2025-02-16T05:30:00+02:00 Bucharest,0
