ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:42:49.84Z hisSize:49320 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b95-ed5a18fd "Site B Room 3" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d9ab1c2-18241fa4 "Site B Room 3 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:humidity" point curVal:44.5%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab1c2-71da2caa "3 AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-03-22T00:45:00+02:00 Bucharest,44.5%RH
2025-03-22T01:00:00+02:00 Bucharest,44.5%RH
2025-03-22T01:15:00+02:00 Bucharest,44.5%RH
2025-03-22T01:30:00+02:00 Bucharest,44.5%RH
2025-03-22T01:45:00+02:00 Bucharest,44.5%RH
2025-03-22T02:00:00+02:00 Bucharest,44.5%RH
2025-03-22T02:02:48+02:00 Bucharest,44%RH
2025-03-22T02:15:00+02:00 Bucharest,44%RH
2025-03-22T02:30:00+02:00 Bucharest,44%RH
2025-03-22T02:45:00+02:00 Bucharest,44%RH
2025-03-22T03:00:00+02:00 Bucharest,44%RH
2025-03-22T03:15:00+02:00 Bucharest,44%RH
2025-03-22T03:30:00+02:00 Bucharest,44%RH
2025-03-22T03:45:00+02:00 Bucharest,44%RH
2025-03-22T04:00:00+02:00 Bucharest,44%RH
2025-03-22T04:12:48+02:00 Bucharest,43.5%RH
2025-03-22T04:15:00+02:00 Bucharest,43.5%RH
2025-03-22T04:30:00+02:00 Bucharest,43.5%RH
2025-03-22T04:45:00+02:00 Bucharest,43.5%RH
2025-03-22T05:00:00+02:00 Bucharest,43.5%RH
2025-03-22T05:15:00+02:00 Bucharest,43.5%RH
2025-03-22T05:30:00+02:00 Bucharest,43.5%RH
2025-03-22T05:45:00+02:00 Bucharest,43.5%RH
2025-03-22T05:52:48+02:00 Bucharest,44%RH
2025-03-22T06:00:00+02:00 Bucharest,44%RH
2025-03-22T06:15:00+02:00 Bucharest,44%RH
2025-03-22T06:30:00+02:00 Bucharest,44%RH
2025-03-22T06:42:48+02:00 Bucharest,44.5%RH
2025-03-22T06:45:00+02:00 Bucharest,44.5%RH
2025-03-22T06:52:48+02:00 Bucharest,45%RH
2025-03-22T07:00:00+02:00 Bucharest,45%RH
2025-03-22T07:15:00+02:00 Bucharest,45%RH
2025-03-22T07:30:00+02:00 Bucharest,45%RH
2025-03-22T07:42:48+02:00 Bucharest,45.5%RH
2025-03-22T07:45:00+02:00 Bucharest,45.5%RH
2025-03-22T07:52:48+02:00 Bucharest,45%RH
2025-03-22T08:00:00+02:00 Bucharest,45%RH
2025-03-22T08:12:48+02:00 Bucharest,44.5%RH
2025-03-22T08:15:00+02:00 Bucharest,44.5%RH
2025-03-22T08:22:48+02:00 Bucharest,44%RH
2025-03-22T08:30:00+02:00 Bucharest,44%RH
2025-03-22T08:32:48+02:00 Bucharest,43.5%RH
2025-03-22T08:45:00+02:00 Bucharest,43.5%RH
2025-03-22T09:00:00+02:00 Bucharest,43.5%RH
2025-03-22T09:02:48+02:00 Bucharest,43%RH
2025-03-22T09:15:00+02:00 Bucharest,43%RH
2025-03-22T09:30:00+02:00 Bucharest,43%RH
2025-03-22T09:45:00+02:00 Bucharest,43%RH
2025-03-22T10:00:00+02:00 Bucharest,43%RH
2025-03-22T10:02:48+02:00 Bucharest,42.5%RH
2025-03-22T10:15:00+02:00 Bucharest,42.5%RH
2025-03-22T10:22:49+02:00 Bucharest,42%RH
2025-03-22T10:30:00+02:00 Bucharest,42%RH
2025-03-22T10:42:48+02:00 Bucharest,42.5%RH
2025-03-22T10:45:00+02:00 Bucharest,42.5%RH
2025-03-22T11:00:00+02:00 Bucharest,42.5%RH
2025-03-22T11:12:48+02:00 Bucharest,42%RH
2025-03-22T11:15:00+02:00 Bucharest,42%RH
2025-03-22T11:30:00+02:00 Bucharest,42%RH
2025-03-22T11:45:00+02:00 Bucharest,42%RH
2025-03-22T12:00:00+02:00 Bucharest,42%RH
2025-03-22T12:02:49+02:00 Bucharest,41.5%RH
2025-03-22T12:15:00+02:00 Bucharest,41.5%RH
2025-03-22T12:30:00+02:00 Bucharest,41.5%RH
2025-03-22T12:45:00+02:00 Bucharest,41.5%RH
2025-03-22T13:45:00+02:00 Bucharest,45.5%RH
2025-03-22T13:52:48+02:00 Bucharest,45%RH
2025-03-22T14:00:00+02:00 Bucharest,45%RH
2025-03-22T14:02:48+02:00 Bucharest,44%RH
2025-03-22T14:12:48+02:00 Bucharest,41%RH
2025-03-22T14:15:00+02:00 Bucharest,41%RH
2025-03-22T14:22:49+02:00 Bucharest,40.5%RH
2025-03-22T14:30:00+02:00 Bucharest,40.5%RH
2025-03-22T14:32:48+02:00 Bucharest,39.5%RH
2025-03-22T14:42:48+02:00 Bucharest,38%RH
2025-03-22T14:45:00+02:00 Bucharest,38%RH
2025-03-22T14:52:49+02:00 Bucharest,36.5%RH
2025-03-22T15:00:00+02:00 Bucharest,36.5%RH
2025-03-22T15:02:48+02:00 Bucharest,33.5%RH
2025-03-22T15:12:48+02:00 Bucharest,32.5%RH
2025-03-22T15:15:00+02:00 Bucharest,32.5%RH
2025-03-22T15:22:49+02:00 Bucharest,34%RH
2025-03-22T15:30:00+02:00 Bucharest,34%RH
2025-03-22T15:32:49+02:00 Bucharest,33.5%RH
2025-03-22T15:42:48+02:00 Bucharest,34%RH
2025-03-22T15:45:00+02:00 Bucharest,34%RH
2025-03-22T15:52:48+02:00 Bucharest,32%RH
2025-03-22T16:00:00+02:00 Bucharest,32%RH
2025-03-22T16:02:49+02:00 Bucharest,31.5%RH
2025-03-22T16:12:48+02:00 Bucharest,31%RH
2025-03-22T16:15:00+02:00 Bucharest,31%RH
2025-03-22T16:22:48+02:00 Bucharest,30%RH
2025-03-22T16:30:00+02:00 Bucharest,30%RH
2025-03-22T16:32:49+02:00 Bucharest,30.5%RH
2025-03-22T16:45:00+02:00 Bucharest,30.5%RH
2025-03-22T16:52:48+02:00 Bucharest,30%RH
2025-03-22T17:00:00+02:00 Bucharest,30%RH
2025-03-22T17:02:49+02:00 Bucharest,30.5%RH
2025-03-22T17:12:49+02:00 Bucharest,31%RH
2025-03-22T17:15:00+02:00 Bucharest,31%RH
2025-03-22T17:30:00+02:00 Bucharest,31%RH
2025-03-22T17:42:49+02:00 Bucharest,30.5%RH
2025-03-22T17:45:00+02:00 Bucharest,30.5%RH
2025-03-22T18:00:00+02:00 Bucharest,30.5%RH
2025-03-22T18:12:49+02:00 Bucharest,31%RH
2025-03-22T18:15:00+02:00 Bucharest,31%RH
2025-03-22T18:22:49+02:00 Bucharest,31.5%RH
2025-03-22T18:30:00+02:00 Bucharest,31.5%RH
2025-03-22T18:32:48+02:00 Bucharest,32%RH
2025-03-22T18:45:00+02:00 Bucharest,32%RH
2025-03-22T19:00:00+02:00 Bucharest,32%RH
2025-03-22T19:15:00+02:00 Bucharest,32%RH
2025-03-22T19:22:49+02:00 Bucharest,32.5%RH
2025-03-22T19:30:00+02:00 Bucharest,32.5%RH
2025-03-22T19:32:49+02:00 Bucharest,33%RH
2025-03-22T19:45:00+02:00 Bucharest,33%RH
2025-03-22T19:52:49+02:00 Bucharest,33.5%RH
2025-03-22T20:00:00+02:00 Bucharest,33.5%RH
2025-03-22T20:15:00+02:00 Bucharest,33.5%RH
2025-03-22T20:22:48+02:00 Bucharest,34%RH
2025-03-22T20:30:00+02:00 Bucharest,34%RH
2025-03-22T20:42:49+02:00 Bucharest,33.5%RH
2025-03-22T20:45:00+02:00 Bucharest,33.5%RH
2025-03-22T20:52:48+02:00 Bucharest,33%RH
2025-03-22T21:00:00+02:00 Bucharest,33%RH
2025-03-22T21:12:49+02:00 Bucharest,33.5%RH
2025-03-22T21:15:00+02:00 Bucharest,33.5%RH
2025-03-22T21:22:48+02:00 Bucharest,34%RH
2025-03-22T21:30:00+02:00 Bucharest,34%RH
2025-03-22T21:32:49+02:00 Bucharest,34.5%RH
2025-03-22T21:45:00+02:00 Bucharest,34.5%RH
2025-03-22T22:00:00+02:00 Bucharest,34.5%RH
2025-03-22T22:15:00+02:00 Bucharest,34.5%RH
2025-03-22T22:30:00+02:00 Bucharest,34.5%RH
2025-03-22T22:45:00+02:00 Bucharest,34.5%RH
2025-03-22T23:00:00+02:00 Bucharest,34.5%RH
2025-03-22T23:15:00+02:00 Bucharest,34.5%RH
2025-03-22T23:30:00+02:00 Bucharest,34.5%RH
2025-03-22T23:42:48+02:00 Bucharest,35.5%RH
2025-03-22T23:45:00+02:00 Bucharest,35.5%RH
2025-03-22T23:52:49+02:00 Bucharest,37%RH
2025-03-23T00:00:00+02:00 Bucharest,37%RH
2025-03-23T00:02:50+02:00 Bucharest,38%RH
2025-03-23T00:12:48+02:00 Bucharest,38.5%RH
2025-03-23T00:15:00+02:00 Bucharest,38.5%RH
2025-03-23T00:30:00+02:00 Bucharest,38.5%RH
2025-03-23T00:32:49+02:00 Bucharest,39%RH
2025-03-23T00:45:00+02:00 Bucharest,39%RH
2025-03-23T01:00:00+02:00 Bucharest,39%RH
2025-03-23T01:02:49+02:00 Bucharest,39.5%RH
2025-03-23T01:15:00+02:00 Bucharest,39.5%RH
2025-03-23T01:30:00+02:00 Bucharest,39.5%RH
2025-03-23T01:45:00+02:00 Bucharest,39.5%RH
2025-03-23T02:00:00+02:00 Bucharest,39.5%RH
2025-03-23T02:15:00+02:00 Bucharest,39.5%RH
2025-03-23T02:30:00+02:00 Bucharest,39.5%RH
2025-03-23T02:45:00+02:00 Bucharest,39.5%RH
2025-03-23T02:52:49+02:00 Bucharest,40%RH
2025-03-23T03:00:00+02:00 Bucharest,40%RH
2025-03-23T03:15:00+02:00 Bucharest,40%RH
2025-03-23T03:30:00+02:00 Bucharest,40%RH
2025-03-23T03:42:50+02:00 Bucharest,40.5%RH
2025-03-23T03:45:00+02:00 Bucharest,40.5%RH
2025-03-23T04:00:00+02:00 Bucharest,40.5%RH
2025-03-23T04:02:49+02:00 Bucharest,41%RH
2025-03-23T04:15:00+02:00 Bucharest,41%RH
2025-03-23T04:30:00+02:00 Bucharest,41%RH
2025-03-23T04:45:00+02:00 Bucharest,41%RH
2025-03-23T05:00:00+02:00 Bucharest,41%RH
2025-03-23T05:12:49+02:00 Bucharest,41.5%RH
2025-03-23T05:15:00+02:00 Bucharest,41.5%RH
2025-03-23T05:30:00+02:00 Bucharest,41.5%RH
2025-03-23T05:45:00+02:00 Bucharest,41.5%RH
2025-03-23T06:00:00+02:00 Bucharest,41.5%RH
2025-03-23T06:15:00+02:00 Bucharest,41.5%RH
2025-03-23T06:30:00+02:00 Bucharest,41.5%RH
2025-03-23T06:45:00+02:00 Bucharest,41.5%RH
2025-03-23T06:52:49+02:00 Bucharest,42%RH
2025-03-23T07:00:00+02:00 Bucharest,42%RH
2025-03-23T07:15:00+02:00 Bucharest,42%RH
2025-03-23T07:30:00+02:00 Bucharest,42%RH
2025-03-23T07:45:00+02:00 Bucharest,42%RH
2025-03-23T08:00:00+02:00 Bucharest,42%RH
2025-03-23T08:15:00+02:00 Bucharest,42%RH
2025-03-23T08:30:00+02:00 Bucharest,42%RH
2025-03-23T08:45:00+02:00 Bucharest,42%RH
2025-03-23T09:00:00+02:00 Bucharest,42%RH
2025-03-23T09:15:00+02:00 Bucharest,42%RH
2025-03-23T09:30:00+02:00 Bucharest,42%RH
2025-03-23T09:32:49+02:00 Bucharest,42.5%RH
2025-03-23T09:45:00+02:00 Bucharest,42.5%RH
2025-03-23T10:00:00+02:00 Bucharest,42.5%RH
2025-03-23T10:15:00+02:00 Bucharest,42.5%RH
2025-03-23T10:22:49+02:00 Bucharest,43%RH
2025-03-23T10:30:00+02:00 Bucharest,43%RH
2025-03-23T10:32:49+02:00 Bucharest,42.5%RH
2025-03-23T10:45:00+02:00 Bucharest,42.5%RH
2025-03-23T11:00:00+02:00 Bucharest,42.5%RH
2025-03-23T11:15:00+02:00 Bucharest,42.5%RH
2025-03-23T11:30:00+02:00 Bucharest,42.5%RH
2025-03-23T11:45:00+02:00 Bucharest,42.5%RH
2025-03-23T12:00:00+02:00 Bucharest,42.5%RH
2025-03-23T12:15:00+02:00 Bucharest,42.5%RH
2025-03-23T12:22:49+02:00 Bucharest,43%RH
2025-03-23T12:30:00+02:00 Bucharest,43%RH
2025-03-23T12:32:49+02:00 Bucharest,43.5%RH
2025-03-23T12:42:49+02:00 Bucharest,44%RH
2025-03-23T12:45:00+02:00 Bucharest,44%RH
2025-03-23T13:00:00+02:00 Bucharest,44%RH
2025-03-23T13:02:49+02:00 Bucharest,44.5%RH
2025-03-23T13:15:00+02:00 Bucharest,44.5%RH
2025-03-23T13:30:00+02:00 Bucharest,44.5%RH
2025-03-23T13:32:49+02:00 Bucharest,44%RH
2025-03-23T13:42:49+02:00 Bucharest,43.5%RH
2025-03-23T13:45:00+02:00 Bucharest,43.5%RH
2025-03-23T14:00:00+02:00 Bucharest,43.5%RH
2025-03-23T14:02:49+02:00 Bucharest,43%RH
2025-03-23T14:12:49+02:00 Bucharest,42.5%RH
2025-03-23T14:15:00+02:00 Bucharest,42.5%RH
2025-03-23T14:30:00+02:00 Bucharest,42.5%RH
2025-03-23T14:45:00+02:00 Bucharest,42.5%RH
2025-03-23T15:00:00+02:00 Bucharest,42.5%RH
2025-03-23T15:15:00+02:00 Bucharest,42.5%RH
2025-03-23T15:30:00+02:00 Bucharest,42.5%RH
2025-03-23T15:45:00+02:00 Bucharest,42.5%RH
2025-03-23T16:00:00+02:00 Bucharest,42.5%RH
2025-03-23T16:02:49+02:00 Bucharest,43%RH
2025-03-23T16:15:00+02:00 Bucharest,43%RH
2025-03-23T16:30:00+02:00 Bucharest,43%RH
2025-03-23T16:45:00+02:00 Bucharest,43%RH
2025-03-23T17:00:00+02:00 Bucharest,43%RH
2025-03-23T17:15:00+02:00 Bucharest,43%RH
2025-03-23T17:30:00+02:00 Bucharest,43%RH
2025-03-23T17:45:00+02:00 Bucharest,43%RH
2025-03-23T18:00:00+02:00 Bucharest,43%RH
2025-03-23T18:15:00+02:00 Bucharest,43%RH
2025-03-23T18:30:00+02:00 Bucharest,43%RH
2025-03-23T18:45:00+02:00 Bucharest,43%RH
2025-03-23T19:00:00+02:00 Bucharest,43%RH
2025-03-23T19:02:50+02:00 Bucharest,43.5%RH
2025-03-23T19:15:00+02:00 Bucharest,43.5%RH
2025-03-23T19:30:00+02:00 Bucharest,43.5%RH
2025-03-23T19:32:50+02:00 Bucharest,44%RH
2025-03-23T19:42:49+02:00 Bucharest,44.5%RH
2025-03-23T19:45:00+02:00 Bucharest,44.5%RH
2025-03-23T19:52:49+02:00 Bucharest,45%RH
2025-03-23T20:00:00+02:00 Bucharest,45%RH
2025-03-23T20:15:00+02:00 Bucharest,45%RH
2025-03-23T20:22:49+02:00 Bucharest,45.5%RH
2025-03-23T20:30:00+02:00 Bucharest,45.5%RH
2025-03-23T20:42:50+02:00 Bucharest,46%RH
2025-03-23T20:45:00+02:00 Bucharest,46%RH
2025-03-23T21:00:00+02:00 Bucharest,46%RH
2025-03-23T21:02:49+02:00 Bucharest,47%RH
2025-03-23T21:12:50+02:00 Bucharest,47.5%RH
2025-03-23T21:15:00+02:00 Bucharest,47.5%RH
2025-03-23T21:30:00+02:00 Bucharest,47.5%RH
2025-03-23T21:45:00+02:00 Bucharest,47.5%RH
2025-03-23T21:52:50+02:00 Bucharest,47%RH
2025-03-23T22:00:00+02:00 Bucharest,47%RH
2025-03-23T22:02:49+02:00 Bucharest,47.5%RH
2025-03-23T22:15:00+02:00 Bucharest,47.5%RH
2025-03-23T22:30:00+02:00 Bucharest,47.5%RH
2025-03-23T22:42:49+02:00 Bucharest,47%RH
2025-03-23T22:45:00+02:00 Bucharest,47%RH
2025-03-23T23:00:00+02:00 Bucharest,47%RH
2025-03-23T23:12:49+02:00 Bucharest,46.5%RH
2025-03-23T23:15:00+02:00 Bucharest,46.5%RH
2025-03-23T23:30:00+02:00 Bucharest,46.5%RH
2025-03-23T23:42:49+02:00 Bucharest,46%RH
2025-03-23T23:45:00+02:00 Bucharest,46%RH
2025-03-24T00:00:00+02:00 Bucharest,46%RH
2025-03-24T00:12:50+02:00 Bucharest,46.5%RH
2025-03-24T00:15:00+02:00 Bucharest,46.5%RH
2025-03-24T00:30:00+02:00 Bucharest,46.5%RH
2025-03-24T00:32:49+02:00 Bucharest,46%RH
2025-03-24T00:45:00+02:00 Bucharest,46%RH
2025-03-24T01:00:00+02:00 Bucharest,46%RH
2025-03-24T01:15:00+02:00 Bucharest,46%RH
2025-03-24T01:30:00+02:00 Bucharest,46%RH
2025-03-24T01:45:00+02:00 Bucharest,46%RH
2025-03-24T02:00:00+02:00 Bucharest,46%RH
2025-03-24T02:15:00+02:00 Bucharest,46%RH
2025-03-24T02:30:00+02:00 Bucharest,46%RH
2025-03-24T02:45:00+02:00 Bucharest,46%RH
2025-03-24T03:00:00+02:00 Bucharest,46%RH
2025-03-24T03:15:00+02:00 Bucharest,46%RH
2025-03-24T03:30:00+02:00 Bucharest,46%RH
2025-03-24T03:45:00+02:00 Bucharest,46%RH
2025-03-24T04:00:00+02:00 Bucharest,46%RH
2025-03-24T04:15:00+02:00 Bucharest,46%RH
2025-03-24T04:30:00+02:00 Bucharest,46%RH
2025-03-24T04:45:00+02:00 Bucharest,46%RH
2025-03-24T04:52:49+02:00 Bucharest,46.5%RH
2025-03-24T05:00:00+02:00 Bucharest,46.5%RH
2025-03-24T05:12:50+02:00 Bucharest,47%RH
2025-03-24T05:15:00+02:00 Bucharest,47%RH
2025-03-24T05:30:00+02:00 Bucharest,47%RH
2025-03-24T05:45:00+02:00 Bucharest,47%RH
2025-03-24T06:00:00+02:00 Bucharest,47%RH
2025-03-24T06:15:00+02:00 Bucharest,47%RH
2025-03-24T06:22:50+02:00 Bucharest,46.5%RH
2025-03-24T06:30:00+02:00 Bucharest,46.5%RH
2025-03-24T06:42:51+02:00 Bucharest,46%RH
2025-03-24T06:45:00+02:00 Bucharest,46%RH
2025-03-24T07:00:00+02:00 Bucharest,46%RH
2025-03-24T07:15:00+02:00 Bucharest,46%RH
2025-03-24T07:30:00+02:00 Bucharest,46%RH
2025-03-24T07:45:00+02:00 Bucharest,46%RH
2025-03-24T08:00:00+02:00 Bucharest,46%RH
2025-03-24T08:15:00+02:00 Bucharest,46%RH
2025-03-24T08:30:00+02:00 Bucharest,46%RH
2025-03-24T08:45:00+02:00 Bucharest,46%RH
2025-03-24T09:00:00+02:00 Bucharest,46%RH
2025-03-24T09:15:00+02:00 Bucharest,46%RH
2025-03-24T09:30:00+02:00 Bucharest,46%RH
2025-03-24T09:42:50+02:00 Bucharest,45.5%RH
2025-03-24T09:45:00+02:00 Bucharest,45.5%RH
2025-03-24T10:00:00+02:00 Bucharest,45.5%RH
2025-03-24T10:15:00+02:00 Bucharest,45.5%RH
2025-03-24T10:30:00+02:00 Bucharest,45.5%RH
2025-03-24T10:45:00+02:00 Bucharest,45.5%RH
2025-03-24T11:00:00+02:00 Bucharest,45.5%RH
2025-03-24T11:15:00+02:00 Bucharest,45.5%RH
2025-03-24T11:30:00+02:00 Bucharest,45.5%RH
2025-03-24T11:42:49+02:00 Bucharest,46%RH
2025-03-24T11:45:00+02:00 Bucharest,46%RH
2025-03-24T12:00:00+02:00 Bucharest,46%RH
2025-03-24T12:12:50+02:00 Bucharest,46.5%RH
2025-03-24T12:15:00+02:00 Bucharest,46.5%RH
2025-03-24T12:22:49+02:00 Bucharest,46%RH
2025-03-24T12:30:00+02:00 Bucharest,46%RH
2025-03-24T12:45:00+02:00 Bucharest,46%RH
2025-03-24T13:00:00+02:00 Bucharest,46%RH
2025-03-24T13:15:00+02:00 Bucharest,46%RH
2025-03-24T13:22:50+02:00 Bucharest,45.5%RH
2025-03-24T13:30:00+02:00 Bucharest,45.5%RH
2025-03-24T13:45:00+02:00 Bucharest,45.5%RH
2025-03-24T14:00:00+02:00 Bucharest,45.5%RH
2025-03-24T14:15:00+02:00 Bucharest,45.5%RH
2025-03-24T14:30:00+02:00 Bucharest,45.5%RH
2025-03-24T14:45:00+02:00 Bucharest,45.5%RH
2025-03-24T15:00:00+02:00 Bucharest,45.5%RH
2025-03-24T15:02:50+02:00 Bucharest,45%RH
2025-03-24T15:15:00+02:00 Bucharest,45%RH
2025-03-24T15:30:00+02:00 Bucharest,45%RH
2025-03-24T15:45:00+02:00 Bucharest,45%RH
2025-03-24T16:00:00+02:00 Bucharest,45%RH
2025-03-24T16:15:00+02:00 Bucharest,45%RH
2025-03-24T16:22:49+02:00 Bucharest,45.5%RH
2025-03-24T16:30:00+02:00 Bucharest,45.5%RH
2025-03-24T16:45:00+02:00 Bucharest,45.5%RH
2025-03-24T17:00:00+02:00 Bucharest,45.5%RH
2025-03-24T17:15:00+02:00 Bucharest,45.5%RH
2025-03-24T17:30:00+02:00 Bucharest,45.5%RH
2025-03-24T17:45:00+02:00 Bucharest,45.5%RH
2025-03-24T18:00:00+02:00 Bucharest,45.5%RH
2025-03-24T18:15:00+02:00 Bucharest,45.5%RH
2025-03-24T18:30:00+02:00 Bucharest,45.5%RH
2025-03-24T18:32:50+02:00 Bucharest,46%RH
2025-03-24T18:45:00+02:00 Bucharest,46%RH
2025-03-24T19:00:00+02:00 Bucharest,46%RH
2025-03-24T19:15:00+02:00 Bucharest,46%RH
2025-03-24T19:30:00+02:00 Bucharest,46%RH
2025-03-24T19:45:00+02:00 Bucharest,46%RH
2025-03-24T20:00:00+02:00 Bucharest,46%RH
2025-03-24T20:15:00+02:00 Bucharest,46%RH
2025-03-24T20:30:00+02:00 Bucharest,46%RH
2025-03-24T20:45:00+02:00 Bucharest,46%RH
2025-03-24T21:00:00+02:00 Bucharest,46%RH
2025-03-24T21:02:50+02:00 Bucharest,46.5%RH
2025-03-24T21:15:00+02:00 Bucharest,46.5%RH
2025-03-24T21:30:00+02:00 Bucharest,46.5%RH
2025-03-24T21:42:50+02:00 Bucharest,47%RH
2025-03-24T21:45:00+02:00 Bucharest,47%RH
2025-03-24T22:00:00+02:00 Bucharest,47%RH
2025-03-24T22:12:50+02:00 Bucharest,47.5%RH
2025-03-24T22:15:00+02:00 Bucharest,47.5%RH
2025-03-24T22:22:50+02:00 Bucharest,47%RH
2025-03-24T22:30:00+02:00 Bucharest,47%RH
2025-03-24T22:45:00+02:00 Bucharest,47%RH
2025-03-24T23:00:00+02:00 Bucharest,47%RH
2025-03-24T23:15:00+02:00 Bucharest,47%RH
2025-03-24T23:30:00+02:00 Bucharest,47%RH
2025-03-24T23:45:00+02:00 Bucharest,47%RH
2025-03-24T23:52:50+02:00 Bucharest,47.5%RH
2025-03-25T00:00:00+02:00 Bucharest,47.5%RH
2025-03-25T00:15:00+02:00 Bucharest,47.5%RH
2025-03-25T00:30:00+02:00 Bucharest,47.5%RH
2025-03-25T00:32:50+02:00 Bucharest,48%RH
2025-03-25T00:45:00+02:00 Bucharest,48%RH
2025-03-25T01:00:00+02:00 Bucharest,48%RH
2025-03-25T01:12:50+02:00 Bucharest,48.5%RH
2025-03-25T01:15:00+02:00 Bucharest,48.5%RH
2025-03-25T01:30:00+02:00 Bucharest,48.5%RH
2025-03-25T01:32:50+02:00 Bucharest,49%RH
2025-03-25T01:45:00+02:00 Bucharest,49%RH
2025-03-25T02:00:00+02:00 Bucharest,49%RH
2025-03-25T02:15:00+02:00 Bucharest,49%RH
2025-03-25T02:30:00+02:00 Bucharest,49%RH
2025-03-25T02:32:51+02:00 Bucharest,49.5%RH
2025-03-25T02:45:00+02:00 Bucharest,49.5%RH
2025-03-25T03:00:00+02:00 Bucharest,49.5%RH
2025-03-25T03:15:00+02:00 Bucharest,49.5%RH
2025-03-25T03:22:50+02:00 Bucharest,50%RH
2025-03-25T03:30:00+02:00 Bucharest,50%RH
2025-03-25T03:45:00+02:00 Bucharest,50%RH
2025-03-25T04:00:00+02:00 Bucharest,50%RH
2025-03-25T04:15:00+02:00 Bucharest,50%RH
2025-03-25T04:30:00+02:00 Bucharest,50%RH
2025-03-25T04:45:00+02:00 Bucharest,50%RH
2025-03-25T05:00:00+02:00 Bucharest,50%RH
2025-03-25T05:15:00+02:00 Bucharest,50%RH
2025-03-25T05:30:00+02:00 Bucharest,50%RH
2025-03-25T05:45:00+02:00 Bucharest,50%RH
2025-03-25T06:00:00+02:00 Bucharest,50%RH
2025-03-25T06:15:00+02:00 Bucharest,50%RH
2025-03-25T06:22:50+02:00 Bucharest,50.5%RH
2025-03-25T06:30:00+02:00 Bucharest,50.5%RH
2025-03-25T06:32:50+02:00 Bucharest,50%RH
2025-03-25T06:45:00+02:00 Bucharest,50%RH
2025-03-25T07:00:00+02:00 Bucharest,50%RH
2025-03-25T07:02:52+02:00 Bucharest,49.5%RH
2025-03-25T07:12:50+02:00 Bucharest,50%RH
2025-03-25T07:15:00+02:00 Bucharest,50%RH
2025-03-25T07:22:50+02:00 Bucharest,49.5%RH
2025-03-25T07:30:00+02:00 Bucharest,49.5%RH
2025-03-25T07:42:50+02:00 Bucharest,49%RH
2025-03-25T07:45:00+02:00 Bucharest,49%RH
2025-03-25T08:00:00+02:00 Bucharest,49%RH
2025-03-25T08:12:50+02:00 Bucharest,48.5%RH
2025-03-25T08:15:00+02:00 Bucharest,48.5%RH
2025-03-25T08:30:00+02:00 Bucharest,48.5%RH
2025-03-25T08:32:51+02:00 Bucharest,49%RH
2025-03-25T08:42:50+02:00 Bucharest,50%RH
2025-03-25T08:45:00+02:00 Bucharest,50%RH
2025-03-25T09:00:00+02:00 Bucharest,50%RH
2025-03-25T09:02:50+02:00 Bucharest,49.5%RH
2025-03-25T09:15:00+02:00 Bucharest,49.5%RH
2025-03-25T09:30:00+02:00 Bucharest,49.5%RH
2025-03-25T09:32:50+02:00 Bucharest,49%RH
2025-03-25T09:45:00+02:00 Bucharest,49%RH
2025-03-25T10:00:00+02:00 Bucharest,49%RH
2025-03-25T10:12:51+02:00 Bucharest,48.5%RH
2025-03-25T10:15:00+02:00 Bucharest,48.5%RH
2025-03-25T10:30:00+02:00 Bucharest,48.5%RH
2025-03-25T10:45:00+02:00 Bucharest,48.5%RH
2025-03-25T11:00:00+02:00 Bucharest,48.5%RH
2025-03-25T11:15:00+02:00 Bucharest,48.5%RH
2025-03-25T11:30:00+02:00 Bucharest,48.5%RH
2025-03-25T11:45:00+02:00 Bucharest,48.5%RH
2025-03-25T12:00:00+02:00 Bucharest,48.5%RH
2025-03-25T12:15:00+02:00 Bucharest,48.5%RH
2025-03-25T12:30:00+02:00 Bucharest,48.5%RH
2025-03-25T12:45:00+02:00 Bucharest,48.5%RH
2025-03-25T12:52:50+02:00 Bucharest,49%RH
2025-03-25T13:00:00+02:00 Bucharest,49%RH
2025-03-25T13:15:00+02:00 Bucharest,49%RH
