ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:42:27.189Z hisSize:48608 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b95-ed5a18fd "Site B Room 3" lorawanPoint his id:@p:linkEdge:r:2d9ab1c2-67e6b723 "Site B Room 3 AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T02:46:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"°C" sensor cur amSensorRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:temperature" point curVal:24.4°C disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab1c2-71da2caa "3 AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" temp hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-03-24T22:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-24T22:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-24T22:32:50+02:00 Bucharest,24.5°C
2025-03-24T22:42:50+02:00 Bucharest,24.600000381469727°C
2025-03-24T22:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-24T23:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-24T23:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-24T23:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-24T23:32:50+02:00 Bucharest,24.799999237060547°C
2025-03-24T23:42:50+02:00 Bucharest,24.700000762939453°C
2025-03-24T23:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-25T00:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-25T00:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-25T00:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-25T00:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-25T01:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-25T01:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-25T01:22:50+02:00 Bucharest,24.5°C
2025-03-25T01:30:00+02:00 Bucharest,24.5°C
2025-03-25T01:45:00+02:00 Bucharest,24.5°C
2025-03-25T02:00:00+02:00 Bucharest,24.5°C
2025-03-25T02:12:50+02:00 Bucharest,24.399999618530273°C
2025-03-25T02:15:00+02:00 Bucharest,24.399999618530273°C
2025-03-25T02:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-25T02:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-25T03:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-25T03:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-25T03:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-25T03:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-25T04:00:00+02:00 Bucharest,24.299999237060547°C
2025-03-25T04:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-25T04:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-25T04:32:50+02:00 Bucharest,24.200000762939453°C
2025-03-25T04:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T05:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T05:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T05:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-25T05:45:00+02:00 Bucharest,24.100000381469727°C
2025-03-25T06:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-25T06:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-25T06:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-25T06:45:00+02:00 Bucharest,24.100000381469727°C
2025-03-25T06:52:51+02:00 Bucharest,24°C
2025-03-25T07:00:00+02:00 Bucharest,24°C
2025-03-25T07:15:00+02:00 Bucharest,24°C
2025-03-25T07:30:00+02:00 Bucharest,24°C
2025-03-25T07:45:00+02:00 Bucharest,24°C
2025-03-25T07:52:50+02:00 Bucharest,23.899999618530273°C
2025-03-25T08:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-25T08:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-25T08:30:00+02:00 Bucharest,23.899999618530273°C
2025-03-25T08:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-25T09:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-25T09:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-25T09:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-25T09:42:51+02:00 Bucharest,23.700000762939453°C
2025-03-25T09:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-25T10:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-25T10:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-25T10:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-25T10:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-25T11:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-25T11:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-25T11:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-25T11:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-25T12:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-25T12:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-25T12:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-25T12:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-25T13:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-25T13:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-25T13:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-25T13:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-25T14:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-25T14:02:50+02:00 Bucharest,23.799999237060547°C
2025-03-25T14:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-25T14:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-25T14:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-25T15:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-25T15:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-25T15:30:00+02:00 Bucharest,23.899999618530273°C
2025-03-25T15:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-25T16:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-25T16:02:51+02:00 Bucharest,24°C
2025-03-25T16:15:00+02:00 Bucharest,24°C
2025-03-25T16:30:00+02:00 Bucharest,24°C
2025-03-25T16:45:00+02:00 Bucharest,24°C
2025-03-25T16:52:50+02:00 Bucharest,24.100000381469727°C
2025-03-25T17:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-25T17:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-25T17:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-25T17:45:00+02:00 Bucharest,24.100000381469727°C
2025-03-25T18:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T18:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T18:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T18:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T19:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T19:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T19:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T19:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T20:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T20:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T20:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T20:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T21:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T21:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T21:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T21:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T22:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-25T22:02:50+02:00 Bucharest,24.299999237060547°C
2025-03-25T22:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-25T22:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-25T22:32:50+02:00 Bucharest,24.5°C
2025-03-25T22:42:52+02:00 Bucharest,24.600000381469727°C
2025-03-25T22:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-25T23:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-25T23:12:51+02:00 Bucharest,24.799999237060547°C
2025-03-25T23:15:00+02:00 Bucharest,24.799999237060547°C
2025-03-25T23:30:00+02:00 Bucharest,24.799999237060547°C
2025-03-25T23:45:00+02:00 Bucharest,24.899999618530273°C
2025-03-26T00:00:00+02:00 Bucharest,24.899999618530273°C
2025-03-26T00:15:00+02:00 Bucharest,24.899999618530273°C
2025-03-26T00:30:00+02:00 Bucharest,24.899999618530273°C
2025-03-26T00:45:00+02:00 Bucharest,24.799999237060547°C
2025-03-26T01:00:00+02:00 Bucharest,24.799999237060547°C
2025-03-26T01:02:51+02:00 Bucharest,24.700000762939453°C
2025-03-26T01:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-26T01:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-26T01:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-26T02:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-26T02:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-26T02:22:51+02:00 Bucharest,24.5°C
2025-03-26T02:30:00+02:00 Bucharest,24.5°C
2025-03-26T02:42:51+02:00 Bucharest,24.399999618530273°C
2025-03-26T02:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-26T03:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-26T03:15:00+02:00 Bucharest,24.399999618530273°C
2025-03-26T03:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-26T03:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-26T04:00:00+02:00 Bucharest,24.299999237060547°C
2025-03-26T04:12:51+02:00 Bucharest,24.200000762939453°C
2025-03-26T04:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-26T04:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-26T04:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-26T05:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-26T05:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-26T05:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-26T05:45:00+02:00 Bucharest,24.100000381469727°C
2025-03-26T05:52:51+02:00 Bucharest,24°C
2025-03-26T06:00:00+02:00 Bucharest,24°C
2025-03-26T06:15:00+02:00 Bucharest,24°C
2025-03-26T06:30:00+02:00 Bucharest,24°C
2025-03-26T06:32:51+02:00 Bucharest,23.899999618530273°C
2025-03-26T06:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-26T07:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-26T07:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-26T07:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T07:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T08:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T08:12:51+02:00 Bucharest,23.700000762939453°C
2025-03-26T08:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-26T08:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-26T08:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-26T09:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T09:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T09:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T09:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T10:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T10:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T10:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T10:32:51+02:00 Bucharest,23.5°C
2025-03-26T10:42:51+02:00 Bucharest,23.600000381469727°C
2025-03-26T10:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T10:52:51+02:00 Bucharest,23.5°C
2025-03-26T11:00:00+02:00 Bucharest,23.5°C
2025-03-26T11:15:00+02:00 Bucharest,23.5°C
2025-03-26T11:30:00+02:00 Bucharest,23.5°C
2025-03-26T11:45:00+02:00 Bucharest,23.5°C
2025-03-26T12:00:00+02:00 Bucharest,23.5°C
2025-03-26T12:15:00+02:00 Bucharest,23.5°C
2025-03-26T12:30:00+02:00 Bucharest,23.5°C
2025-03-26T12:32:51+02:00 Bucharest,23.600000381469727°C
2025-03-26T12:42:51+02:00 Bucharest,23.5°C
2025-03-26T12:45:00+02:00 Bucharest,23.5°C
2025-03-26T12:52:51+02:00 Bucharest,23.600000381469727°C
2025-03-26T13:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T13:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T13:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T13:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T14:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-26T14:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-26T14:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-26T14:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-26T15:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-26T15:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-26T15:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-26T15:42:48+02:00 Bucharest,23.799999237060547°C
2025-03-26T15:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T16:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T16:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T16:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T16:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T17:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T17:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T17:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T17:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T18:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T18:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-26T18:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T18:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T19:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-26T19:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T19:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T19:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T20:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T20:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T20:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T20:32:48+02:00 Bucharest,23.700000762939453°C
2025-03-26T20:42:48+02:00 Bucharest,23.799999237060547°C
2025-03-26T20:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T20:52:47+02:00 Bucharest,23.700000762939453°C
2025-03-26T21:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-26T21:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-26T21:22:48+02:00 Bucharest,23.799999237060547°C
2025-03-26T21:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-26T21:42:49+02:00 Bucharest,24°C
2025-03-26T21:45:00+02:00 Bucharest,24°C
2025-03-26T21:52:48+02:00 Bucharest,24.100000381469727°C
2025-03-26T22:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-26T22:12:48+02:00 Bucharest,24.299999237060547°C
2025-03-26T22:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-26T22:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-26T22:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-26T22:52:48+02:00 Bucharest,24.5°C
2025-03-26T23:00:00+02:00 Bucharest,24.5°C
2025-03-26T23:12:48+02:00 Bucharest,24.600000381469727°C
2025-03-26T23:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-26T23:30:00+02:00 Bucharest,24.600000381469727°C
2025-03-26T23:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-26T23:52:48+02:00 Bucharest,24.799999237060547°C
2025-03-27T00:00:00+02:00 Bucharest,24.799999237060547°C
2025-03-27T00:12:48+02:00 Bucharest,24.700000762939453°C
2025-03-27T00:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-27T00:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-27T00:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-27T01:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-27T01:12:48+02:00 Bucharest,24.5°C
2025-03-27T01:15:00+02:00 Bucharest,24.5°C
2025-03-27T01:30:00+02:00 Bucharest,24.5°C
2025-03-27T01:42:48+02:00 Bucharest,24.399999618530273°C
2025-03-27T01:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-27T02:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-27T02:15:00+02:00 Bucharest,24.399999618530273°C
2025-03-27T02:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-27T02:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-27T03:00:00+02:00 Bucharest,24.299999237060547°C
2025-03-27T03:02:48+02:00 Bucharest,24.200000762939453°C
2025-03-27T03:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-27T03:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-27T03:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-27T04:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-27T04:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-27T04:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-27T04:42:48+02:00 Bucharest,24°C
2025-03-27T04:45:00+02:00 Bucharest,24°C
2025-03-27T05:00:00+02:00 Bucharest,24°C
2025-03-27T05:15:00+02:00 Bucharest,24°C
2025-03-27T05:30:00+02:00 Bucharest,24°C
2025-03-27T05:42:48+02:00 Bucharest,23.899999618530273°C
2025-03-27T05:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-27T06:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-27T06:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-27T06:30:00+02:00 Bucharest,23.899999618530273°C
2025-03-27T06:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-27T06:52:48+02:00 Bucharest,24°C
2025-03-27T07:00:00+02:00 Bucharest,24°C
2025-03-27T07:12:48+02:00 Bucharest,24.200000762939453°C
2025-03-27T07:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-27T07:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-27T07:32:48+02:00 Bucharest,24.299999237060547°C
2025-03-27T07:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-27T08:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-27T08:15:00+02:00 Bucharest,24.399999618530273°C
2025-03-27T08:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-27T08:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-27T09:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-27T09:15:00+02:00 Bucharest,24.399999618530273°C
2025-03-27T09:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-27T09:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-27T10:00:00+02:00 Bucharest,24.299999237060547°C
2025-03-27T10:12:49+02:00 Bucharest,24.200000762939453°C
2025-03-27T10:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-27T10:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-27T10:45:00+02:00 Bucharest,24.100000381469727°C
2025-03-27T11:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-27T11:12:48+02:00 Bucharest,24°C
2025-03-27T11:15:00+02:00 Bucharest,24°C
2025-03-27T11:30:00+02:00 Bucharest,24°C
2025-03-27T11:45:00+02:00 Bucharest,24°C
2025-03-27T11:52:49+02:00 Bucharest,23.899999618530273°C
2025-03-27T12:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-27T12:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-27T12:30:00+02:00 Bucharest,23.899999618530273°C
2025-03-27T12:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-27T13:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-27T13:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-27T13:22:48+02:00 Bucharest,23.700000762939453°C
2025-03-27T13:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-27T13:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-27T14:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-27T14:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-27T14:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-27T14:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-27T15:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-27T15:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T15:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T15:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T16:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T16:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T16:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T16:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T17:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T17:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T17:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T17:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T18:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T18:12:48+02:00 Bucharest,23.5°C
2025-03-27T18:15:00+02:00 Bucharest,23.5°C
2025-03-27T18:30:00+02:00 Bucharest,23.5°C
2025-03-27T18:45:00+02:00 Bucharest,23.5°C
2025-03-27T19:00:00+02:00 Bucharest,23.5°C
2025-03-27T19:15:00+02:00 Bucharest,23.5°C
2025-03-27T19:30:00+02:00 Bucharest,23.5°C
2025-03-27T19:45:00+02:00 Bucharest,23.5°C
2025-03-27T19:52:49+02:00 Bucharest,23.399999618530273°C
2025-03-27T20:00:00+02:00 Bucharest,23.399999618530273°C
2025-03-27T20:02:49+02:00 Bucharest,23.5°C
2025-03-27T20:12:48+02:00 Bucharest,23.600000381469727°C
2025-03-27T20:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-27T20:22:49+02:00 Bucharest,23.799999237060547°C
2025-03-27T20:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-27T20:42:48+02:00 Bucharest,24°C
2025-03-27T20:45:00+02:00 Bucharest,24°C
2025-03-27T20:52:49+02:00 Bucharest,24.100000381469727°C
2025-03-27T21:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-27T21:12:49+02:00 Bucharest,24.299999237060547°C
2025-03-27T21:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-27T21:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-27T21:32:49+02:00 Bucharest,24.5°C
2025-03-27T21:42:49+02:00 Bucharest,24.600000381469727°C
2025-03-27T21:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-27T22:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-27T22:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-27T22:22:49+02:00 Bucharest,24.799999237060547°C
2025-03-27T22:30:00+02:00 Bucharest,24.799999237060547°C
2025-03-27T22:45:00+02:00 Bucharest,24.799999237060547°C
2025-03-27T23:00:00+02:00 Bucharest,24.799999237060547°C
2025-03-27T23:15:00+02:00 Bucharest,24.799999237060547°C
2025-03-27T23:22:49+02:00 Bucharest,24.700000762939453°C
2025-03-27T23:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-27T23:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-28T00:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-28T00:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-28T00:22:49+02:00 Bucharest,24.5°C
2025-03-28T00:30:00+02:00 Bucharest,24.5°C
2025-03-28T00:45:00+02:00 Bucharest,24.5°C
2025-03-28T00:52:49+02:00 Bucharest,24.399999618530273°C
2025-03-28T01:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-28T01:15:00+02:00 Bucharest,24.399999618530273°C
2025-03-28T01:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-28T01:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-28T02:00:00+02:00 Bucharest,24.299999237060547°C
2025-03-28T02:02:49+02:00 Bucharest,24.200000762939453°C
2025-03-28T02:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-28T02:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-28T02:45:00+02:00 Bucharest,24.100000381469727°C
2025-03-28T03:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-28T03:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-28T03:22:49+02:00 Bucharest,24°C
2025-03-28T03:30:00+02:00 Bucharest,24°C
2025-03-28T03:45:00+02:00 Bucharest,24°C
2025-03-28T04:00:00+02:00 Bucharest,24°C
2025-03-28T04:12:49+02:00 Bucharest,24.100000381469727°C
2025-03-28T04:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-28T04:22:49+02:00 Bucharest,24.299999237060547°C
2025-03-28T04:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-28T04:42:48+02:00 Bucharest,24.5°C
2025-03-28T04:45:00+02:00 Bucharest,24.5°C
2025-03-28T05:00:00+02:00 Bucharest,24.5°C
2025-03-28T05:02:49+02:00 Bucharest,24.600000381469727°C
2025-03-28T05:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-28T05:30:00+02:00 Bucharest,24.600000381469727°C
2025-03-28T05:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-28T06:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-28T06:12:49+02:00 Bucharest,24.5°C
2025-03-28T06:15:00+02:00 Bucharest,24.5°C
2025-03-28T06:30:00+02:00 Bucharest,24.5°C
2025-03-28T06:42:51+02:00 Bucharest,24.399999618530273°C
2025-03-28T06:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-28T07:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-28T07:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-28T07:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-28T07:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-28T07:52:49+02:00 Bucharest,24.200000762939453°C
2025-03-28T08:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-28T08:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-28T08:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-28T08:45:00+02:00 Bucharest,24.100000381469727°C
2025-03-28T09:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-28T09:02:49+02:00 Bucharest,24°C
2025-03-28T09:15:00+02:00 Bucharest,24°C
2025-03-28T09:30:00+02:00 Bucharest,24°C
2025-03-28T09:45:00+02:00 Bucharest,24°C
2025-03-28T09:52:49+02:00 Bucharest,24.100000381469727°C
