ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:42:27.189Z hisSize:48608 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b95-ed5a18fd "Site B Room 3" lorawanPoint his id:@p:linkEdge:r:2d9ab1c2-67e6b723 "Site B Room 3 AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T02:46:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"°C" sensor cur amSensorRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:temperature" point curVal:24.4°C disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab1c2-71da2caa "3 AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" temp hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-01-12T21:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-12T21:45:00+02:00 Bucharest,22.899999618530273°C
2025-01-12T21:59:49+02:00 Bucharest,22.700000762939453°C
2025-01-12T22:00:00+02:00 Bucharest,22.700000762939453°C
2025-01-12T22:15:00+02:00 Bucharest,22.600000381469727°C
2025-01-12T22:30:00+02:00 Bucharest,22.600000381469727°C
2025-01-12T22:45:00+02:00 Bucharest,22.600000381469727°C
2025-01-12T22:59:49+02:00 Bucharest,23.399999618530273°C
2025-01-12T23:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-12T23:09:49+02:00 Bucharest,23.700000762939453°C
2025-01-12T23:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-12T23:19:49+02:00 Bucharest,23.899999618530273°C
2025-01-12T23:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-12T23:39:49+02:00 Bucharest,24.100000381469727°C
2025-01-12T23:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-13T00:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-13T00:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-13T00:19:49+02:00 Bucharest,24°C
2025-01-13T00:30:00+02:00 Bucharest,24°C
2025-01-13T00:45:00+02:00 Bucharest,24°C
2025-01-13T00:49:50+02:00 Bucharest,23.799999237060547°C
2025-01-13T01:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T01:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T01:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T01:39:49+02:00 Bucharest,23.5°C
2025-01-13T01:45:00+02:00 Bucharest,23.5°C
2025-01-13T01:59:50+02:00 Bucharest,23.399999618530273°C
2025-01-13T02:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T02:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T02:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T02:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T02:49:49+02:00 Bucharest,23.200000762939453°C
2025-01-13T03:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T03:09:50+02:00 Bucharest,23.399999618530273°C
2025-01-13T03:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T03:19:49+02:00 Bucharest,23.5°C
2025-01-13T03:30:00+02:00 Bucharest,23.5°C
2025-01-13T03:45:00+02:00 Bucharest,23.5°C
2025-01-13T03:49:50+02:00 Bucharest,24°C
2025-01-13T04:00:00+02:00 Bucharest,24°C
2025-01-13T04:15:00+02:00 Bucharest,24°C
2025-01-13T04:30:00+02:00 Bucharest,24°C
2025-01-13T04:45:00+02:00 Bucharest,24°C
2025-01-13T04:59:50+02:00 Bucharest,23.799999237060547°C
2025-01-13T05:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T05:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T05:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T05:39:50+02:00 Bucharest,23.600000381469727°C
2025-01-13T05:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-13T05:49:49+02:00 Bucharest,23.5°C
2025-01-13T06:00:00+02:00 Bucharest,23.5°C
2025-01-13T06:09:50+02:00 Bucharest,23.399999618530273°C
2025-01-13T06:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T06:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T06:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T06:59:49+02:00 Bucharest,23.799999237060547°C
2025-01-13T07:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T07:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T07:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-13T07:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-13T08:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-13T08:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-13T08:19:49+02:00 Bucharest,23.700000762939453°C
2025-01-13T08:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T08:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T08:49:49+02:00 Bucharest,23.5°C
2025-01-13T09:00:00+02:00 Bucharest,23.5°C
2025-01-13T09:15:00+02:00 Bucharest,23.5°C
2025-01-13T09:19:50+02:00 Bucharest,23.399999618530273°C
2025-01-13T09:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T09:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T09:49:50+02:00 Bucharest,23.799999237060547°C
2025-01-13T10:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T10:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T10:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T10:39:49+02:00 Bucharest,24°C
2025-01-13T10:45:00+02:00 Bucharest,24°C
2025-01-13T11:00:00+02:00 Bucharest,24°C
2025-01-13T11:15:00+02:00 Bucharest,24°C
2025-01-13T11:29:50+02:00 Bucharest,23.700000762939453°C
2025-01-13T11:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T11:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T12:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T12:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T12:19:50+02:00 Bucharest,23.399999618530273°C
2025-01-13T12:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T12:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T12:59:50+02:00 Bucharest,23.200000762939453°C
2025-01-13T13:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T13:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-13T13:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-13T13:39:50+02:00 Bucharest,23°C
2025-01-13T13:45:00+02:00 Bucharest,23°C
2025-01-13T14:00:00+02:00 Bucharest,23°C
2025-01-13T14:15:00+02:00 Bucharest,23°C
2025-01-13T14:29:50+02:00 Bucharest,23.700000762939453°C
2025-01-13T14:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T14:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T15:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T15:09:50+02:00 Bucharest,23.799999237060547°C
2025-01-13T15:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T15:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T15:39:50+02:00 Bucharest,23.700000762939453°C
2025-01-13T15:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T16:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T16:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-13T16:19:50+02:00 Bucharest,23.5°C
2025-01-13T16:30:00+02:00 Bucharest,23.5°C
2025-01-13T16:45:00+02:00 Bucharest,23.5°C
2025-01-13T16:49:50+02:00 Bucharest,23.399999618530273°C
2025-01-13T17:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T17:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T17:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T17:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T17:49:50+02:00 Bucharest,23.100000381469727°C
2025-01-13T18:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T18:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T18:19:50+02:00 Bucharest,23.5°C
2025-01-13T18:30:00+02:00 Bucharest,23.5°C
2025-01-13T18:39:50+02:00 Bucharest,23.700000762939453°C
2025-01-13T18:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T19:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T19:09:50+02:00 Bucharest,23.799999237060547°C
2025-01-13T19:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T19:29:50+02:00 Bucharest,23.700000762939453°C
2025-01-13T19:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T19:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T20:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T20:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-13T20:19:50+02:00 Bucharest,23.5°C
2025-01-13T20:30:00+02:00 Bucharest,23.5°C
2025-01-13T20:45:00+02:00 Bucharest,23.5°C
2025-01-13T20:49:50+02:00 Bucharest,23.399999618530273°C
2025-01-13T21:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T21:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T21:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T21:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T21:59:50+02:00 Bucharest,23°C
2025-01-13T22:00:00+02:00 Bucharest,23°C
2025-01-13T22:15:00+02:00 Bucharest,23°C
2025-01-13T22:30:00+02:00 Bucharest,23°C
2025-01-13T22:45:00+02:00 Bucharest,23°C
2025-01-13T22:49:49+02:00 Bucharest,23.100000381469727°C
2025-01-13T23:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T23:09:50+02:00 Bucharest,23.399999618530273°C
2025-01-13T23:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T23:19:50+02:00 Bucharest,23.600000381469727°C
2025-01-13T23:29:50+02:00 Bucharest,23.899999618530273°C
2025-01-13T23:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-13T23:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T00:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T00:09:50+02:00 Bucharest,24.600000381469727°C
2025-01-14T00:15:00+02:00 Bucharest,24.600000381469727°C
2025-01-14T00:30:00+02:00 Bucharest,24.700000762939453°C
2025-01-14T00:45:00+02:00 Bucharest,24.700000762939453°C
2025-01-14T01:00:00+02:00 Bucharest,24.600000381469727°C
2025-01-14T01:15:00+02:00 Bucharest,24.600000381469727°C
2025-01-14T01:29:50+02:00 Bucharest,24.299999237060547°C
2025-01-14T01:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T01:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T02:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T02:09:50+02:00 Bucharest,24°C
2025-01-14T02:15:00+02:00 Bucharest,24°C
2025-01-14T02:30:00+02:00 Bucharest,24°C
2025-01-14T02:39:50+02:00 Bucharest,23.799999237060547°C
2025-01-14T02:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T03:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T03:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T03:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T03:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T03:49:50+02:00 Bucharest,24.299999237060547°C
2025-01-14T04:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T04:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T04:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T04:39:50+02:00 Bucharest,24.200000762939453°C
2025-01-14T04:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T05:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T05:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-14T05:29:51+02:00 Bucharest,24°C
2025-01-14T05:30:00+02:00 Bucharest,24°C
2025-01-14T05:39:50+02:00 Bucharest,23.899999618530273°C
2025-01-14T05:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T06:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T06:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T06:19:50+02:00 Bucharest,23.700000762939453°C
2025-01-14T06:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T06:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T07:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T07:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T07:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T07:39:50+02:00 Bucharest,24°C
2025-01-14T07:45:00+02:00 Bucharest,24°C
2025-01-14T08:00:00+02:00 Bucharest,24°C
2025-01-14T08:15:00+02:00 Bucharest,24°C
2025-01-14T08:30:00+02:00 Bucharest,24°C
2025-01-14T08:39:50+02:00 Bucharest,23.899999618530273°C
2025-01-14T08:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T09:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T09:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T09:19:50+02:00 Bucharest,23.700000762939453°C
2025-01-14T09:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-14T09:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-14T09:59:50+02:00 Bucharest,23.5°C
2025-01-14T10:00:00+02:00 Bucharest,23.5°C
2025-01-14T10:15:00+02:00 Bucharest,23.5°C
2025-01-14T10:30:00+02:00 Bucharest,23.5°C
2025-01-14T10:45:00+02:00 Bucharest,23.5°C
2025-01-14T10:49:51+02:00 Bucharest,23.799999237060547°C
2025-01-14T11:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T11:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T11:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T11:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T11:59:50+02:00 Bucharest,23.700000762939453°C
2025-01-14T12:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-14T12:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T12:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T12:39:51+02:00 Bucharest,23.5°C
2025-01-14T12:45:00+02:00 Bucharest,23.5°C
2025-01-14T13:00:00+02:00 Bucharest,23.5°C
2025-01-14T13:15:00+02:00 Bucharest,23.5°C
2025-01-14T13:19:51+02:00 Bucharest,23.299999237060547°C
2025-01-14T13:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T13:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T14:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T14:09:50+02:00 Bucharest,23.100000381469727°C
2025-01-14T14:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-14T14:29:51+02:00 Bucharest,23°C
2025-01-14T14:30:00+02:00 Bucharest,23°C
2025-01-14T14:45:00+02:00 Bucharest,23°C
2025-01-14T15:00:00+02:00 Bucharest,23°C
2025-01-14T15:15:00+02:00 Bucharest,23°C
2025-01-14T15:19:50+02:00 Bucharest,22.899999618530273°C
2025-01-14T15:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-14T15:45:00+02:00 Bucharest,22.899999618530273°C
2025-01-14T16:00:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T16:15:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T16:30:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T16:39:50+02:00 Bucharest,22.700000762939453°C
2025-01-14T16:45:00+02:00 Bucharest,22.700000762939453°C
2025-01-14T16:59:51+02:00 Bucharest,22.799999237060547°C
2025-01-14T17:00:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T17:15:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T17:19:50+02:00 Bucharest,23.100000381469727°C
2025-01-14T17:29:51+02:00 Bucharest,23.299999237060547°C
2025-01-14T17:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T17:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T18:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T18:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T18:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T18:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-14T19:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T19:09:50+02:00 Bucharest,23.200000762939453°C
2025-01-14T19:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-14T19:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-14T19:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-14T20:00:00+02:00 Bucharest,23.100000381469727°C
2025-01-14T20:09:50+02:00 Bucharest,22.899999618530273°C
2025-01-14T20:15:00+02:00 Bucharest,22.899999618530273°C
2025-01-14T20:30:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T20:45:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T20:49:50+02:00 Bucharest,22.700000762939453°C
2025-01-14T21:00:00+02:00 Bucharest,22.700000762939453°C
2025-01-14T21:09:51+02:00 Bucharest,23°C
2025-01-14T21:15:00+02:00 Bucharest,23°C
2025-01-14T21:30:00+02:00 Bucharest,23°C
2025-01-14T21:39:51+02:00 Bucharest,23.600000381469727°C
2025-01-14T21:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T22:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T22:09:52+02:00 Bucharest,24.100000381469727°C
2025-01-14T22:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-14T22:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T22:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T23:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T23:09:51+02:00 Bucharest,24.299999237060547°C
2025-01-14T23:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T23:29:51+02:00 Bucharest,24.200000762939453°C
2025-01-14T23:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T23:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T23:49:50+02:00 Bucharest,24.299999237060547°C
2025-01-15T00:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-15T00:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-15T00:29:50+02:00 Bucharest,24.200000762939453°C
2025-01-15T00:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-15T00:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-15T01:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-15T01:09:50+02:00 Bucharest,23.799999237060547°C
2025-01-15T01:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T01:29:51+02:00 Bucharest,23.700000762939453°C
2025-01-15T01:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T01:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T02:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T02:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T02:19:50+02:00 Bucharest,24°C
2025-01-15T02:30:00+02:00 Bucharest,24°C
2025-01-15T02:45:00+02:00 Bucharest,24°C
2025-01-15T02:49:51+02:00 Bucharest,24.200000762939453°C
2025-01-15T03:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-15T03:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-15T03:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-15T03:39:51+02:00 Bucharest,24°C
2025-01-15T03:45:00+02:00 Bucharest,24°C
2025-01-15T03:59:51+02:00 Bucharest,23.899999618530273°C
2025-01-15T04:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-15T04:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-15T04:29:51+02:00 Bucharest,23.700000762939453°C
2025-01-15T04:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T04:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T05:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T05:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T05:19:50+02:00 Bucharest,23.399999618530273°C
2025-01-15T05:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T05:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T06:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T06:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T06:29:51+02:00 Bucharest,24°C
2025-01-15T06:30:00+02:00 Bucharest,24°C
2025-01-15T06:45:00+02:00 Bucharest,24°C
2025-01-15T07:00:00+02:00 Bucharest,24°C
2025-01-15T07:15:00+02:00 Bucharest,24°C
2025-01-15T07:19:51+02:00 Bucharest,23.799999237060547°C
2025-01-15T07:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T07:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T07:59:51+02:00 Bucharest,23.600000381469727°C
2025-01-15T08:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T08:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T08:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T08:39:51+02:00 Bucharest,23.299999237060547°C
2025-01-15T08:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-15T09:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-15T09:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-15T09:29:51+02:00 Bucharest,23.5°C
2025-01-15T09:30:00+02:00 Bucharest,23.5°C
2025-01-15T09:39:51+02:00 Bucharest,23.700000762939453°C
2025-01-15T09:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T10:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T10:09:50+02:00 Bucharest,23.799999237060547°C
2025-01-15T10:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T10:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T10:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T11:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T11:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T11:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T11:39:51+02:00 Bucharest,23.299999237060547°C
2025-01-15T11:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-15T11:59:51+02:00 Bucharest,23.200000762939453°C
2025-01-15T12:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-15T12:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-15T12:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-15T12:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-15T12:49:51+02:00 Bucharest,22.899999618530273°C
2025-01-15T13:00:00+02:00 Bucharest,22.899999618530273°C
2025-01-15T13:15:00+02:00 Bucharest,22.899999618530273°C
2025-01-15T13:29:51+02:00 Bucharest,23.200000762939453°C
2025-01-15T13:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-15T13:39:51+02:00 Bucharest,23.399999618530273°C
2025-01-15T13:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T13:49:52+02:00 Bucharest,23.5°C
2025-01-15T13:59:51+02:00 Bucharest,23.600000381469727°C
2025-01-15T14:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T14:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T14:29:47+02:00 Bucharest,23.5°C
2025-01-15T14:30:00+02:00 Bucharest,23.5°C
2025-01-15T14:45:00+02:00 Bucharest,23.5°C
2025-01-15T14:59:48+02:00 Bucharest,23.399999618530273°C
2025-01-15T15:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T15:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T15:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-15T15:39:47+02:00 Bucharest,23.100000381469727°C
2025-01-15T15:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-15T15:59:48+02:00 Bucharest,23°C
2025-01-15T16:00:00+02:00 Bucharest,23°C
2025-01-15T16:15:00+02:00 Bucharest,23°C
2025-01-15T16:29:48+02:00 Bucharest,22.899999618530273°C
2025-01-15T16:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-15T16:45:00+02:00 Bucharest,22.899999618530273°C
2025-01-15T17:00:00+02:00 Bucharest,22.799999237060547°C
2025-01-15T17:15:00+02:00 Bucharest,22.799999237060547°C
2025-01-15T17:19:48+02:00 Bucharest,23°C
2025-01-15T17:30:00+02:00 Bucharest,23°C
2025-01-15T17:45:00+02:00 Bucharest,23°C
2025-01-15T18:00:00+02:00 Bucharest,23°C
2025-01-15T18:15:00+02:00 Bucharest,23°C
2025-01-15T18:30:00+02:00 Bucharest,23°C
2025-01-15T18:39:48+02:00 Bucharest,23.600000381469727°C
2025-01-15T18:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T19:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T19:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T19:29:48+02:00 Bucharest,23.299999237060547°C
2025-01-15T19:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-15T19:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-15T19:49:48+02:00 Bucharest,23.200000762939453°C
2025-01-15T20:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-15T20:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-15T20:19:48+02:00 Bucharest,23°C
2025-01-15T20:30:00+02:00 Bucharest,23°C
2025-01-15T20:45:00+02:00 Bucharest,23°C
2025-01-15T20:59:48+02:00 Bucharest,22.799999237060547°C
2025-01-15T21:00:00+02:00 Bucharest,22.799999237060547°C
2025-01-15T21:15:00+02:00 Bucharest,22.799999237060547°C
2025-01-15T21:30:00+02:00 Bucharest,22.799999237060547°C
2025-01-15T21:39:48+02:00 Bucharest,22.600000381469727°C
2025-01-15T21:45:00+02:00 Bucharest,22.600000381469727°C
2025-01-15T22:00:00+02:00 Bucharest,22.600000381469727°C
2025-01-15T22:15:00+02:00 Bucharest,22.600000381469727°C
2025-01-15T22:30:00+02:00 Bucharest,22.600000381469727°C
2025-01-15T22:39:48+02:00 Bucharest,23.100000381469727°C
2025-01-15T22:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-15T22:49:48+02:00 Bucharest,23.5°C
2025-01-15T22:59:48+02:00 Bucharest,23.799999237060547°C
2025-01-15T23:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T23:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T23:19:48+02:00 Bucharest,24.200000762939453°C
2025-01-15T23:29:48+02:00 Bucharest,24.299999237060547°C
2025-01-15T23:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-15T23:45:00+02:00 Bucharest,24.399999618530273°C
2025-01-16T00:00:00+02:00 Bucharest,24.399999618530273°C
2025-01-16T00:15:00+02:00 Bucharest,24.399999618530273°C
