ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" mod:2024-04-12T14:41:37.947Z hisSize:33838 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b90-ac30c77f "Site B Room 5" lorawanPoint amSensorAM107ModelId:"_amSensorAM107_point:humidity" point maxVal:100 his minVal:0 disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab104-e21f5c37 "5 AQ" humidity navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" id:@p:linkEdge:r:2d9ab104-07cee7e3 "Site B Room 5 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2025-09-28T11:00:00+03:00 Bucharest hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" unit:"%RH" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-02-10T06:10:17+02:00 Bucharest,39%RH
2025-02-10T06:15:00+02:00 Bucharest,39%RH
2025-02-10T06:30:00+02:00 Bucharest,39%RH
2025-02-10T06:45:00+02:00 Bucharest,39%RH
2025-02-10T07:00:00+02:00 Bucharest,39%RH
2025-02-10T07:01:00+02:00 Bucharest,38.5%RH
2025-02-10T07:15:00+02:00 Bucharest,38.5%RH
2025-02-10T07:30:00+02:00 Bucharest,38.5%RH
2025-02-10T07:40:18+02:00 Bucharest,38%RH
2025-02-10T07:45:00+02:00 Bucharest,38%RH
2025-02-10T08:00:00+02:00 Bucharest,38%RH
2025-02-10T08:15:00+02:00 Bucharest,38%RH
2025-02-10T08:30:00+02:00 Bucharest,38%RH
2025-02-10T08:40:18+02:00 Bucharest,37.5%RH
2025-02-10T08:45:00+02:00 Bucharest,37.5%RH
2025-02-10T08:50:18+02:00 Bucharest,38%RH
2025-02-10T09:00:00+02:00 Bucharest,38%RH
2025-02-10T09:15:00+02:00 Bucharest,38%RH
2025-02-10T09:30:00+02:00 Bucharest,38%RH
2025-02-10T09:45:00+02:00 Bucharest,38%RH
2025-02-10T10:00:00+02:00 Bucharest,38%RH
2025-02-10T10:15:00+02:00 Bucharest,38%RH
2025-02-10T10:30:00+02:00 Bucharest,38%RH
2025-02-10T10:40:18+02:00 Bucharest,37.5%RH
2025-02-10T10:45:00+02:00 Bucharest,37.5%RH
2025-02-10T11:00:00+02:00 Bucharest,37.5%RH
2025-02-10T11:15:00+02:00 Bucharest,37.5%RH
2025-02-10T11:30:00+02:00 Bucharest,37.5%RH
2025-02-10T11:45:00+02:00 Bucharest,37.5%RH
2025-02-10T12:00:00+02:00 Bucharest,37.5%RH
2025-02-10T12:15:00+02:00 Bucharest,37.5%RH
2025-02-10T12:30:00+02:00 Bucharest,37.5%RH
2025-02-10T12:45:00+02:00 Bucharest,37.5%RH
2025-02-10T13:00:00+02:00 Bucharest,37.5%RH
2025-02-10T13:15:00+02:00 Bucharest,37.5%RH
2025-02-10T13:30:00+02:00 Bucharest,37.5%RH
2025-02-10T13:45:00+02:00 Bucharest,37.5%RH
2025-02-10T14:00:00+02:00 Bucharest,37.5%RH
2025-02-10T14:01:00+02:00 Bucharest,36.5%RH
2025-02-10T14:15:00+02:00 Bucharest,36.5%RH
2025-02-10T14:20:17+02:00 Bucharest,36%RH
2025-02-10T14:30:00+02:00 Bucharest,36%RH
2025-02-10T14:45:00+02:00 Bucharest,36%RH
2025-02-10T15:00:00+02:00 Bucharest,36%RH
2025-02-10T15:01:00+02:00 Bucharest,36.5%RH
2025-02-10T15:15:00+02:00 Bucharest,36.5%RH
2025-02-10T15:30:00+02:00 Bucharest,36.5%RH
2025-02-10T15:45:00+02:00 Bucharest,36.5%RH
2025-02-10T16:00:00+02:00 Bucharest,36.5%RH
2025-02-10T16:15:00+02:00 Bucharest,36.5%RH
2025-02-10T16:20:17+02:00 Bucharest,37.5%RH
2025-02-10T16:30:00+02:00 Bucharest,37.5%RH
2025-02-10T16:45:00+02:00 Bucharest,37.5%RH
2025-02-10T17:00:00+02:00 Bucharest,37.5%RH
2025-02-10T17:10:18+02:00 Bucharest,39%RH
2025-02-10T17:15:00+02:00 Bucharest,39%RH
2025-02-10T17:20:17+02:00 Bucharest,39.5%RH
2025-02-10T17:30:00+02:00 Bucharest,39.5%RH
2025-02-10T17:45:00+02:00 Bucharest,39.5%RH
2025-02-10T18:00:00+02:00 Bucharest,39.5%RH
2025-02-10T18:01:00+02:00 Bucharest,39%RH
2025-02-10T18:15:00+02:00 Bucharest,39%RH
2025-02-10T18:30:00+02:00 Bucharest,39%RH
2025-02-10T18:45:00+02:00 Bucharest,39%RH
2025-02-10T19:00:00+02:00 Bucharest,39%RH
2025-02-10T19:15:00+02:00 Bucharest,39%RH
2025-02-10T19:20:17+02:00 Bucharest,38.5%RH
2025-02-10T19:30:00+02:00 Bucharest,38.5%RH
2025-02-10T19:45:00+02:00 Bucharest,38.5%RH
2025-02-10T20:00:00+02:00 Bucharest,38.5%RH
2025-02-10T20:10:18+02:00 Bucharest,39%RH
2025-02-10T20:15:00+02:00 Bucharest,39%RH
2025-02-10T20:20:17+02:00 Bucharest,39.5%RH
2025-02-10T20:30:00+02:00 Bucharest,39.5%RH
2025-02-10T20:40:18+02:00 Bucharest,40.5%RH
2025-02-10T20:45:00+02:00 Bucharest,40.5%RH
2025-02-10T21:00:00+02:00 Bucharest,40.5%RH
2025-02-10T21:15:00+02:00 Bucharest,40.5%RH
2025-02-10T21:20:18+02:00 Bucharest,42.5%RH
2025-02-10T21:30:00+02:00 Bucharest,42.5%RH
2025-02-10T21:31:00+02:00 Bucharest,42%RH
2025-02-10T21:45:00+02:00 Bucharest,42%RH
2025-02-10T22:00:00+02:00 Bucharest,42%RH
2025-02-10T22:10:17+02:00 Bucharest,41%RH
2025-02-10T22:15:00+02:00 Bucharest,41%RH
2025-02-10T22:20:17+02:00 Bucharest,41.5%RH
2025-02-10T22:30:00+02:00 Bucharest,41.5%RH
2025-02-10T22:45:00+02:00 Bucharest,41.5%RH
2025-02-10T23:00:00+02:00 Bucharest,41.5%RH
2025-02-10T23:01:00+02:00 Bucharest,42%RH
2025-02-10T23:15:00+02:00 Bucharest,42%RH
2025-02-10T23:20:17+02:00 Bucharest,41.5%RH
2025-02-10T23:30:00+02:00 Bucharest,41.5%RH
2025-02-10T23:31:00+02:00 Bucharest,41%RH
2025-02-10T23:45:00+02:00 Bucharest,41%RH
2025-02-11T00:00:00+02:00 Bucharest,41%RH
2025-02-11T00:01:00+02:00 Bucharest,40.5%RH
2025-02-11T00:15:00+02:00 Bucharest,40.5%RH
2025-02-11T00:30:00+02:00 Bucharest,40.5%RH
2025-02-11T00:40:17+02:00 Bucharest,41%RH
2025-02-11T00:45:00+02:00 Bucharest,41%RH
2025-02-11T01:00:00+02:00 Bucharest,41%RH
2025-02-11T01:15:00+02:00 Bucharest,41%RH
2025-02-11T01:20:17+02:00 Bucharest,41.5%RH
2025-02-11T01:30:00+02:00 Bucharest,41.5%RH
2025-02-11T01:31:00+02:00 Bucharest,41%RH
2025-02-11T01:45:00+02:00 Bucharest,41%RH
2025-02-11T02:00:00+02:00 Bucharest,41%RH
2025-02-11T02:01:00+02:00 Bucharest,40.5%RH
2025-02-11T02:15:00+02:00 Bucharest,40.5%RH
2025-02-11T02:30:00+02:00 Bucharest,40.5%RH
2025-02-11T02:40:18+02:00 Bucharest,40%RH
2025-02-11T02:45:00+02:00 Bucharest,40%RH
2025-02-11T03:00:00+02:00 Bucharest,40%RH
2025-02-11T03:15:00+02:00 Bucharest,40%RH
2025-02-11T03:20:17+02:00 Bucharest,39%RH
2025-02-11T03:30:00+02:00 Bucharest,39%RH
2025-02-11T03:45:00+02:00 Bucharest,39%RH
2025-02-11T03:50:17+02:00 Bucharest,38.5%RH
2025-02-11T04:00:00+02:00 Bucharest,38.5%RH
2025-02-11T04:01:00+02:00 Bucharest,39%RH
2025-02-11T04:15:00+02:00 Bucharest,39%RH
2025-02-11T04:30:00+02:00 Bucharest,39%RH
2025-02-11T04:45:00+02:00 Bucharest,39%RH
2025-02-11T05:00:00+02:00 Bucharest,39%RH
2025-02-11T05:15:00+02:00 Bucharest,39%RH
2025-02-11T05:30:00+02:00 Bucharest,39%RH
2025-02-11T05:45:00+02:00 Bucharest,39%RH
2025-02-11T06:00:00+02:00 Bucharest,39%RH
2025-02-11T06:15:00+02:00 Bucharest,39%RH
2025-02-11T06:30:00+02:00 Bucharest,39%RH
2025-02-11T06:45:00+02:00 Bucharest,39%RH
2025-02-11T07:00:00+02:00 Bucharest,39%RH
2025-02-11T07:15:00+02:00 Bucharest,39%RH
2025-02-11T07:30:00+02:00 Bucharest,39%RH
2025-02-11T07:31:00+02:00 Bucharest,38.5%RH
2025-02-11T07:45:00+02:00 Bucharest,38.5%RH
2025-02-11T08:00:00+02:00 Bucharest,38.5%RH
2025-02-11T08:01:00+02:00 Bucharest,37%RH
2025-02-11T08:15:00+02:00 Bucharest,37%RH
2025-02-11T08:30:00+02:00 Bucharest,37%RH
2025-02-11T08:31:00+02:00 Bucharest,36.5%RH
2025-02-11T08:45:00+02:00 Bucharest,36.5%RH
2025-02-11T08:50:17+02:00 Bucharest,36%RH
2025-02-11T09:00:00+02:00 Bucharest,36%RH
2025-02-11T09:15:00+02:00 Bucharest,36%RH
2025-02-11T09:30:00+02:00 Bucharest,36%RH
2025-02-11T09:45:00+02:00 Bucharest,36%RH
2025-02-11T10:00:00+02:00 Bucharest,36%RH
2025-02-11T10:15:00+02:00 Bucharest,36%RH
2025-02-11T10:30:00+02:00 Bucharest,36%RH
2025-02-11T10:40:17+02:00 Bucharest,35.5%RH
2025-02-11T10:45:00+02:00 Bucharest,35.5%RH
2025-02-11T11:00:00+02:00 Bucharest,35.5%RH
2025-02-11T11:15:00+02:00 Bucharest,35.5%RH
2025-02-11T11:30:00+02:00 Bucharest,35.5%RH
2025-02-11T11:45:00+02:00 Bucharest,35.5%RH
2025-02-11T12:00:00+02:00 Bucharest,35.5%RH
2025-02-11T12:15:00+02:00 Bucharest,35.5%RH
2025-02-11T12:30:00+02:00 Bucharest,35.5%RH
2025-02-11T12:31:00+02:00 Bucharest,36.5%RH
2025-02-11T12:45:00+02:00 Bucharest,36.5%RH
2025-02-11T13:00:00+02:00 Bucharest,36.5%RH
2025-02-11T13:15:00+02:00 Bucharest,36.5%RH
2025-02-11T13:30:00+02:00 Bucharest,36.5%RH
2025-02-11T13:45:00+02:00 Bucharest,36.5%RH
2025-02-11T13:50:17+02:00 Bucharest,37.5%RH
2025-02-11T14:00:00+02:00 Bucharest,37.5%RH
2025-02-11T14:01:00+02:00 Bucharest,38%RH
2025-02-11T14:15:00+02:00 Bucharest,38%RH
2025-02-11T14:30:00+02:00 Bucharest,38%RH
2025-02-11T14:40:17+02:00 Bucharest,37%RH
2025-02-11T14:45:00+02:00 Bucharest,37%RH
2025-02-11T15:00:00+02:00 Bucharest,37%RH
2025-02-11T15:15:00+02:00 Bucharest,37%RH
2025-02-11T15:30:00+02:00 Bucharest,37%RH
2025-02-11T15:40:17+02:00 Bucharest,37.5%RH
2025-02-11T15:45:00+02:00 Bucharest,37.5%RH
2025-02-11T15:50:16+02:00 Bucharest,38%RH
2025-02-11T16:00:00+02:00 Bucharest,38%RH
2025-02-11T16:15:00+02:00 Bucharest,38%RH
2025-02-11T16:30:00+02:00 Bucharest,38%RH
2025-02-11T16:31:00+02:00 Bucharest,39%RH
2025-02-11T16:45:00+02:00 Bucharest,39%RH
2025-02-11T16:50:17+02:00 Bucharest,39.5%RH
2025-02-11T17:00:00+02:00 Bucharest,39.5%RH
2025-02-11T17:15:00+02:00 Bucharest,39.5%RH
2025-02-11T17:30:00+02:00 Bucharest,39.5%RH
2025-02-11T17:45:00+02:00 Bucharest,39.5%RH
2025-02-11T18:00:00+02:00 Bucharest,39.5%RH
2025-02-11T18:10:17+02:00 Bucharest,40%RH
2025-02-11T18:15:00+02:00 Bucharest,40%RH
2025-02-11T18:30:00+02:00 Bucharest,40%RH
2025-02-11T18:45:00+02:00 Bucharest,40%RH
2025-02-11T19:00:00+02:00 Bucharest,40%RH
2025-02-11T19:01:00+02:00 Bucharest,39.5%RH
2025-02-11T19:15:00+02:00 Bucharest,39.5%RH
2025-02-11T19:30:00+02:00 Bucharest,39.5%RH
2025-02-11T19:31:00+02:00 Bucharest,39%RH
2025-02-11T19:45:00+02:00 Bucharest,39%RH
2025-02-11T20:00:00+02:00 Bucharest,39%RH
2025-02-11T20:15:00+02:00 Bucharest,39%RH
2025-02-11T20:30:00+02:00 Bucharest,39%RH
2025-02-11T20:40:16+02:00 Bucharest,38.5%RH
2025-02-11T20:45:00+02:00 Bucharest,38.5%RH
2025-02-11T21:00:00+02:00 Bucharest,38.5%RH
2025-02-11T21:15:00+02:00 Bucharest,38.5%RH
2025-02-11T21:30:00+02:00 Bucharest,38.5%RH
2025-02-11T21:31:00+02:00 Bucharest,39.5%RH
2025-02-11T21:45:00+02:00 Bucharest,39.5%RH
2025-02-11T22:00:00+02:00 Bucharest,39.5%RH
2025-02-11T22:01:00+02:00 Bucharest,39%RH
2025-02-11T22:15:00+02:00 Bucharest,39%RH
2025-02-11T22:30:00+02:00 Bucharest,39%RH
2025-02-11T22:45:00+02:00 Bucharest,39%RH
2025-02-11T22:50:17+02:00 Bucharest,38.5%RH
2025-02-11T23:00:00+02:00 Bucharest,38.5%RH
2025-02-11T23:15:00+02:00 Bucharest,38.5%RH
2025-02-11T23:30:00+02:00 Bucharest,38.5%RH
2025-02-11T23:40:16+02:00 Bucharest,39.5%RH
2025-02-11T23:45:00+02:00 Bucharest,39.5%RH
2025-02-12T00:00:00+02:00 Bucharest,39.5%RH
2025-02-12T00:15:00+02:00 Bucharest,39.5%RH
2025-02-12T00:30:00+02:00 Bucharest,39.5%RH
2025-02-12T00:45:00+02:00 Bucharest,39.5%RH
2025-02-12T01:00:00+02:00 Bucharest,39.5%RH
2025-02-12T01:15:00+02:00 Bucharest,39.5%RH
2025-02-12T01:30:00+02:00 Bucharest,39.5%RH
2025-02-12T01:31:00+02:00 Bucharest,40%RH
2025-02-12T01:45:00+02:00 Bucharest,40%RH
2025-02-12T02:00:00+02:00 Bucharest,40%RH
2025-02-12T02:01:00+02:00 Bucharest,39.5%RH
2025-02-12T02:15:00+02:00 Bucharest,39.5%RH
2025-02-12T02:30:00+02:00 Bucharest,39.5%RH
2025-02-12T02:31:00+02:00 Bucharest,39%RH
2025-02-12T02:45:00+02:00 Bucharest,39%RH
2025-02-12T02:50:17+02:00 Bucharest,38.5%RH
2025-02-12T03:00:00+02:00 Bucharest,38.5%RH
2025-02-12T03:01:00+02:00 Bucharest,39%RH
2025-02-12T03:15:00+02:00 Bucharest,39%RH
2025-02-12T03:30:00+02:00 Bucharest,39%RH
2025-02-12T03:45:00+02:00 Bucharest,39%RH
2025-02-12T04:00:00+02:00 Bucharest,39%RH
2025-02-12T04:10:17+02:00 Bucharest,38.5%RH
2025-02-12T04:15:00+02:00 Bucharest,38.5%RH
2025-02-12T04:30:00+02:00 Bucharest,38.5%RH
2025-02-12T04:45:00+02:00 Bucharest,38.5%RH
2025-02-12T05:00:00+02:00 Bucharest,38.5%RH
2025-02-12T05:01:00+02:00 Bucharest,39%RH
2025-02-12T05:15:00+02:00 Bucharest,39%RH
2025-02-12T05:20:17+02:00 Bucharest,38.5%RH
2025-02-12T05:30:00+02:00 Bucharest,38.5%RH
2025-02-12T05:40:16+02:00 Bucharest,38%RH
2025-02-12T05:45:00+02:00 Bucharest,38%RH
2025-02-12T06:00:00+02:00 Bucharest,38%RH
2025-02-12T06:01:00+02:00 Bucharest,37.5%RH
2025-02-12T06:15:00+02:00 Bucharest,37.5%RH
2025-02-12T06:30:00+02:00 Bucharest,37.5%RH
2025-02-12T06:45:00+02:00 Bucharest,37.5%RH
2025-02-12T07:00:00+02:00 Bucharest,37.5%RH
2025-02-12T07:15:00+02:00 Bucharest,37.5%RH
2025-02-12T07:20:16+02:00 Bucharest,36.5%RH
2025-02-12T07:30:00+02:00 Bucharest,36.5%RH
2025-02-12T07:45:00+02:00 Bucharest,36.5%RH
2025-02-12T08:00:00+02:00 Bucharest,36.5%RH
2025-02-12T08:15:00+02:00 Bucharest,36.5%RH
2025-02-12T08:30:00+02:00 Bucharest,36.5%RH
2025-02-12T08:45:00+02:00 Bucharest,36.5%RH
2025-02-12T08:50:17+02:00 Bucharest,36%RH
2025-02-12T09:00:00+02:00 Bucharest,36%RH
2025-02-12T09:15:00+02:00 Bucharest,36%RH
2025-02-12T09:20:17+02:00 Bucharest,35.5%RH
2025-02-12T09:30:00+02:00 Bucharest,35.5%RH
2025-02-12T09:45:00+02:00 Bucharest,35.5%RH
2025-02-12T10:00:00+02:00 Bucharest,35.5%RH
2025-02-12T10:15:00+02:00 Bucharest,35.5%RH
2025-02-12T10:30:00+02:00 Bucharest,35.5%RH
2025-02-12T10:45:00+02:00 Bucharest,35.5%RH
2025-02-12T10:50:16+02:00 Bucharest,36%RH
2025-02-12T11:00:00+02:00 Bucharest,36%RH
2025-02-12T11:15:00+02:00 Bucharest,36%RH
2025-02-12T11:30:00+02:00 Bucharest,36%RH
2025-02-12T11:31:00+02:00 Bucharest,37%RH
2025-02-12T11:45:00+02:00 Bucharest,37%RH
2025-02-12T12:00:00+02:00 Bucharest,37%RH
2025-02-12T12:10:17+02:00 Bucharest,36.5%RH
2025-02-12T12:15:00+02:00 Bucharest,36.5%RH
2025-02-12T12:30:00+02:00 Bucharest,36.5%RH
2025-02-12T12:40:16+02:00 Bucharest,36%RH
2025-02-12T12:45:00+02:00 Bucharest,36%RH
2025-02-12T13:00:00+02:00 Bucharest,36%RH
2025-02-12T13:10:16+02:00 Bucharest,35.5%RH
2025-02-12T13:15:00+02:00 Bucharest,35.5%RH
2025-02-12T13:30:00+02:00 Bucharest,35.5%RH
2025-02-12T13:31:00+02:00 Bucharest,35%RH
2025-02-12T13:45:00+02:00 Bucharest,35%RH
2025-02-12T13:50:16+02:00 Bucharest,35.5%RH
2025-02-12T14:00:00+02:00 Bucharest,35.5%RH
2025-02-12T14:15:00+02:00 Bucharest,35.5%RH
2025-02-12T14:20:16+02:00 Bucharest,36.5%RH
2025-02-12T14:30:00+02:00 Bucharest,36.5%RH
2025-02-12T14:31:00+02:00 Bucharest,37%RH
2025-02-12T14:45:00+02:00 Bucharest,37%RH
2025-02-12T14:50:16+02:00 Bucharest,37.5%RH
2025-02-12T15:00:00+02:00 Bucharest,37.5%RH
2025-02-12T15:15:00+02:00 Bucharest,37.5%RH
2025-02-12T15:20:16+02:00 Bucharest,38%RH
2025-02-12T15:30:00+02:00 Bucharest,38%RH
2025-02-12T15:45:00+02:00 Bucharest,38%RH
2025-02-12T16:00:00+02:00 Bucharest,38%RH
2025-02-12T16:15:00+02:00 Bucharest,38%RH
2025-02-12T16:20:17+02:00 Bucharest,38.5%RH
2025-02-12T16:30:00+02:00 Bucharest,38.5%RH
2025-02-12T16:45:00+02:00 Bucharest,38.5%RH
2025-02-12T17:00:00+02:00 Bucharest,38.5%RH
2025-02-12T17:01:00+02:00 Bucharest,38%RH
2025-02-12T17:15:00+02:00 Bucharest,38%RH
2025-02-12T17:20:17+02:00 Bucharest,38.5%RH
2025-02-12T17:30:00+02:00 Bucharest,38.5%RH
2025-02-12T17:31:00+02:00 Bucharest,38%RH
2025-02-12T17:40:16+02:00 Bucharest,37.5%RH
2025-02-12T17:45:00+02:00 Bucharest,37.5%RH
2025-02-12T18:00:00+02:00 Bucharest,37.5%RH
2025-02-12T18:01:00+02:00 Bucharest,38%RH
2025-02-12T18:10:16+02:00 Bucharest,38.5%RH
2025-02-12T18:15:00+02:00 Bucharest,38.5%RH
2025-02-12T18:30:00+02:00 Bucharest,38.5%RH
2025-02-12T18:31:00+02:00 Bucharest,39%RH
2025-02-12T18:45:00+02:00 Bucharest,39%RH
2025-02-12T18:50:16+02:00 Bucharest,38.5%RH
2025-02-12T19:00:00+02:00 Bucharest,38.5%RH
2025-02-12T19:15:00+02:00 Bucharest,38.5%RH
2025-02-12T19:20:16+02:00 Bucharest,39%RH
2025-02-12T19:30:00+02:00 Bucharest,39%RH
2025-02-12T19:31:00+02:00 Bucharest,39.5%RH
2025-02-12T19:40:17+02:00 Bucharest,40%RH
2025-02-12T19:45:00+02:00 Bucharest,40%RH
2025-02-12T20:00:00+02:00 Bucharest,40%RH
2025-02-12T20:01:00+02:00 Bucharest,40.5%RH
2025-02-12T20:10:17+02:00 Bucharest,42%RH
2025-02-12T20:15:00+02:00 Bucharest,42%RH
2025-02-12T20:20:16+02:00 Bucharest,41.5%RH
2025-02-12T20:30:00+02:00 Bucharest,41.5%RH
2025-02-12T20:31:00+02:00 Bucharest,41%RH
2025-02-12T20:40:17+02:00 Bucharest,40.5%RH
2025-02-12T20:45:00+02:00 Bucharest,40.5%RH
2025-02-12T20:50:16+02:00 Bucharest,40%RH
2025-02-12T21:00:00+02:00 Bucharest,40%RH
2025-02-12T21:01:00+02:00 Bucharest,39.5%RH
2025-02-12T21:15:00+02:00 Bucharest,39.5%RH
2025-02-12T21:30:00+02:00 Bucharest,39.5%RH
2025-02-12T21:31:00+02:00 Bucharest,40%RH
2025-02-12T21:40:16+02:00 Bucharest,39.5%RH
2025-02-12T21:45:00+02:00 Bucharest,39.5%RH
2025-02-12T22:00:00+02:00 Bucharest,39.5%RH
2025-02-12T22:01:00+02:00 Bucharest,39%RH
2025-02-12T22:10:16+02:00 Bucharest,38.5%RH
2025-02-12T22:15:00+02:00 Bucharest,38.5%RH
2025-02-12T22:30:00+02:00 Bucharest,38.5%RH
2025-02-12T22:45:00+02:00 Bucharest,38.5%RH
2025-02-12T23:00:00+02:00 Bucharest,38.5%RH
2025-02-12T23:10:16+02:00 Bucharest,39%RH
2025-02-12T23:15:00+02:00 Bucharest,39%RH
2025-02-12T23:30:00+02:00 Bucharest,39%RH
2025-02-12T23:31:00+02:00 Bucharest,39.5%RH
2025-02-12T23:45:00+02:00 Bucharest,39.5%RH
2025-02-12T23:50:16+02:00 Bucharest,40%RH
2025-02-13T00:00:00+02:00 Bucharest,40%RH
2025-02-13T00:15:00+02:00 Bucharest,40%RH
2025-02-13T00:30:00+02:00 Bucharest,40%RH
2025-02-13T00:40:17+02:00 Bucharest,39.5%RH
2025-02-13T00:45:00+02:00 Bucharest,39.5%RH
2025-02-13T00:50:16+02:00 Bucharest,40%RH
2025-02-13T01:00:00+02:00 Bucharest,40%RH
2025-02-13T01:01:00+02:00 Bucharest,39.5%RH
2025-02-13T01:15:00+02:00 Bucharest,39.5%RH
2025-02-13T01:30:00+02:00 Bucharest,39.5%RH
2025-02-13T01:31:00+02:00 Bucharest,39%RH
2025-02-13T01:40:17+02:00 Bucharest,39.5%RH
2025-02-13T01:45:00+02:00 Bucharest,39.5%RH
2025-02-13T01:50:17+02:00 Bucharest,39%RH
2025-02-13T02:00:00+02:00 Bucharest,39%RH
2025-02-13T02:15:00+02:00 Bucharest,39%RH
2025-02-13T02:20:17+02:00 Bucharest,38.5%RH
2025-02-13T02:30:00+02:00 Bucharest,38.5%RH
2025-02-13T02:40:16+02:00 Bucharest,38%RH
2025-02-13T02:45:00+02:00 Bucharest,38%RH
2025-02-13T03:00:00+02:00 Bucharest,38%RH
2025-02-13T03:01:00+02:00 Bucharest,37.5%RH
2025-02-13T03:15:00+02:00 Bucharest,37.5%RH
2025-02-13T03:30:00+02:00 Bucharest,37.5%RH
2025-02-13T03:45:00+02:00 Bucharest,37.5%RH
2025-02-13T04:00:00+02:00 Bucharest,37.5%RH
2025-02-13T04:15:00+02:00 Bucharest,37.5%RH
2025-02-13T04:30:00+02:00 Bucharest,37.5%RH
2025-02-13T04:45:00+02:00 Bucharest,37.5%RH
2025-02-13T05:00:00+02:00 Bucharest,37.5%RH
2025-02-13T05:15:00+02:00 Bucharest,37.5%RH
2025-02-13T05:20:16+02:00 Bucharest,37%RH
2025-02-13T05:30:00+02:00 Bucharest,37%RH
2025-02-13T05:45:00+02:00 Bucharest,37%RH
2025-02-13T06:00:00+02:00 Bucharest,37%RH
2025-02-13T06:01:00+02:00 Bucharest,36.5%RH
2025-02-13T06:15:00+02:00 Bucharest,36.5%RH
2025-02-13T06:20:16+02:00 Bucharest,36%RH
2025-02-13T06:30:00+02:00 Bucharest,36%RH
2025-02-13T06:45:00+02:00 Bucharest,36%RH
2025-02-13T07:00:00+02:00 Bucharest,36%RH
2025-02-13T07:15:00+02:00 Bucharest,36%RH
2025-02-13T07:20:17+02:00 Bucharest,35.5%RH
2025-02-13T07:30:00+02:00 Bucharest,35.5%RH
2025-02-13T07:45:00+02:00 Bucharest,35.5%RH
2025-02-13T08:00:00+02:00 Bucharest,35.5%RH
2025-02-13T08:15:00+02:00 Bucharest,35.5%RH
2025-02-13T08:30:00+02:00 Bucharest,35.5%RH
2025-02-13T08:45:00+02:00 Bucharest,35.5%RH
2025-02-13T09:00:00+02:00 Bucharest,35.5%RH
2025-02-13T09:01:00+02:00 Bucharest,35%RH
2025-02-13T09:15:00+02:00 Bucharest,35%RH
2025-02-13T09:30:00+02:00 Bucharest,35%RH
2025-02-13T09:40:16+02:00 Bucharest,34.5%RH
2025-02-13T09:45:00+02:00 Bucharest,34.5%RH
2025-02-13T10:00:00+02:00 Bucharest,34.5%RH
2025-02-13T10:10:17+02:00 Bucharest,35%RH
2025-02-13T10:15:00+02:00 Bucharest,35%RH
2025-02-13T10:30:00+02:00 Bucharest,35%RH
2025-02-13T10:45:00+02:00 Bucharest,35%RH
2025-02-13T11:00:00+02:00 Bucharest,35%RH
2025-02-13T11:01:00+02:00 Bucharest,35.5%RH
2025-02-13T11:15:00+02:00 Bucharest,35.5%RH
2025-02-13T11:30:00+02:00 Bucharest,35.5%RH
2025-02-13T11:45:00+02:00 Bucharest,35.5%RH
2025-02-13T11:50:17+02:00 Bucharest,35%RH
2025-02-13T12:00:00+02:00 Bucharest,35%RH
2025-02-13T12:15:00+02:00 Bucharest,35%RH
2025-02-13T12:30:00+02:00 Bucharest,35%RH
2025-02-13T12:45:00+02:00 Bucharest,35%RH
2025-02-13T12:50:16+02:00 Bucharest,34.5%RH
2025-02-13T13:00:00+02:00 Bucharest,34.5%RH
2025-02-13T13:15:00+02:00 Bucharest,34.5%RH
2025-02-13T13:30:00+02:00 Bucharest,34.5%RH
2025-02-13T13:45:00+02:00 Bucharest,34.5%RH
2025-02-13T14:00:00+02:00 Bucharest,34.5%RH
2025-02-13T14:15:00+02:00 Bucharest,34.5%RH
2025-02-13T14:30:00+02:00 Bucharest,34.5%RH
2025-02-13T14:40:17+02:00 Bucharest,35%RH
2025-02-13T14:45:00+02:00 Bucharest,35%RH
2025-02-13T15:00:00+02:00 Bucharest,35%RH
2025-02-13T15:01:00+02:00 Bucharest,35.5%RH
2025-02-13T15:15:00+02:00 Bucharest,35.5%RH
2025-02-13T15:30:00+02:00 Bucharest,35.5%RH
2025-02-13T15:45:00+02:00 Bucharest,35.5%RH
2025-02-13T16:00:00+02:00 Bucharest,35.5%RH
2025-02-13T16:01:00+02:00 Bucharest,36%RH
2025-02-13T16:15:00+02:00 Bucharest,36%RH
2025-02-13T16:30:00+02:00 Bucharest,36%RH
2025-02-13T16:45:00+02:00 Bucharest,36%RH
