ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" mod:2024-04-12T14:41:37.947Z hisSize:33838 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b90-ac30c77f "Site B Room 5" lorawanPoint amSensorAM107ModelId:"_amSensorAM107_point:humidity" point maxVal:100 his minVal:0 disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab104-e21f5c37 "5 AQ" humidity navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" id:@p:linkEdge:r:2d9ab104-07cee7e3 "Site B Room 5 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2025-09-28T11:00:00+03:00 Bucharest hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" unit:"%RH" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-01-22T08:45:00+02:00 Bucharest,39%RH
2025-01-22T09:00:00+02:00 Bucharest,39%RH
2025-01-22T09:15:00+02:00 Bucharest,39%RH
2025-01-22T09:30:00+02:00 Bucharest,39%RH
2025-01-22T09:45:00+02:00 Bucharest,39%RH
2025-01-22T10:00:00+02:00 Bucharest,39%RH
2025-01-22T10:15:00+02:00 Bucharest,39%RH
2025-01-22T10:30:00+02:00 Bucharest,39%RH
2025-01-22T10:40:17+02:00 Bucharest,39.5%RH
2025-01-22T10:45:00+02:00 Bucharest,39.5%RH
2025-01-22T11:00:00+02:00 Bucharest,39.5%RH
2025-01-22T11:15:00+02:00 Bucharest,39.5%RH
2025-01-22T11:30:00+02:00 Bucharest,39.5%RH
2025-01-22T11:45:00+02:00 Bucharest,39.5%RH
2025-01-22T12:00:00+02:00 Bucharest,39.5%RH
2025-01-22T12:01:00+02:00 Bucharest,39%RH
2025-01-22T12:15:00+02:00 Bucharest,39%RH
2025-01-22T12:30:00+02:00 Bucharest,39%RH
2025-01-22T12:45:00+02:00 Bucharest,39%RH
2025-01-22T13:00:00+02:00 Bucharest,39%RH
2025-01-22T13:15:00+02:00 Bucharest,39%RH
2025-01-22T13:30:00+02:00 Bucharest,39%RH
2025-01-22T13:45:00+02:00 Bucharest,39%RH
2025-01-22T14:00:00+02:00 Bucharest,39%RH
2025-01-22T14:15:00+02:00 Bucharest,39%RH
2025-01-22T14:20:17+02:00 Bucharest,39.5%RH
2025-01-22T14:30:00+02:00 Bucharest,39.5%RH
2025-01-22T14:40:17+02:00 Bucharest,40%RH
2025-01-22T14:45:00+02:00 Bucharest,40%RH
2025-01-22T15:00:00+02:00 Bucharest,40%RH
2025-01-22T15:10:17+02:00 Bucharest,40.5%RH
2025-01-22T15:15:00+02:00 Bucharest,40.5%RH
2025-01-22T15:30:00+02:00 Bucharest,40.5%RH
2025-01-22T15:31:00+02:00 Bucharest,41%RH
2025-01-22T15:45:00+02:00 Bucharest,41%RH
2025-01-22T16:00:00+02:00 Bucharest,41%RH
2025-01-22T16:10:24+02:00 Bucharest,41.5%RH
2025-01-22T16:15:00+02:00 Bucharest,41.5%RH
2025-01-22T16:30:00+02:00 Bucharest,41.5%RH
2025-01-22T16:45:00+02:00 Bucharest,41.5%RH
2025-01-22T16:50:17+02:00 Bucharest,42%RH
2025-01-22T17:00:00+02:00 Bucharest,42%RH
2025-01-22T17:15:00+02:00 Bucharest,42%RH
2025-01-22T17:30:00+02:00 Bucharest,42%RH
2025-01-22T17:40:17+02:00 Bucharest,42.5%RH
2025-01-22T17:45:00+02:00 Bucharest,42.5%RH
2025-01-22T18:00:00+02:00 Bucharest,42.5%RH
2025-01-22T18:15:00+02:00 Bucharest,42.5%RH
2025-01-22T18:20:16+02:00 Bucharest,43%RH
2025-01-22T18:30:00+02:00 Bucharest,43%RH
2025-01-22T18:40:17+02:00 Bucharest,42.5%RH
2025-01-22T18:45:00+02:00 Bucharest,42.5%RH
2025-01-22T19:00:00+02:00 Bucharest,42.5%RH
2025-01-22T19:15:00+02:00 Bucharest,42.5%RH
2025-01-22T19:20:17+02:00 Bucharest,40%RH
2025-01-22T19:30:00+02:00 Bucharest,40%RH
2025-01-22T19:40:24+02:00 Bucharest,41%RH
2025-01-22T19:45:00+02:00 Bucharest,41%RH
2025-01-22T20:00:00+02:00 Bucharest,41%RH
2025-01-22T20:15:00+02:00 Bucharest,41%RH
2025-01-22T20:30:00+02:00 Bucharest,41%RH
2025-01-22T20:45:00+02:00 Bucharest,41%RH
2025-01-22T20:50:17+02:00 Bucharest,41.5%RH
2025-01-22T21:00:00+02:00 Bucharest,41.5%RH
2025-01-22T21:15:00+02:00 Bucharest,41.5%RH
2025-01-22T21:30:00+02:00 Bucharest,41.5%RH
2025-01-22T21:45:00+02:00 Bucharest,41.5%RH
2025-01-22T22:00:00+02:00 Bucharest,41.5%RH
2025-01-22T22:15:00+02:00 Bucharest,41.5%RH
2025-01-22T22:20:17+02:00 Bucharest,42.5%RH
2025-01-22T22:30:00+02:00 Bucharest,42.5%RH
2025-01-22T22:45:00+02:00 Bucharest,42.5%RH
2025-01-22T23:00:00+02:00 Bucharest,42.5%RH
2025-01-22T23:15:00+02:00 Bucharest,42.5%RH
2025-01-22T23:30:00+02:00 Bucharest,42.5%RH
2025-01-22T23:40:16+02:00 Bucharest,42%RH
2025-01-22T23:45:00+02:00 Bucharest,42%RH
2025-01-23T00:00:00+02:00 Bucharest,42%RH
2025-01-23T00:15:00+02:00 Bucharest,42%RH
2025-01-23T00:30:00+02:00 Bucharest,42%RH
2025-01-23T00:45:00+02:00 Bucharest,42%RH
2025-01-23T01:00:00+02:00 Bucharest,42%RH
2025-01-23T01:15:00+02:00 Bucharest,42%RH
2025-01-23T01:30:00+02:00 Bucharest,42%RH
2025-01-23T01:45:00+02:00 Bucharest,42%RH
2025-01-23T01:50:17+02:00 Bucharest,42.5%RH
2025-01-23T02:00:00+02:00 Bucharest,42.5%RH
2025-01-23T02:15:00+02:00 Bucharest,42.5%RH
2025-01-23T02:30:00+02:00 Bucharest,42.5%RH
2025-01-23T02:45:00+02:00 Bucharest,42.5%RH
2025-01-23T02:50:17+02:00 Bucharest,43%RH
2025-01-23T03:00:00+02:00 Bucharest,43%RH
2025-01-23T03:15:00+02:00 Bucharest,43%RH
2025-01-23T03:30:00+02:00 Bucharest,43%RH
2025-01-23T03:45:00+02:00 Bucharest,43%RH
2025-01-23T04:00:00+02:00 Bucharest,43%RH
2025-01-23T04:15:00+02:00 Bucharest,43%RH
2025-01-23T04:30:00+02:00 Bucharest,43%RH
2025-01-23T04:45:00+02:00 Bucharest,43%RH
2025-01-23T05:00:00+02:00 Bucharest,43%RH
2025-01-23T05:01:00+02:00 Bucharest,42.5%RH
2025-01-23T05:15:00+02:00 Bucharest,42.5%RH
2025-01-23T05:20:17+02:00 Bucharest,42%RH
2025-01-23T05:30:00+02:00 Bucharest,42%RH
2025-01-23T05:45:00+02:00 Bucharest,42%RH
2025-01-23T05:50:17+02:00 Bucharest,41.5%RH
2025-01-23T06:00:00+02:00 Bucharest,41.5%RH
2025-01-23T06:10:17+02:00 Bucharest,41%RH
2025-01-23T06:15:00+02:00 Bucharest,41%RH
2025-01-23T06:30:00+02:00 Bucharest,41%RH
2025-01-23T06:45:00+02:00 Bucharest,41%RH
2025-01-23T07:00:00+02:00 Bucharest,41%RH
2025-01-23T07:15:00+02:00 Bucharest,41%RH
2025-01-23T07:30:00+02:00 Bucharest,41%RH
2025-01-23T07:31:00+02:00 Bucharest,40.5%RH
2025-01-23T07:45:00+02:00 Bucharest,40.5%RH
2025-01-23T08:00:00+02:00 Bucharest,40.5%RH
2025-01-23T08:15:00+02:00 Bucharest,40.5%RH
2025-01-23T08:30:00+02:00 Bucharest,40.5%RH
2025-01-23T08:45:00+02:00 Bucharest,40.5%RH
2025-01-23T09:00:00+02:00 Bucharest,40.5%RH
2025-01-23T09:15:00+02:00 Bucharest,40.5%RH
2025-01-23T09:30:00+02:00 Bucharest,40.5%RH
2025-01-23T09:31:00+02:00 Bucharest,40%RH
2025-01-23T09:45:00+02:00 Bucharest,40%RH
2025-01-23T10:00:00+02:00 Bucharest,40%RH
2025-01-23T10:10:17+02:00 Bucharest,39%RH
2025-01-23T10:15:00+02:00 Bucharest,39%RH
2025-01-23T10:30:00+02:00 Bucharest,39%RH
2025-01-23T10:45:00+02:00 Bucharest,39%RH
2025-01-23T11:00:00+02:00 Bucharest,39%RH
2025-01-23T11:15:00+02:00 Bucharest,39%RH
2025-01-23T11:30:00+02:00 Bucharest,39%RH
2025-01-23T11:45:00+02:00 Bucharest,39%RH
2025-01-23T12:00:00+02:00 Bucharest,39%RH
2025-01-23T12:15:00+02:00 Bucharest,39%RH
2025-01-23T12:30:00+02:00 Bucharest,39%RH
2025-01-23T12:31:00+02:00 Bucharest,39.5%RH
2025-01-23T12:45:00+02:00 Bucharest,39.5%RH
2025-01-23T13:00:00+02:00 Bucharest,39.5%RH
2025-01-23T13:15:00+02:00 Bucharest,39.5%RH
2025-01-23T13:30:00+02:00 Bucharest,39.5%RH
2025-01-23T13:45:00+02:00 Bucharest,39.5%RH
2025-01-23T14:00:00+02:00 Bucharest,39.5%RH
2025-01-23T14:10:16+02:00 Bucharest,40%RH
2025-01-23T14:15:00+02:00 Bucharest,40%RH
2025-01-23T14:30:00+02:00 Bucharest,40%RH
2025-01-23T14:45:00+02:00 Bucharest,40%RH
2025-01-23T15:00:00+02:00 Bucharest,40%RH
2025-01-23T15:01:00+02:00 Bucharest,40.5%RH
2025-01-23T15:15:00+02:00 Bucharest,40.5%RH
2025-01-23T15:30:00+02:00 Bucharest,40.5%RH
2025-01-23T15:31:00+02:00 Bucharest,41%RH
2025-01-23T15:45:00+02:00 Bucharest,41%RH
2025-01-23T15:50:16+02:00 Bucharest,41.5%RH
2025-01-23T16:00:00+02:00 Bucharest,41.5%RH
2025-01-23T16:01:00+02:00 Bucharest,42%RH
2025-01-23T16:15:00+02:00 Bucharest,42%RH
2025-01-23T16:30:00+02:00 Bucharest,42%RH
2025-01-23T16:45:00+02:00 Bucharest,42%RH
2025-01-23T17:00:00+02:00 Bucharest,42%RH
2025-01-23T17:15:00+02:00 Bucharest,42%RH
2025-01-23T17:30:00+02:00 Bucharest,42%RH
2025-01-23T17:31:00+02:00 Bucharest,43%RH
2025-01-23T17:45:00+02:00 Bucharest,43%RH
2025-01-23T18:00:00+02:00 Bucharest,43%RH
2025-01-23T18:15:00+02:00 Bucharest,43%RH
2025-01-23T18:30:00+02:00 Bucharest,43%RH
2025-01-23T18:45:00+02:00 Bucharest,43%RH
2025-01-23T19:00:00+02:00 Bucharest,43%RH
2025-01-23T19:01:00+02:00 Bucharest,44%RH
2025-01-23T19:10:17+02:00 Bucharest,43.5%RH
2025-01-23T19:15:00+02:00 Bucharest,43.5%RH
2025-01-23T19:30:00+02:00 Bucharest,43.5%RH
2025-01-23T19:45:00+02:00 Bucharest,43.5%RH
2025-01-23T19:50:17+02:00 Bucharest,43%RH
2025-01-23T20:00:00+02:00 Bucharest,43%RH
2025-01-23T20:01:00+02:00 Bucharest,43.5%RH
2025-01-23T20:15:00+02:00 Bucharest,43.5%RH
2025-01-23T20:20:17+02:00 Bucharest,43%RH
2025-01-23T20:30:00+02:00 Bucharest,43%RH
2025-01-23T20:45:00+02:00 Bucharest,43%RH
2025-01-23T20:50:16+02:00 Bucharest,42.5%RH
2025-01-23T21:00:00+02:00 Bucharest,42.5%RH
2025-01-23T21:15:00+02:00 Bucharest,42.5%RH
2025-01-23T21:30:00+02:00 Bucharest,42.5%RH
2025-01-23T21:31:00+02:00 Bucharest,43%RH
2025-01-23T21:45:00+02:00 Bucharest,43%RH
2025-01-23T22:00:00+02:00 Bucharest,43%RH
2025-01-23T22:15:00+02:00 Bucharest,43%RH
2025-01-23T22:30:00+02:00 Bucharest,43%RH
2025-01-23T22:45:00+02:00 Bucharest,43%RH
2025-01-23T23:00:00+02:00 Bucharest,43%RH
2025-01-23T23:10:16+02:00 Bucharest,43.5%RH
2025-01-23T23:15:00+02:00 Bucharest,43.5%RH
2025-01-23T23:30:00+02:00 Bucharest,43.5%RH
2025-01-23T23:31:00+02:00 Bucharest,44.5%RH
2025-01-23T23:45:00+02:00 Bucharest,44.5%RH
2025-01-23T23:50:16+02:00 Bucharest,45%RH
2025-01-24T00:00:00+02:00 Bucharest,45%RH
2025-01-24T00:15:00+02:00 Bucharest,45%RH
2025-01-24T00:30:00+02:00 Bucharest,45%RH
2025-01-24T00:45:00+02:00 Bucharest,45%RH
2025-01-24T01:00:00+02:00 Bucharest,45%RH
2025-01-24T01:01:00+02:00 Bucharest,44.5%RH
2025-01-24T01:15:00+02:00 Bucharest,44.5%RH
2025-01-24T01:30:00+02:00 Bucharest,44.5%RH
2025-01-24T01:31:00+02:00 Bucharest,45%RH
2025-01-24T01:40:16+02:00 Bucharest,44.5%RH
2025-01-24T01:45:00+02:00 Bucharest,44.5%RH
2025-01-24T01:50:16+02:00 Bucharest,45%RH
2025-01-24T02:00:00+02:00 Bucharest,45%RH
2025-01-24T02:10:16+02:00 Bucharest,44.5%RH
2025-01-24T02:15:00+02:00 Bucharest,44.5%RH
2025-01-24T02:30:00+02:00 Bucharest,44.5%RH
2025-01-24T02:40:16+02:00 Bucharest,45%RH
2025-01-24T02:45:00+02:00 Bucharest,45%RH
2025-01-24T03:00:00+02:00 Bucharest,45%RH
2025-01-24T03:15:00+02:00 Bucharest,45%RH
2025-01-24T03:30:00+02:00 Bucharest,45%RH
2025-01-24T03:31:00+02:00 Bucharest,44.5%RH
2025-01-24T03:40:16+02:00 Bucharest,44%RH
2025-01-24T03:45:00+02:00 Bucharest,44%RH
2025-01-24T04:00:00+02:00 Bucharest,44%RH
2025-01-24T04:10:17+02:00 Bucharest,43.5%RH
2025-01-24T04:15:00+02:00 Bucharest,43.5%RH
2025-01-24T04:30:00+02:00 Bucharest,43.5%RH
2025-01-24T04:45:00+02:00 Bucharest,43.5%RH
2025-01-24T04:50:17+02:00 Bucharest,43%RH
2025-01-24T05:00:00+02:00 Bucharest,43%RH
2025-01-24T05:15:00+02:00 Bucharest,43%RH
2025-01-24T05:30:00+02:00 Bucharest,43%RH
2025-01-24T05:45:00+02:00 Bucharest,43%RH
2025-01-24T06:00:00+02:00 Bucharest,43%RH
2025-01-24T06:15:00+02:00 Bucharest,43%RH
2025-01-24T06:30:00+02:00 Bucharest,43%RH
2025-01-24T06:40:16+02:00 Bucharest,43.5%RH
2025-01-24T06:45:00+02:00 Bucharest,43.5%RH
2025-01-24T07:00:00+02:00 Bucharest,43.5%RH
2025-01-24T07:15:00+02:00 Bucharest,43.5%RH
2025-01-24T07:30:00+02:00 Bucharest,43.5%RH
2025-01-24T07:45:00+02:00 Bucharest,43.5%RH
2025-01-24T08:00:00+02:00 Bucharest,43.5%RH
2025-01-24T08:15:00+02:00 Bucharest,43.5%RH
2025-01-24T08:20:17+02:00 Bucharest,44%RH
2025-01-24T08:30:00+02:00 Bucharest,44%RH
2025-01-24T08:45:00+02:00 Bucharest,44%RH
2025-01-24T09:00:00+02:00 Bucharest,44%RH
2025-01-24T09:15:00+02:00 Bucharest,44%RH
2025-01-24T09:30:00+02:00 Bucharest,44%RH
2025-01-24T09:31:00+02:00 Bucharest,43.5%RH
2025-01-24T09:45:00+02:00 Bucharest,43.5%RH
2025-01-24T10:00:00+02:00 Bucharest,43.5%RH
2025-01-24T10:10:17+02:00 Bucharest,43%RH
2025-01-24T10:15:00+02:00 Bucharest,43%RH
2025-01-24T10:30:00+02:00 Bucharest,43%RH
2025-01-24T10:40:16+02:00 Bucharest,42.5%RH
2025-01-24T10:45:00+02:00 Bucharest,42.5%RH
2025-01-24T11:00:00+02:00 Bucharest,42.5%RH
2025-01-24T11:15:00+02:00 Bucharest,42.5%RH
2025-01-24T11:30:00+02:00 Bucharest,42.5%RH
2025-01-24T11:45:00+02:00 Bucharest,42.5%RH
2025-01-24T12:00:00+02:00 Bucharest,42.5%RH
2025-01-24T12:15:00+02:00 Bucharest,42.5%RH
2025-01-24T12:30:00+02:00 Bucharest,42.5%RH
2025-01-24T12:45:00+02:00 Bucharest,42.5%RH
2025-01-24T13:00:00+02:00 Bucharest,42.5%RH
2025-01-24T13:15:00+02:00 Bucharest,42.5%RH
2025-01-24T13:30:00+02:00 Bucharest,42.5%RH
2025-01-24T13:45:00+02:00 Bucharest,42.5%RH
2025-01-24T14:00:00+02:00 Bucharest,42.5%RH
2025-01-24T14:15:00+02:00 Bucharest,42.5%RH
2025-01-24T14:30:00+02:00 Bucharest,42.5%RH
2025-01-24T14:45:00+02:00 Bucharest,42.5%RH
2025-01-24T15:00:00+02:00 Bucharest,42.5%RH
2025-01-24T15:15:00+02:00 Bucharest,42.5%RH
2025-01-24T15:30:00+02:00 Bucharest,42.5%RH
2025-01-24T15:45:00+02:00 Bucharest,42.5%RH
2025-01-24T16:00:00+02:00 Bucharest,42.5%RH
2025-01-24T16:15:00+02:00 Bucharest,42.5%RH
2025-01-24T16:30:00+02:00 Bucharest,42.5%RH
2025-01-24T16:45:00+02:00 Bucharest,42.5%RH
2025-01-24T17:00:00+02:00 Bucharest,42.5%RH
2025-01-24T17:15:00+02:00 Bucharest,42.5%RH
2025-01-24T17:30:00+02:00 Bucharest,42.5%RH
2025-01-24T17:31:00+02:00 Bucharest,43%RH
2025-01-24T17:45:00+02:00 Bucharest,43%RH
2025-01-24T18:00:00+02:00 Bucharest,43%RH
2025-01-24T18:15:00+02:00 Bucharest,43%RH
2025-01-24T18:30:00+02:00 Bucharest,43%RH
2025-01-24T18:45:00+02:00 Bucharest,43%RH
2025-01-24T19:00:00+02:00 Bucharest,43%RH
2025-01-24T19:15:00+02:00 Bucharest,43%RH
2025-01-24T19:30:00+02:00 Bucharest,43%RH
2025-01-24T19:45:00+02:00 Bucharest,43%RH
2025-01-24T20:00:00+02:00 Bucharest,43%RH
2025-01-24T20:01:00+02:00 Bucharest,42%RH
2025-01-24T20:15:00+02:00 Bucharest,42%RH
2025-01-24T20:30:00+02:00 Bucharest,42%RH
2025-01-24T20:45:00+02:00 Bucharest,42%RH
2025-01-24T21:00:00+02:00 Bucharest,42%RH
2025-01-24T21:01:00+02:00 Bucharest,41.5%RH
2025-01-24T21:15:00+02:00 Bucharest,41.5%RH
2025-01-24T21:30:00+02:00 Bucharest,41.5%RH
2025-01-24T21:45:00+02:00 Bucharest,41.5%RH
2025-01-24T22:00:00+02:00 Bucharest,41.5%RH
2025-01-24T22:10:16+02:00 Bucharest,44%RH
2025-01-24T22:15:00+02:00 Bucharest,44%RH
2025-01-24T22:30:00+02:00 Bucharest,44%RH
2025-01-24T22:45:00+02:00 Bucharest,44%RH
2025-01-24T22:50:16+02:00 Bucharest,44.5%RH
2025-01-24T23:00:00+02:00 Bucharest,44.5%RH
2025-01-24T23:10:16+02:00 Bucharest,45%RH
2025-01-24T23:15:00+02:00 Bucharest,45%RH
2025-01-24T23:30:00+02:00 Bucharest,45%RH
2025-01-24T23:45:00+02:00 Bucharest,45%RH
2025-01-25T00:00:00+02:00 Bucharest,45%RH
2025-01-25T00:01:00+02:00 Bucharest,46%RH
2025-01-25T00:15:00+02:00 Bucharest,46%RH
2025-01-25T00:30:00+02:00 Bucharest,46%RH
2025-01-25T00:31:00+02:00 Bucharest,46.5%RH
2025-01-25T00:40:16+02:00 Bucharest,47%RH
2025-01-25T00:45:00+02:00 Bucharest,47%RH
2025-01-25T01:00:00+02:00 Bucharest,47%RH
2025-01-25T01:15:00+02:00 Bucharest,47%RH
2025-01-25T01:30:00+02:00 Bucharest,47%RH
2025-01-25T01:45:00+02:00 Bucharest,47%RH
2025-01-25T02:00:00+02:00 Bucharest,47%RH
2025-01-25T02:15:00+02:00 Bucharest,47%RH
2025-01-25T02:20:16+02:00 Bucharest,47.5%RH
2025-01-25T02:30:00+02:00 Bucharest,47.5%RH
2025-01-25T02:45:00+02:00 Bucharest,47.5%RH
2025-01-25T03:00:00+02:00 Bucharest,47.5%RH
2025-01-25T03:01:00+02:00 Bucharest,47%RH
2025-01-25T03:15:00+02:00 Bucharest,47%RH
2025-01-25T03:30:00+02:00 Bucharest,47%RH
2025-01-25T03:45:00+02:00 Bucharest,47%RH
2025-01-25T03:50:18+02:00 Bucharest,46%RH
2025-01-25T04:00:00+02:00 Bucharest,46%RH
2025-01-25T04:01:00+02:00 Bucharest,45.5%RH
2025-01-25T04:15:00+02:00 Bucharest,45.5%RH
2025-01-25T04:30:00+02:00 Bucharest,45.5%RH
2025-01-25T04:31:00+02:00 Bucharest,45%RH
2025-01-25T04:45:00+02:00 Bucharest,45%RH
2025-01-25T04:50:18+02:00 Bucharest,44.5%RH
2025-01-25T05:00:00+02:00 Bucharest,44.5%RH
2025-01-25T05:15:00+02:00 Bucharest,44.5%RH
2025-01-25T05:30:00+02:00 Bucharest,44.5%RH
2025-01-25T05:40:18+02:00 Bucharest,45%RH
2025-01-25T05:45:00+02:00 Bucharest,45%RH
2025-01-25T06:00:00+02:00 Bucharest,45%RH
2025-01-25T06:15:00+02:00 Bucharest,45%RH
2025-01-25T06:30:00+02:00 Bucharest,45%RH
2025-01-25T06:45:00+02:00 Bucharest,45%RH
2025-01-25T07:00:00+02:00 Bucharest,45%RH
2025-01-25T07:15:00+02:00 Bucharest,45%RH
2025-01-25T07:30:00+02:00 Bucharest,45%RH
2025-01-25T07:45:00+02:00 Bucharest,45%RH
2025-01-25T08:00:00+02:00 Bucharest,45%RH
2025-01-25T08:10:17+02:00 Bucharest,45.5%RH
2025-01-25T08:15:00+02:00 Bucharest,45.5%RH
2025-01-25T08:30:00+02:00 Bucharest,45.5%RH
2025-01-25T08:45:00+02:00 Bucharest,45.5%RH
2025-01-25T09:00:00+02:00 Bucharest,45.5%RH
2025-01-25T09:15:00+02:00 Bucharest,45.5%RH
2025-01-25T09:30:00+02:00 Bucharest,45.5%RH
2025-01-25T09:45:00+02:00 Bucharest,45.5%RH
2025-01-25T09:50:18+02:00 Bucharest,45%RH
2025-01-25T10:00:00+02:00 Bucharest,45%RH
2025-01-25T10:15:00+02:00 Bucharest,45%RH
2025-01-25T10:30:00+02:00 Bucharest,45%RH
2025-01-25T10:40:17+02:00 Bucharest,44%RH
2025-01-25T10:45:00+02:00 Bucharest,44%RH
2025-01-25T11:00:00+02:00 Bucharest,44%RH
2025-01-25T11:01:00+02:00 Bucharest,45%RH
2025-01-25T11:15:00+02:00 Bucharest,45%RH
2025-01-25T11:30:00+02:00 Bucharest,45%RH
2025-01-25T11:45:00+02:00 Bucharest,45%RH
2025-01-25T11:50:17+02:00 Bucharest,44.5%RH
2025-01-25T12:00:00+02:00 Bucharest,44.5%RH
2025-01-25T12:15:00+02:00 Bucharest,44.5%RH
2025-01-25T12:30:00+02:00 Bucharest,44.5%RH
2025-01-25T12:45:00+02:00 Bucharest,44.5%RH
2025-01-25T12:50:18+02:00 Bucharest,45.5%RH
2025-01-25T13:00:00+02:00 Bucharest,45.5%RH
2025-01-25T13:10:18+02:00 Bucharest,46.5%RH
2025-01-25T13:15:00+02:00 Bucharest,46.5%RH
2025-01-25T13:30:00+02:00 Bucharest,46.5%RH
2025-01-25T13:31:00+02:00 Bucharest,47.5%RH
2025-01-25T13:45:00+02:00 Bucharest,47.5%RH
2025-01-25T14:00:00+02:00 Bucharest,47.5%RH
2025-01-25T14:01:00+02:00 Bucharest,48.5%RH
2025-01-25T14:10:17+02:00 Bucharest,49%RH
2025-01-25T14:15:00+02:00 Bucharest,49%RH
2025-01-25T14:30:00+02:00 Bucharest,49%RH
2025-01-25T14:45:00+02:00 Bucharest,49%RH
2025-01-25T15:00:00+02:00 Bucharest,49%RH
2025-01-25T15:15:00+02:00 Bucharest,49%RH
2025-01-25T15:30:00+02:00 Bucharest,49%RH
2025-01-25T15:31:00+02:00 Bucharest,48%RH
2025-01-25T15:45:00+02:00 Bucharest,48%RH
2025-01-25T16:00:00+02:00 Bucharest,48%RH
2025-01-25T16:15:00+02:00 Bucharest,48%RH
2025-01-25T16:30:00+02:00 Bucharest,48%RH
2025-01-25T16:45:00+02:00 Bucharest,48%RH
2025-01-25T17:00:00+02:00 Bucharest,48%RH
2025-01-25T17:15:00+02:00 Bucharest,48%RH
2025-01-25T17:30:00+02:00 Bucharest,48%RH
2025-01-25T17:40:18+02:00 Bucharest,47%RH
2025-01-25T17:45:00+02:00 Bucharest,47%RH
2025-01-25T18:00:00+02:00 Bucharest,47%RH
2025-01-25T18:15:00+02:00 Bucharest,47%RH
2025-01-25T18:30:00+02:00 Bucharest,47%RH
2025-01-25T18:40:18+02:00 Bucharest,47.5%RH
2025-01-25T18:45:00+02:00 Bucharest,47.5%RH
2025-01-25T19:00:00+02:00 Bucharest,47.5%RH
2025-01-25T19:15:00+02:00 Bucharest,47.5%RH
2025-01-25T19:30:00+02:00 Bucharest,47.5%RH
2025-01-25T19:45:00+02:00 Bucharest,47.5%RH
2025-01-25T20:00:00+02:00 Bucharest,47.5%RH
2025-01-25T20:15:00+02:00 Bucharest,47.5%RH
2025-01-25T20:30:00+02:00 Bucharest,47.5%RH
2025-01-25T20:40:18+02:00 Bucharest,47%RH
2025-01-25T20:45:00+02:00 Bucharest,47%RH
2025-01-25T21:00:00+02:00 Bucharest,47%RH
2025-01-25T21:15:00+02:00 Bucharest,47%RH
2025-01-25T21:30:00+02:00 Bucharest,47%RH
2025-01-25T21:45:00+02:00 Bucharest,47%RH
2025-01-25T21:50:18+02:00 Bucharest,47.5%RH
2025-01-25T22:00:00+02:00 Bucharest,47.5%RH
2025-01-25T22:15:00+02:00 Bucharest,47.5%RH
2025-01-25T22:30:00+02:00 Bucharest,47.5%RH
2025-01-25T22:45:00+02:00 Bucharest,47.5%RH
2025-01-25T22:50:18+02:00 Bucharest,48%RH
2025-01-25T23:00:00+02:00 Bucharest,48%RH
2025-01-25T23:15:00+02:00 Bucharest,48%RH
2025-01-25T23:30:00+02:00 Bucharest,48%RH
2025-01-25T23:31:00+02:00 Bucharest,47.5%RH
2025-01-25T23:45:00+02:00 Bucharest,47.5%RH
2025-01-26T00:00:00+02:00 Bucharest,47.5%RH
2025-01-26T00:15:00+02:00 Bucharest,47.5%RH
2025-01-26T00:30:00+02:00 Bucharest,47.5%RH
2025-01-26T00:40:18+02:00 Bucharest,47%RH
2025-01-26T00:45:00+02:00 Bucharest,47%RH
2025-01-26T01:00:00+02:00 Bucharest,47%RH
2025-01-26T01:15:00+02:00 Bucharest,47%RH
2025-01-26T01:30:00+02:00 Bucharest,47%RH
2025-01-26T01:45:00+02:00 Bucharest,47%RH
2025-01-26T02:00:00+02:00 Bucharest,47%RH
2025-01-26T02:10:17+02:00 Bucharest,47.5%RH
2025-01-26T02:15:00+02:00 Bucharest,47.5%RH
2025-01-26T02:30:00+02:00 Bucharest,47.5%RH
2025-01-26T02:45:00+02:00 Bucharest,47.5%RH
2025-01-26T03:00:00+02:00 Bucharest,47.5%RH
2025-01-26T03:01:00+02:00 Bucharest,47%RH
2025-01-26T03:15:00+02:00 Bucharest,47%RH
2025-01-26T03:20:17+02:00 Bucharest,46.5%RH
2025-01-26T03:30:00+02:00 Bucharest,46.5%RH
2025-01-26T03:45:00+02:00 Bucharest,46.5%RH
2025-01-26T04:00:00+02:00 Bucharest,46.5%RH
