ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" mod:2024-04-12T14:37:14.402Z hisSize:33462 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b90-ac30c77f "Site B Room 5" lorawanPoint curStatus:"unknown" amSensorAM107ModelId:"_amSensorAM107_point:temperature" point his disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab104-e21f5c37 "5 AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" id:@p:linkEdge:r:2d9ab104-dec225aa "Site B Room 5 AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2025-09-28T11:00:00+03:00 Bucharest temp hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" unit:"°C" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-01-13T07:01:00+02:00 Bucharest,24.200000762939453°C
2025-01-13T07:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-13T07:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-13T07:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-13T08:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-13T08:01:00+02:00 Bucharest,23.899999618530273°C
2025-01-13T08:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T08:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T08:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T08:50:17+02:00 Bucharest,23.299999237060547°C
2025-01-13T09:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T09:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T09:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T09:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T10:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T10:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T10:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T10:40:17+02:00 Bucharest,24.399999618530273°C
2025-01-13T10:45:00+02:00 Bucharest,24.399999618530273°C
2025-01-13T11:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-13T11:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-13T11:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-13T11:31:00+02:00 Bucharest,24.100000381469727°C
2025-01-13T11:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-13T12:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-13T12:10:16+02:00 Bucharest,23.700000762939453°C
2025-01-13T12:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T12:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T12:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-13T13:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-13T13:01:00+02:00 Bucharest,23.5°C
2025-01-13T13:15:00+02:00 Bucharest,23.5°C
2025-01-13T13:30:00+02:00 Bucharest,23.5°C
2025-01-13T13:40:17+02:00 Bucharest,23.600000381469727°C
2025-01-13T13:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-13T14:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-13T14:01:00+02:00 Bucharest,24.100000381469727°C
2025-01-13T14:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-13T14:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-13T14:31:00+02:00 Bucharest,24.5°C
2025-01-13T14:45:00+02:00 Bucharest,24.5°C
2025-01-13T14:50:17+02:00 Bucharest,24.399999618530273°C
2025-01-13T15:00:00+02:00 Bucharest,24.399999618530273°C
2025-01-13T15:10:16+02:00 Bucharest,24.200000762939453°C
2025-01-13T15:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-13T15:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-13T15:31:00+02:00 Bucharest,24°C
2025-01-13T15:45:00+02:00 Bucharest,24°C
2025-01-13T15:50:16+02:00 Bucharest,23.799999237060547°C
2025-01-13T16:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T16:10:17+02:00 Bucharest,23.5°C
2025-01-13T16:15:00+02:00 Bucharest,23.5°C
2025-01-13T16:20:16+02:00 Bucharest,23.399999618530273°C
2025-01-13T16:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T16:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-13T16:50:17+02:00 Bucharest,23.100000381469727°C
2025-01-13T17:00:00+02:00 Bucharest,23.100000381469727°C
2025-01-13T17:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-13T17:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-13T17:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-13T17:50:17+02:00 Bucharest,22.899999618530273°C
2025-01-13T18:00:00+02:00 Bucharest,22.899999618530273°C
2025-01-13T18:01:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T18:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T18:20:16+02:00 Bucharest,23.799999237060547°C
2025-01-13T18:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-13T18:40:17+02:00 Bucharest,24°C
2025-01-13T18:45:00+02:00 Bucharest,24°C
2025-01-13T19:00:00+02:00 Bucharest,24°C
2025-01-13T19:10:17+02:00 Bucharest,23.899999618530273°C
2025-01-13T19:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-13T19:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-13T19:31:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T19:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T20:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-13T20:10:16+02:00 Bucharest,23.299999237060547°C
2025-01-13T20:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-13T20:20:17+02:00 Bucharest,23.200000762939453°C
2025-01-13T20:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T20:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T21:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T21:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T21:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T21:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T22:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T22:01:00+02:00 Bucharest,23°C
2025-01-13T22:15:00+02:00 Bucharest,23°C
2025-01-13T22:20:16+02:00 Bucharest,22.899999618530273°C
2025-01-13T22:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-13T22:40:17+02:00 Bucharest,22.700000762939453°C
2025-01-13T22:45:00+02:00 Bucharest,22.700000762939453°C
2025-01-13T23:00:00+02:00 Bucharest,22.700000762939453°C
2025-01-13T23:01:00+02:00 Bucharest,22.799999237060547°C
2025-01-13T23:10:16+02:00 Bucharest,23.200000762939453°C
2025-01-13T23:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-13T23:20:17+02:00 Bucharest,23.5°C
2025-01-13T23:30:00+02:00 Bucharest,23.5°C
2025-01-13T23:31:00+02:00 Bucharest,23.899999618530273°C
2025-01-13T23:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T00:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T00:10:16+02:00 Bucharest,24.100000381469727°C
2025-01-14T00:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-14T00:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-14T00:31:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T00:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T00:50:16+02:00 Bucharest,23.700000762939453°C
2025-01-14T01:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-14T01:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T01:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T01:31:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T01:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T02:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T02:10:16+02:00 Bucharest,22.899999618530273°C
2025-01-14T02:15:00+02:00 Bucharest,22.899999618530273°C
2025-01-14T02:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-14T02:45:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T03:00:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T03:15:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T03:30:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T03:45:00+02:00 Bucharest,22.799999237060547°C
2025-01-14T03:50:16+02:00 Bucharest,24.299999237060547°C
2025-01-14T04:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T04:10:16+02:00 Bucharest,24.200000762939453°C
2025-01-14T04:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T04:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-14T04:40:17+02:00 Bucharest,24°C
2025-01-14T04:45:00+02:00 Bucharest,24°C
2025-01-14T05:00:00+02:00 Bucharest,24°C
2025-01-14T05:10:16+02:00 Bucharest,23.600000381469727°C
2025-01-14T05:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T05:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T05:31:00+02:00 Bucharest,23.399999618530273°C
2025-01-14T05:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-14T06:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-14T06:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-14T06:20:16+02:00 Bucharest,23.100000381469727°C
2025-01-14T06:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-14T06:31:00+02:00 Bucharest,23°C
2025-01-14T06:45:00+02:00 Bucharest,23°C
2025-01-14T07:00:00+02:00 Bucharest,23°C
2025-01-14T07:10:16+02:00 Bucharest,23.799999237060547°C
2025-01-14T07:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T07:20:16+02:00 Bucharest,24.100000381469727°C
2025-01-14T07:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-14T07:40:17+02:00 Bucharest,24.5°C
2025-01-14T07:45:00+02:00 Bucharest,24.5°C
2025-01-14T08:00:00+02:00 Bucharest,24.5°C
2025-01-14T08:01:00+02:00 Bucharest,24.399999618530273°C
2025-01-14T08:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T08:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T08:31:00+02:00 Bucharest,24.100000381469727°C
2025-01-14T08:40:16+02:00 Bucharest,24°C
2025-01-14T08:45:00+02:00 Bucharest,24°C
2025-01-14T08:50:17+02:00 Bucharest,23.799999237060547°C
2025-01-14T09:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T09:10:16+02:00 Bucharest,23.600000381469727°C
2025-01-14T09:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T09:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T09:31:00+02:00 Bucharest,23.5°C
2025-01-14T09:45:00+02:00 Bucharest,23.5°C
2025-01-14T10:00:00+02:00 Bucharest,23.5°C
2025-01-14T10:15:00+02:00 Bucharest,23.5°C
2025-01-14T10:30:00+02:00 Bucharest,23.5°C
2025-01-14T10:40:17+02:00 Bucharest,24.600000381469727°C
2025-01-14T10:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-14T11:00:00+02:00 Bucharest,24.600000381469727°C
2025-01-14T11:01:00+02:00 Bucharest,24.799999237060547°C
2025-01-14T11:15:00+02:00 Bucharest,24.799999237060547°C
2025-01-14T11:30:00+02:00 Bucharest,24.799999237060547°C
2025-01-14T11:31:00+02:00 Bucharest,24.700000762939453°C
2025-01-14T11:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-14T12:00:00+02:00 Bucharest,24.600000381469727°C
2025-01-14T12:01:00+02:00 Bucharest,24.399999618530273°C
2025-01-14T12:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T12:20:16+02:00 Bucharest,24.200000762939453°C
2025-01-14T12:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T12:40:16+02:00 Bucharest,23.899999618530273°C
2025-01-14T12:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T13:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T13:10:16+02:00 Bucharest,23.700000762939453°C
2025-01-14T13:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-14T13:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T13:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T14:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T14:10:16+02:00 Bucharest,23.299999237060547°C
2025-01-14T14:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T14:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T14:31:00+02:00 Bucharest,23.200000762939453°C
2025-01-14T14:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-14T15:00:00+02:00 Bucharest,23.100000381469727°C
2025-01-14T15:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-14T15:20:16+02:00 Bucharest,23°C
2025-01-14T15:30:00+02:00 Bucharest,23°C
2025-01-14T15:45:00+02:00 Bucharest,23°C
2025-01-14T16:00:00+02:00 Bucharest,23°C
2025-01-14T16:15:00+02:00 Bucharest,23°C
2025-01-14T16:30:00+02:00 Bucharest,23°C
2025-01-14T16:45:00+02:00 Bucharest,23°C
2025-01-14T17:00:00+02:00 Bucharest,23°C
2025-01-14T17:01:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T17:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-14T17:20:16+02:00 Bucharest,24.100000381469727°C
2025-01-14T17:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-14T17:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-14T18:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-14T18:10:16+02:00 Bucharest,24.299999237060547°C
2025-01-14T18:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-14T18:20:16+02:00 Bucharest,24.200000762939453°C
2025-01-14T18:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T18:40:16+02:00 Bucharest,24°C
2025-01-14T18:45:00+02:00 Bucharest,24°C
2025-01-14T19:00:00+02:00 Bucharest,24°C
2025-01-14T19:01:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T19:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T19:20:16+02:00 Bucharest,23.600000381469727°C
2025-01-14T19:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T19:31:00+02:00 Bucharest,23.5°C
2025-01-14T19:40:16+02:00 Bucharest,23.399999618530273°C
2025-01-14T19:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-14T20:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-14T20:10:16+02:00 Bucharest,23.200000762939453°C
2025-01-14T20:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-14T20:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-14T20:40:16+02:00 Bucharest,23°C
2025-01-14T20:45:00+02:00 Bucharest,23°C
2025-01-14T20:50:16+02:00 Bucharest,23.200000762939453°C
2025-01-14T21:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-14T21:10:16+02:00 Bucharest,24°C
2025-01-14T21:15:00+02:00 Bucharest,24°C
2025-01-14T21:30:00+02:00 Bucharest,24°C
2025-01-14T21:40:16+02:00 Bucharest,24.700000762939453°C
2025-01-14T21:45:00+02:00 Bucharest,24.700000762939453°C
2025-01-14T22:00:00+02:00 Bucharest,24.700000762939453°C
2025-01-14T22:10:16+02:00 Bucharest,24.5°C
2025-01-14T22:15:00+02:00 Bucharest,24.5°C
2025-01-14T22:20:16+02:00 Bucharest,24.399999618530273°C
2025-01-14T22:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-14T22:40:16+02:00 Bucharest,24.200000762939453°C
2025-01-14T22:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T23:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-14T23:01:00+02:00 Bucharest,23.899999618530273°C
2025-01-14T23:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T23:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-14T23:31:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T23:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-14T23:50:15+02:00 Bucharest,23.5°C
2025-01-15T00:00:00+02:00 Bucharest,23.5°C
2025-01-15T00:15:00+02:00 Bucharest,23.5°C
2025-01-15T00:30:00+02:00 Bucharest,23.5°C
2025-01-15T00:31:00+02:00 Bucharest,23.200000762939453°C
2025-01-15T00:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-15T01:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-15T01:01:00+02:00 Bucharest,23°C
2025-01-15T01:15:00+02:00 Bucharest,23°C
2025-01-15T01:20:16+02:00 Bucharest,22.899999618530273°C
2025-01-15T01:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-15T01:40:15+02:00 Bucharest,23°C
2025-01-15T01:45:00+02:00 Bucharest,23°C
2025-01-15T01:50:16+02:00 Bucharest,23.399999618530273°C
2025-01-15T02:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T02:01:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T02:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T02:20:16+02:00 Bucharest,24.399999618530273°C
2025-01-15T02:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-15T02:45:00+02:00 Bucharest,24.399999618530273°C
2025-01-15T02:50:15+02:00 Bucharest,24.600000381469727°C
2025-01-15T03:00:00+02:00 Bucharest,24.600000381469727°C
2025-01-15T03:10:16+02:00 Bucharest,24.399999618530273°C
2025-01-15T03:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-15T03:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-15T03:31:00+02:00 Bucharest,24.200000762939453°C
2025-01-15T03:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-15T04:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-15T04:01:00+02:00 Bucharest,23.899999618530273°C
2025-01-15T04:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-15T04:20:18+02:00 Bucharest,23.700000762939453°C
2025-01-15T04:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T04:40:18+02:00 Bucharest,23.5°C
2025-01-15T04:45:00+02:00 Bucharest,23.5°C
2025-01-15T05:00:00+02:00 Bucharest,23.5°C
2025-01-15T05:01:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T05:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T05:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-15T05:40:18+02:00 Bucharest,23.600000381469727°C
2025-01-15T05:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T06:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T06:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T06:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T06:31:00+02:00 Bucharest,24.600000381469727°C
2025-01-15T06:40:18+02:00 Bucharest,24.5°C
2025-01-15T06:45:00+02:00 Bucharest,24.5°C
2025-01-15T07:00:00+02:00 Bucharest,24.5°C
2025-01-15T07:15:00+02:00 Bucharest,24.5°C
2025-01-15T07:20:18+02:00 Bucharest,24.100000381469727°C
2025-01-15T07:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-15T07:31:00+02:00 Bucharest,24°C
2025-01-15T07:45:00+02:00 Bucharest,24°C
2025-01-15T08:00:00+02:00 Bucharest,24°C
2025-01-15T08:01:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T08:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T08:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T08:40:18+02:00 Bucharest,23.299999237060547°C
2025-01-15T08:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-15T09:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-15T09:10:18+02:00 Bucharest,23.5°C
2025-01-15T09:15:00+02:00 Bucharest,23.5°C
2025-01-15T09:20:17+02:00 Bucharest,23.799999237060547°C
2025-01-15T09:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T09:40:18+02:00 Bucharest,24.5°C
2025-01-15T09:45:00+02:00 Bucharest,24.5°C
2025-01-15T10:00:00+02:00 Bucharest,24.5°C
2025-01-15T10:15:00+02:00 Bucharest,24.5°C
2025-01-15T10:30:00+02:00 Bucharest,24.5°C
2025-01-15T10:45:00+02:00 Bucharest,24.5°C
2025-01-15T10:50:18+02:00 Bucharest,24.299999237060547°C
2025-01-15T11:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-15T11:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-15T11:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-15T11:40:18+02:00 Bucharest,23.899999618530273°C
2025-01-15T11:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-15T12:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-15T12:01:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T12:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T12:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T12:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T12:50:18+02:00 Bucharest,23.299999237060547°C
2025-01-15T13:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-15T13:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T13:20:18+02:00 Bucharest,24.100000381469727°C
2025-01-15T13:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-15T13:31:00+02:00 Bucharest,24.399999618530273°C
2025-01-15T13:40:18+02:00 Bucharest,24.600000381469727°C
2025-01-15T13:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-15T14:00:00+02:00 Bucharest,24.700000762939453°C
2025-01-15T14:15:00+02:00 Bucharest,24.700000762939453°C
2025-01-15T14:30:00+02:00 Bucharest,24.600000381469727°C
2025-01-15T14:31:00+02:00 Bucharest,24.5°C
2025-01-15T14:45:00+02:00 Bucharest,24.5°C
2025-01-15T15:00:00+02:00 Bucharest,24.5°C
2025-01-15T15:01:00+02:00 Bucharest,24.200000762939453°C
2025-01-15T15:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-15T15:20:17+02:00 Bucharest,24°C
2025-01-15T15:30:00+02:00 Bucharest,24°C
2025-01-15T15:40:18+02:00 Bucharest,23.799999237060547°C
2025-01-15T15:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T15:50:18+02:00 Bucharest,23.700000762939453°C
2025-01-15T16:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-15T16:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T16:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T16:40:18+02:00 Bucharest,23.5°C
2025-01-15T16:45:00+02:00 Bucharest,23.5°C
2025-01-15T17:00:00+02:00 Bucharest,23.5°C
2025-01-15T17:15:00+02:00 Bucharest,23.5°C
2025-01-15T17:20:18+02:00 Bucharest,24.100000381469727°C
2025-01-15T17:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-15T17:40:17+02:00 Bucharest,24.600000381469727°C
2025-01-15T17:45:00+02:00 Bucharest,24.600000381469727°C
2025-01-15T18:00:00+02:00 Bucharest,24.600000381469727°C
2025-01-15T18:15:00+02:00 Bucharest,24.600000381469727°C
2025-01-15T18:30:00+02:00 Bucharest,24.600000381469727°C
2025-01-15T18:31:00+02:00 Bucharest,24.5°C
2025-01-15T18:40:18+02:00 Bucharest,24.399999618530273°C
2025-01-15T18:45:00+02:00 Bucharest,24.399999618530273°C
2025-01-15T19:00:00+02:00 Bucharest,24.399999618530273°C
2025-01-15T19:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-15T19:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-15T19:31:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T19:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T20:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T20:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T20:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-15T20:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T21:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-15T21:01:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T21:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T21:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T21:40:18+02:00 Bucharest,23.399999618530273°C
2025-01-15T21:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T22:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-15T22:01:00+02:00 Bucharest,23.200000762939453°C
2025-01-15T22:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-15T22:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-15T22:31:00+02:00 Bucharest,23.600000381469727°C
2025-01-15T22:40:18+02:00 Bucharest,24.100000381469727°C
2025-01-15T22:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-15T22:50:18+02:00 Bucharest,24.399999618530273°C
2025-01-15T23:00:00+02:00 Bucharest,24.399999618530273°C
2025-01-15T23:01:00+02:00 Bucharest,24.700000762939453°C
2025-01-15T23:15:00+02:00 Bucharest,24.700000762939453°C
2025-01-15T23:20:18+02:00 Bucharest,24.799999237060547°C
2025-01-15T23:30:00+02:00 Bucharest,24.799999237060547°C
2025-01-15T23:40:17+02:00 Bucharest,24.700000762939453°C
2025-01-15T23:45:00+02:00 Bucharest,24.700000762939453°C
2025-01-16T00:00:00+02:00 Bucharest,24.700000762939453°C
2025-01-16T00:10:18+02:00 Bucharest,24.399999618530273°C
2025-01-16T00:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-16T00:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-16T00:40:18+02:00 Bucharest,24.100000381469727°C
2025-01-16T00:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-16T01:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-16T01:10:18+02:00 Bucharest,23.899999618530273°C
2025-01-16T01:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-16T01:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T01:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T02:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T02:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T02:20:18+02:00 Bucharest,23.5°C
2025-01-16T02:30:00+02:00 Bucharest,23.5°C
2025-01-16T02:31:00+02:00 Bucharest,23.399999618530273°C
2025-01-16T02:45:00+02:00 Bucharest,23.399999618530273°C
