ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:40:25.267Z hisSize:49272 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b8c-aab4b9e7 "Site B Room 2nca" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d9aaf5a-0aed8a0b "Site B Room 2 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:humidity" point curVal:44.5%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9aaf5a-8fb5e82f "2 AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-01-04T23:30:00+02:00 Bucharest,42.5%RH
2025-01-04T23:45:00+02:00 Bucharest,42.5%RH
2025-01-05T00:00:00+02:00 Bucharest,42.5%RH
2025-01-05T00:15:00+02:00 Bucharest,42.5%RH
2025-01-05T00:30:00+02:00 Bucharest,42.5%RH
2025-01-05T00:45:00+02:00 Bucharest,42.5%RH
2025-01-05T01:00:00+02:00 Bucharest,42.5%RH
2025-01-05T01:15:00+02:00 Bucharest,42.5%RH
2025-01-05T01:30:00+02:00 Bucharest,42.5%RH
2025-01-05T01:45:00+02:00 Bucharest,42.5%RH
2025-01-05T02:00:00+02:00 Bucharest,42.5%RH
2025-01-05T02:15:00+02:00 Bucharest,42.5%RH
2025-01-05T02:30:00+02:00 Bucharest,42.5%RH
2025-01-05T02:45:00+02:00 Bucharest,42.5%RH
2025-01-05T03:00:00+02:00 Bucharest,42.5%RH
2025-01-05T03:15:00+02:00 Bucharest,42.5%RH
2025-01-05T03:30:00+02:00 Bucharest,42.5%RH
2025-01-05T03:45:00+02:00 Bucharest,42.5%RH
2025-01-05T04:00:00+02:00 Bucharest,42.5%RH
2025-01-05T04:11:17+02:00 Bucharest,42%RH
2025-01-05T04:15:00+02:00 Bucharest,42%RH
2025-01-05T04:30:00+02:00 Bucharest,42%RH
2025-01-05T04:41:17+02:00 Bucharest,42.5%RH
2025-01-05T04:45:00+02:00 Bucharest,42.5%RH
2025-01-05T05:00:00+02:00 Bucharest,42.5%RH
2025-01-05T05:15:00+02:00 Bucharest,42.5%RH
2025-01-05T05:30:00+02:00 Bucharest,42.5%RH
2025-01-05T05:45:00+02:00 Bucharest,42.5%RH
2025-01-05T06:00:00+02:00 Bucharest,42.5%RH
2025-01-05T06:15:00+02:00 Bucharest,42.5%RH
2025-01-05T06:30:00+02:00 Bucharest,42.5%RH
2025-01-05T06:41:17+02:00 Bucharest,42%RH
2025-01-05T06:45:00+02:00 Bucharest,42%RH
2025-01-05T07:00:00+02:00 Bucharest,42%RH
2025-01-05T07:15:00+02:00 Bucharest,42%RH
2025-01-05T07:30:00+02:00 Bucharest,42%RH
2025-01-05T07:45:00+02:00 Bucharest,42%RH
2025-01-05T08:00:00+02:00 Bucharest,42%RH
2025-01-05T08:15:00+02:00 Bucharest,42%RH
2025-01-05T08:30:00+02:00 Bucharest,42%RH
2025-01-05T08:45:00+02:00 Bucharest,42%RH
2025-01-05T09:00:00+02:00 Bucharest,42%RH
2025-01-05T09:15:00+02:00 Bucharest,42%RH
2025-01-05T09:30:00+02:00 Bucharest,42%RH
2025-01-05T09:45:00+02:00 Bucharest,42%RH
2025-01-05T10:00:00+02:00 Bucharest,42%RH
2025-01-05T10:11:17+02:00 Bucharest,41.5%RH
2025-01-05T10:15:00+02:00 Bucharest,41.5%RH
2025-01-05T10:30:00+02:00 Bucharest,41.5%RH
2025-01-05T10:45:00+02:00 Bucharest,41.5%RH
2025-01-05T11:00:00+02:00 Bucharest,41.5%RH
2025-01-05T11:15:00+02:00 Bucharest,41.5%RH
2025-01-05T11:30:00+02:00 Bucharest,41.5%RH
2025-01-05T11:45:00+02:00 Bucharest,41.5%RH
2025-01-05T12:00:00+02:00 Bucharest,41.5%RH
2025-01-05T12:11:17+02:00 Bucharest,42%RH
2025-01-05T12:15:00+02:00 Bucharest,42%RH
2025-01-05T12:30:00+02:00 Bucharest,42%RH
2025-01-05T12:45:00+02:00 Bucharest,42%RH
2025-01-05T13:00:00+02:00 Bucharest,42%RH
2025-01-05T13:15:00+02:00 Bucharest,42%RH
2025-01-05T13:30:00+02:00 Bucharest,42%RH
2025-01-05T13:45:00+02:00 Bucharest,42%RH
2025-01-05T14:00:00+02:00 Bucharest,42%RH
2025-01-05T14:15:00+02:00 Bucharest,42%RH
2025-01-05T14:30:00+02:00 Bucharest,42%RH
2025-01-05T14:45:00+02:00 Bucharest,42%RH
2025-01-05T15:00:00+02:00 Bucharest,42%RH
2025-01-05T15:15:00+02:00 Bucharest,42%RH
2025-01-05T15:30:00+02:00 Bucharest,42%RH
2025-01-05T15:45:00+02:00 Bucharest,42%RH
2025-01-05T16:00:00+02:00 Bucharest,42%RH
2025-01-05T16:15:00+02:00 Bucharest,42%RH
2025-01-05T16:30:00+02:00 Bucharest,42%RH
2025-01-05T16:45:00+02:00 Bucharest,42%RH
2025-01-05T17:00:00+02:00 Bucharest,42%RH
2025-01-05T17:15:00+02:00 Bucharest,42%RH
2025-01-05T17:30:00+02:00 Bucharest,42%RH
2025-01-05T17:45:00+02:00 Bucharest,42%RH
2025-01-05T18:00:00+02:00 Bucharest,42%RH
2025-01-05T18:15:00+02:00 Bucharest,42%RH
2025-01-05T18:30:00+02:00 Bucharest,42%RH
2025-01-05T18:45:00+02:00 Bucharest,42%RH
2025-01-05T19:00:00+02:00 Bucharest,42%RH
2025-01-05T19:15:00+02:00 Bucharest,42%RH
2025-01-05T19:21:18+02:00 Bucharest,42.5%RH
2025-01-05T19:30:00+02:00 Bucharest,42.5%RH
2025-01-05T19:45:00+02:00 Bucharest,42.5%RH
2025-01-05T20:00:00+02:00 Bucharest,42.5%RH
2025-01-05T20:15:00+02:00 Bucharest,42.5%RH
2025-01-05T20:30:00+02:00 Bucharest,42.5%RH
2025-01-05T20:45:00+02:00 Bucharest,42.5%RH
2025-01-05T21:00:00+02:00 Bucharest,42.5%RH
2025-01-05T21:15:00+02:00 Bucharest,42.5%RH
2025-01-05T21:30:00+02:00 Bucharest,42.5%RH
2025-01-05T21:45:00+02:00 Bucharest,42.5%RH
2025-01-05T22:00:00+02:00 Bucharest,42.5%RH
2025-01-05T22:15:00+02:00 Bucharest,42.5%RH
2025-01-05T22:30:00+02:00 Bucharest,42.5%RH
2025-01-05T22:31:17+02:00 Bucharest,43%RH
2025-01-05T22:45:00+02:00 Bucharest,43%RH
2025-01-05T23:00:00+02:00 Bucharest,43%RH
2025-01-05T23:15:00+02:00 Bucharest,43%RH
2025-01-05T23:30:00+02:00 Bucharest,43%RH
2025-01-05T23:45:00+02:00 Bucharest,43%RH
2025-01-06T00:00:00+02:00 Bucharest,43%RH
2025-01-06T00:15:00+02:00 Bucharest,43%RH
2025-01-06T00:30:00+02:00 Bucharest,43%RH
2025-01-06T00:45:00+02:00 Bucharest,43%RH
2025-01-06T01:00:00+02:00 Bucharest,43%RH
2025-01-06T01:15:00+02:00 Bucharest,43%RH
2025-01-06T01:30:00+02:00 Bucharest,43%RH
2025-01-06T01:45:00+02:00 Bucharest,43%RH
2025-01-06T02:00:00+02:00 Bucharest,43%RH
2025-01-06T02:15:00+02:00 Bucharest,43%RH
2025-01-06T02:30:00+02:00 Bucharest,43%RH
2025-01-06T02:45:00+02:00 Bucharest,43%RH
2025-01-06T03:00:00+02:00 Bucharest,43%RH
2025-01-06T03:15:00+02:00 Bucharest,43%RH
2025-01-06T03:30:00+02:00 Bucharest,43%RH
2025-01-06T03:41:18+02:00 Bucharest,43.5%RH
2025-01-06T03:45:00+02:00 Bucharest,43.5%RH
2025-01-06T04:00:00+02:00 Bucharest,43.5%RH
2025-01-06T04:15:00+02:00 Bucharest,43.5%RH
2025-01-06T04:30:00+02:00 Bucharest,43.5%RH
2025-01-06T04:45:00+02:00 Bucharest,43.5%RH
2025-01-06T04:51:18+02:00 Bucharest,44%RH
2025-01-06T05:00:00+02:00 Bucharest,44%RH
2025-01-06T05:15:00+02:00 Bucharest,44%RH
2025-01-06T05:30:00+02:00 Bucharest,44%RH
2025-01-06T05:45:00+02:00 Bucharest,44%RH
2025-01-06T06:00:00+02:00 Bucharest,44%RH
2025-01-06T06:15:00+02:00 Bucharest,44%RH
2025-01-06T06:30:00+02:00 Bucharest,44%RH
2025-01-06T06:45:00+02:00 Bucharest,44%RH
2025-01-06T07:00:00+02:00 Bucharest,44%RH
2025-01-06T07:15:00+02:00 Bucharest,44%RH
2025-01-06T07:30:00+02:00 Bucharest,44%RH
2025-01-06T07:45:00+02:00 Bucharest,44%RH
2025-01-06T08:00:00+02:00 Bucharest,44%RH
2025-01-06T08:15:00+02:00 Bucharest,44%RH
2025-01-06T08:21:18+02:00 Bucharest,43.5%RH
2025-01-06T08:30:00+02:00 Bucharest,43.5%RH
2025-01-06T08:45:00+02:00 Bucharest,43.5%RH
2025-01-06T08:51:18+02:00 Bucharest,44%RH
2025-01-06T09:00:00+02:00 Bucharest,44%RH
2025-01-06T09:15:00+02:00 Bucharest,44%RH
2025-01-06T09:30:00+02:00 Bucharest,44%RH
2025-01-06T09:45:00+02:00 Bucharest,44%RH
2025-01-06T10:00:00+02:00 Bucharest,44%RH
2025-01-06T10:15:00+02:00 Bucharest,44%RH
2025-01-06T10:21:17+02:00 Bucharest,43.5%RH
2025-01-06T10:30:00+02:00 Bucharest,43.5%RH
2025-01-06T10:45:00+02:00 Bucharest,43.5%RH
2025-01-06T11:00:00+02:00 Bucharest,43.5%RH
2025-01-06T11:15:00+02:00 Bucharest,43.5%RH
2025-01-06T11:30:00+02:00 Bucharest,43.5%RH
2025-01-06T11:45:00+02:00 Bucharest,43.5%RH
2025-01-06T12:00:00+02:00 Bucharest,43.5%RH
2025-01-06T12:15:00+02:00 Bucharest,43.5%RH
2025-01-06T12:30:00+02:00 Bucharest,43.5%RH
2025-01-06T12:45:00+02:00 Bucharest,43.5%RH
2025-01-06T13:00:00+02:00 Bucharest,43.5%RH
2025-01-06T13:15:00+02:00 Bucharest,43.5%RH
2025-01-06T13:30:00+02:00 Bucharest,43.5%RH
2025-01-06T13:45:00+02:00 Bucharest,43.5%RH
2025-01-06T14:00:00+02:00 Bucharest,43.5%RH
2025-01-06T14:15:00+02:00 Bucharest,43.5%RH
2025-01-06T14:30:00+02:00 Bucharest,43.5%RH
2025-01-06T14:45:00+02:00 Bucharest,43.5%RH
2025-01-06T15:00:00+02:00 Bucharest,43.5%RH
2025-01-06T15:15:00+02:00 Bucharest,43.5%RH
2025-01-06T15:30:00+02:00 Bucharest,43.5%RH
2025-01-06T15:45:00+02:00 Bucharest,43.5%RH
2025-01-06T16:00:00+02:00 Bucharest,43.5%RH
2025-01-06T16:15:00+02:00 Bucharest,43.5%RH
2025-01-06T16:21:17+02:00 Bucharest,43%RH
2025-01-06T16:30:00+02:00 Bucharest,43%RH
2025-01-06T16:45:00+02:00 Bucharest,43%RH
2025-01-06T17:00:00+02:00 Bucharest,43%RH
2025-01-06T17:15:00+02:00 Bucharest,43%RH
2025-01-06T17:30:00+02:00 Bucharest,43%RH
2025-01-06T17:45:00+02:00 Bucharest,43%RH
2025-01-06T18:00:00+02:00 Bucharest,43%RH
2025-01-06T18:15:00+02:00 Bucharest,43%RH
2025-01-06T18:30:00+02:00 Bucharest,43%RH
2025-01-06T18:45:00+02:00 Bucharest,43%RH
2025-01-06T19:00:00+02:00 Bucharest,43%RH
2025-01-06T19:15:00+02:00 Bucharest,43%RH
2025-01-06T19:30:00+02:00 Bucharest,43%RH
2025-01-06T19:45:00+02:00 Bucharest,43%RH
2025-01-06T20:00:00+02:00 Bucharest,43%RH
2025-01-06T20:15:00+02:00 Bucharest,43%RH
2025-01-06T20:30:00+02:00 Bucharest,43%RH
2025-01-06T20:45:00+02:00 Bucharest,43%RH
2025-01-06T21:00:00+02:00 Bucharest,43%RH
2025-01-06T21:15:00+02:00 Bucharest,43%RH
2025-01-06T21:30:00+02:00 Bucharest,43%RH
2025-01-06T21:45:00+02:00 Bucharest,43%RH
2025-01-06T22:00:00+02:00 Bucharest,43%RH
2025-01-06T22:15:00+02:00 Bucharest,43%RH
2025-01-06T22:30:00+02:00 Bucharest,43%RH
2025-01-06T22:45:00+02:00 Bucharest,43%RH
2025-01-06T23:00:00+02:00 Bucharest,43%RH
2025-01-06T23:11:17+02:00 Bucharest,43.5%RH
2025-01-06T23:15:00+02:00 Bucharest,43.5%RH
2025-01-06T23:30:00+02:00 Bucharest,43.5%RH
2025-01-06T23:45:00+02:00 Bucharest,43.5%RH
2025-01-07T00:00:00+02:00 Bucharest,43.5%RH
2025-01-07T00:15:00+02:00 Bucharest,43.5%RH
2025-01-07T00:30:00+02:00 Bucharest,43.5%RH
2025-01-07T00:45:00+02:00 Bucharest,43.5%RH
2025-01-07T00:51:17+02:00 Bucharest,43%RH
2025-01-07T01:00:00+02:00 Bucharest,43%RH
2025-01-07T01:15:00+02:00 Bucharest,43%RH
2025-01-07T01:30:00+02:00 Bucharest,43%RH
2025-01-07T01:45:00+02:00 Bucharest,43%RH
2025-01-07T02:00:00+02:00 Bucharest,43%RH
2025-01-07T02:15:00+02:00 Bucharest,43%RH
2025-01-07T02:30:00+02:00 Bucharest,43%RH
2025-01-07T02:45:00+02:00 Bucharest,43%RH
2025-01-07T03:00:00+02:00 Bucharest,43%RH
2025-01-07T03:15:00+02:00 Bucharest,43%RH
2025-01-07T03:30:00+02:00 Bucharest,43%RH
2025-01-07T03:45:00+02:00 Bucharest,43%RH
2025-01-07T04:00:00+02:00 Bucharest,43%RH
2025-01-07T04:01:18+02:00 Bucharest,43.5%RH
2025-01-07T04:15:00+02:00 Bucharest,43.5%RH
2025-01-07T04:30:00+02:00 Bucharest,43.5%RH
2025-01-07T04:45:00+02:00 Bucharest,43.5%RH
2025-01-07T05:00:00+02:00 Bucharest,43.5%RH
2025-01-07T05:15:00+02:00 Bucharest,43.5%RH
2025-01-07T05:30:00+02:00 Bucharest,43.5%RH
2025-01-07T05:45:00+02:00 Bucharest,43.5%RH
2025-01-07T06:00:00+02:00 Bucharest,43.5%RH
2025-01-07T06:11:18+02:00 Bucharest,43%RH
2025-01-07T06:15:00+02:00 Bucharest,43%RH
2025-01-07T06:30:00+02:00 Bucharest,43%RH
2025-01-07T06:45:00+02:00 Bucharest,43%RH
2025-01-07T07:00:00+02:00 Bucharest,43%RH
2025-01-07T07:15:00+02:00 Bucharest,43%RH
2025-01-07T07:30:00+02:00 Bucharest,43%RH
2025-01-07T07:45:00+02:00 Bucharest,43%RH
2025-01-07T08:00:00+02:00 Bucharest,43%RH
2025-01-07T08:15:00+02:00 Bucharest,43%RH
2025-01-07T08:30:00+02:00 Bucharest,43%RH
2025-01-07T08:45:00+02:00 Bucharest,43%RH
2025-01-07T09:00:00+02:00 Bucharest,43%RH
2025-01-07T09:15:00+02:00 Bucharest,43%RH
2025-01-07T09:30:00+02:00 Bucharest,43%RH
2025-01-07T09:45:00+02:00 Bucharest,43%RH
2025-01-07T10:00:00+02:00 Bucharest,43%RH
2025-01-07T10:15:00+02:00 Bucharest,43%RH
2025-01-07T10:30:00+02:00 Bucharest,43%RH
2025-01-07T10:45:00+02:00 Bucharest,43%RH
2025-01-07T11:00:00+02:00 Bucharest,43%RH
2025-01-07T11:15:00+02:00 Bucharest,43%RH
2025-01-07T11:30:00+02:00 Bucharest,43%RH
2025-01-07T11:45:00+02:00 Bucharest,43%RH
2025-01-07T12:00:00+02:00 Bucharest,43%RH
2025-01-07T12:15:00+02:00 Bucharest,43%RH
2025-01-07T12:30:00+02:00 Bucharest,43%RH
2025-01-07T12:45:00+02:00 Bucharest,43%RH
2025-01-07T13:00:00+02:00 Bucharest,43%RH
2025-01-07T13:15:00+02:00 Bucharest,43%RH
2025-01-07T13:30:00+02:00 Bucharest,43%RH
2025-01-07T13:45:00+02:00 Bucharest,43%RH
2025-01-07T14:00:00+02:00 Bucharest,43%RH
2025-01-07T14:15:00+02:00 Bucharest,43%RH
2025-01-07T14:30:00+02:00 Bucharest,43%RH
2025-01-07T14:31:17+02:00 Bucharest,43.5%RH
2025-01-07T14:45:00+02:00 Bucharest,43.5%RH
2025-01-07T15:00:00+02:00 Bucharest,43.5%RH
2025-01-07T15:01:17+02:00 Bucharest,43%RH
2025-01-07T15:15:00+02:00 Bucharest,43%RH
2025-01-07T15:30:00+02:00 Bucharest,43%RH
2025-01-07T15:45:00+02:00 Bucharest,43%RH
2025-01-07T16:00:00+02:00 Bucharest,43%RH
2025-01-07T16:15:00+02:00 Bucharest,43%RH
2025-01-07T16:30:00+02:00 Bucharest,43%RH
2025-01-07T16:45:00+02:00 Bucharest,43%RH
2025-01-07T17:00:00+02:00 Bucharest,43%RH
2025-01-07T17:01:18+02:00 Bucharest,43.5%RH
2025-01-07T17:15:00+02:00 Bucharest,43.5%RH
2025-01-07T17:30:00+02:00 Bucharest,43.5%RH
2025-01-07T17:31:18+02:00 Bucharest,44%RH
2025-01-07T17:45:00+02:00 Bucharest,44%RH
2025-01-07T18:00:00+02:00 Bucharest,44%RH
2025-01-07T18:01:18+02:00 Bucharest,44.5%RH
2025-01-07T18:15:00+02:00 Bucharest,44.5%RH
2025-01-07T18:30:00+02:00 Bucharest,44.5%RH
2025-01-07T18:45:00+02:00 Bucharest,44.5%RH
2025-01-07T19:00:00+02:00 Bucharest,44.5%RH
2025-01-07T19:15:00+02:00 Bucharest,44.5%RH
2025-01-07T19:30:00+02:00 Bucharest,44.5%RH
2025-01-07T19:45:00+02:00 Bucharest,44.5%RH
2025-01-07T20:00:00+02:00 Bucharest,44.5%RH
2025-01-07T20:15:00+02:00 Bucharest,44.5%RH
2025-01-07T20:30:00+02:00 Bucharest,44.5%RH
2025-01-07T20:45:00+02:00 Bucharest,44.5%RH
2025-01-07T21:00:00+02:00 Bucharest,44.5%RH
2025-01-07T21:15:00+02:00 Bucharest,44.5%RH
2025-01-07T21:30:00+02:00 Bucharest,44.5%RH
2025-01-07T21:45:00+02:00 Bucharest,44.5%RH
2025-01-07T22:00:00+02:00 Bucharest,44.5%RH
2025-01-07T22:15:00+02:00 Bucharest,44.5%RH
2025-01-07T22:30:00+02:00 Bucharest,44.5%RH
2025-01-07T22:41:18+02:00 Bucharest,45%RH
2025-01-07T22:45:00+02:00 Bucharest,45%RH
2025-01-07T23:00:00+02:00 Bucharest,45%RH
2025-01-07T23:15:00+02:00 Bucharest,45%RH
2025-01-07T23:30:00+02:00 Bucharest,45%RH
2025-01-07T23:45:00+02:00 Bucharest,45%RH
2025-01-08T00:00:00+02:00 Bucharest,45%RH
2025-01-08T00:15:00+02:00 Bucharest,45%RH
2025-01-08T00:30:00+02:00 Bucharest,45%RH
2025-01-08T00:45:00+02:00 Bucharest,45%RH
2025-01-08T01:00:00+02:00 Bucharest,45%RH
2025-01-08T01:15:00+02:00 Bucharest,45%RH
2025-01-08T01:30:00+02:00 Bucharest,45%RH
2025-01-08T01:45:00+02:00 Bucharest,45%RH
2025-01-08T02:00:00+02:00 Bucharest,45%RH
2025-01-08T02:15:00+02:00 Bucharest,45%RH
2025-01-08T02:30:00+02:00 Bucharest,45%RH
2025-01-08T02:31:18+02:00 Bucharest,45.5%RH
2025-01-08T02:45:00+02:00 Bucharest,45.5%RH
2025-01-08T03:00:00+02:00 Bucharest,45.5%RH
2025-01-08T03:15:00+02:00 Bucharest,45.5%RH
2025-01-08T03:30:00+02:00 Bucharest,45.5%RH
2025-01-08T03:45:00+02:00 Bucharest,45.5%RH
2025-01-08T04:00:00+02:00 Bucharest,45.5%RH
2025-01-08T04:15:00+02:00 Bucharest,45.5%RH
2025-01-08T04:30:00+02:00 Bucharest,45.5%RH
2025-01-08T04:45:00+02:00 Bucharest,45.5%RH
2025-01-08T05:00:00+02:00 Bucharest,45.5%RH
2025-01-08T05:11:17+02:00 Bucharest,45%RH
2025-01-08T05:15:00+02:00 Bucharest,45%RH
2025-01-08T05:30:00+02:00 Bucharest,45%RH
2025-01-08T05:45:00+02:00 Bucharest,45%RH
2025-01-08T06:00:00+02:00 Bucharest,45%RH
2025-01-08T06:15:00+02:00 Bucharest,45%RH
2025-01-08T06:30:00+02:00 Bucharest,45%RH
2025-01-08T06:45:00+02:00 Bucharest,45%RH
2025-01-08T07:00:00+02:00 Bucharest,45%RH
2025-01-08T07:15:00+02:00 Bucharest,45%RH
2025-01-08T07:30:00+02:00 Bucharest,45%RH
2025-01-08T07:45:00+02:00 Bucharest,45%RH
2025-01-08T08:00:00+02:00 Bucharest,45%RH
2025-01-08T08:15:00+02:00 Bucharest,45%RH
2025-01-08T08:30:00+02:00 Bucharest,45%RH
2025-01-08T08:45:00+02:00 Bucharest,45%RH
2025-01-08T09:00:00+02:00 Bucharest,45%RH
2025-01-08T09:15:00+02:00 Bucharest,45%RH
2025-01-08T09:30:00+02:00 Bucharest,45%RH
2025-01-08T09:45:00+02:00 Bucharest,45%RH
2025-01-08T10:00:00+02:00 Bucharest,45%RH
2025-01-08T10:15:00+02:00 Bucharest,45%RH
2025-01-08T10:30:00+02:00 Bucharest,45%RH
2025-01-08T10:45:00+02:00 Bucharest,45%RH
2025-01-08T11:00:00+02:00 Bucharest,45%RH
2025-01-08T11:15:00+02:00 Bucharest,45%RH
2025-01-08T11:30:00+02:00 Bucharest,45%RH
2025-01-08T11:31:18+02:00 Bucharest,44.5%RH
2025-01-08T11:45:00+02:00 Bucharest,44.5%RH
2025-01-08T12:00:00+02:00 Bucharest,44.5%RH
2025-01-08T12:15:00+02:00 Bucharest,44.5%RH
2025-01-08T12:30:00+02:00 Bucharest,44.5%RH
2025-01-08T12:45:00+02:00 Bucharest,44.5%RH
2025-01-08T13:00:00+02:00 Bucharest,44.5%RH
2025-01-08T13:15:00+02:00 Bucharest,44.5%RH
2025-01-08T13:30:00+02:00 Bucharest,44.5%RH
2025-01-08T13:45:00+02:00 Bucharest,44.5%RH
2025-01-08T14:00:00+02:00 Bucharest,44.5%RH
2025-01-08T14:11:17+02:00 Bucharest,45%RH
2025-01-08T14:15:00+02:00 Bucharest,45%RH
2025-01-08T14:30:00+02:00 Bucharest,45%RH
2025-01-08T14:45:00+02:00 Bucharest,45%RH
2025-01-08T15:00:00+02:00 Bucharest,45%RH
2025-01-08T15:15:00+02:00 Bucharest,45%RH
2025-01-08T15:30:00+02:00 Bucharest,45%RH
2025-01-08T15:45:00+02:00 Bucharest,45%RH
2025-01-08T16:00:00+02:00 Bucharest,45%RH
2025-01-08T16:15:00+02:00 Bucharest,45%RH
2025-01-08T16:30:00+02:00 Bucharest,45%RH
2025-01-08T16:45:00+02:00 Bucharest,45%RH
2025-01-08T17:00:00+02:00 Bucharest,45%RH
2025-01-08T17:15:00+02:00 Bucharest,45%RH
2025-01-08T17:30:00+02:00 Bucharest,45%RH
2025-01-08T17:45:00+02:00 Bucharest,45%RH
2025-01-08T18:00:00+02:00 Bucharest,45%RH
2025-01-08T18:15:00+02:00 Bucharest,45%RH
2025-01-08T18:30:00+02:00 Bucharest,45%RH
2025-01-08T18:45:00+02:00 Bucharest,45%RH
2025-01-08T19:00:00+02:00 Bucharest,45%RH
2025-01-08T19:15:00+02:00 Bucharest,45%RH
2025-01-08T19:30:00+02:00 Bucharest,45%RH
2025-01-08T19:31:17+02:00 Bucharest,45.5%RH
2025-01-08T19:45:00+02:00 Bucharest,45.5%RH
2025-01-08T20:00:00+02:00 Bucharest,45.5%RH
2025-01-08T20:15:00+02:00 Bucharest,45.5%RH
2025-01-08T20:30:00+02:00 Bucharest,45.5%RH
2025-01-08T20:31:17+02:00 Bucharest,46%RH
2025-01-08T20:45:00+02:00 Bucharest,46%RH
2025-01-08T21:00:00+02:00 Bucharest,46%RH
2025-01-08T21:15:00+02:00 Bucharest,46%RH
2025-01-08T21:30:00+02:00 Bucharest,46%RH
2025-01-08T21:45:00+02:00 Bucharest,46%RH
2025-01-08T22:00:00+02:00 Bucharest,46%RH
2025-01-08T22:15:00+02:00 Bucharest,46%RH
2025-01-08T22:30:00+02:00 Bucharest,46%RH
2025-01-08T22:45:00+02:00 Bucharest,46%RH
2025-01-08T23:00:00+02:00 Bucharest,46%RH
2025-01-08T23:15:00+02:00 Bucharest,46%RH
2025-01-08T23:30:00+02:00 Bucharest,46%RH
2025-01-08T23:45:00+02:00 Bucharest,46%RH
2025-01-09T00:00:00+02:00 Bucharest,46%RH
2025-01-09T00:15:00+02:00 Bucharest,46%RH
2025-01-09T00:30:00+02:00 Bucharest,46%RH
2025-01-09T00:45:00+02:00 Bucharest,46%RH
2025-01-09T01:00:00+02:00 Bucharest,46%RH
2025-01-09T01:15:00+02:00 Bucharest,46%RH
2025-01-09T01:30:00+02:00 Bucharest,46%RH
2025-01-09T01:45:00+02:00 Bucharest,46%RH
2025-01-09T02:00:00+02:00 Bucharest,46%RH
2025-01-09T02:15:00+02:00 Bucharest,46%RH
2025-01-09T02:30:00+02:00 Bucharest,46%RH
2025-01-09T02:45:00+02:00 Bucharest,46%RH
2025-01-09T03:00:00+02:00 Bucharest,46%RH
2025-01-09T03:15:00+02:00 Bucharest,46%RH
2025-01-09T03:30:00+02:00 Bucharest,46%RH
2025-01-09T03:41:17+02:00 Bucharest,46.5%RH
2025-01-09T03:45:00+02:00 Bucharest,46.5%RH
2025-01-09T04:00:00+02:00 Bucharest,46.5%RH
2025-01-09T04:15:00+02:00 Bucharest,46.5%RH
2025-01-09T04:30:00+02:00 Bucharest,46.5%RH
2025-01-09T04:45:00+02:00 Bucharest,46.5%RH
2025-01-09T05:00:00+02:00 Bucharest,46.5%RH
2025-01-09T05:15:00+02:00 Bucharest,46.5%RH
2025-01-09T05:30:00+02:00 Bucharest,46.5%RH
2025-01-09T05:45:00+02:00 Bucharest,46.5%RH
2025-01-09T06:00:00+02:00 Bucharest,46.5%RH
2025-01-09T06:15:00+02:00 Bucharest,46.5%RH
2025-01-09T06:30:00+02:00 Bucharest,46.5%RH
2025-01-09T06:31:17+02:00 Bucharest,46%RH
2025-01-09T06:45:00+02:00 Bucharest,46%RH
2025-01-09T07:00:00+02:00 Bucharest,46%RH
2025-01-09T07:15:00+02:00 Bucharest,46%RH
2025-01-09T07:30:00+02:00 Bucharest,46%RH
2025-01-09T07:45:00+02:00 Bucharest,46%RH
2025-01-09T08:00:00+02:00 Bucharest,46%RH
2025-01-09T08:15:00+02:00 Bucharest,46%RH
2025-01-09T08:30:00+02:00 Bucharest,46%RH
2025-01-09T08:45:00+02:00 Bucharest,46%RH
2025-01-09T09:00:00+02:00 Bucharest,46%RH
2025-01-09T09:15:00+02:00 Bucharest,46%RH
2025-01-09T09:30:00+02:00 Bucharest,46%RH
2025-01-09T09:45:00+02:00 Bucharest,46%RH
2025-01-09T10:00:00+02:00 Bucharest,46%RH
2025-01-09T10:15:00+02:00 Bucharest,46%RH
2025-01-09T10:30:00+02:00 Bucharest,46%RH
2025-01-09T10:45:00+02:00 Bucharest,46%RH
